5,20;Joules;power/energy-pkg/;161876274;100,00;;
5,20;Joules;power/energy-pkg/;161873519;100,00;;
0,56;Joules;power/energy-ram/;161871330;100,00;;
154006000;ns;user_time;154006000;100,00;;
7897000;ns;system_time;7897000;100,00;;
