@relation 'problema-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute pkg numeric
@attribute cores numeric
@attribute gpu numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.53,1.48,0,130968231,101620000,28892000,0
1.53,1.49,0,133448143,102572000,30871000,0
1.57,1.53,0,131333827,101250000,30074000,0
0.08,0.09,0,7398049,5508000,1836000,0
0.95,0.92,0,87592193,61719000,25882000,0
1.52,1.48,0,131833231,111859000,19974000,0
1.55,1.5,0,130743706,98788000,31931000,0
0.32,0.3,0,25477135,25390000,0,0
0.9,0.88,0,87931370,56952000,30973000,0
0.31,0.3,0,25474525,24455000,1018000,0
0.96,0.93,0,88375495,52637000,35753000,0
0.31,0.3,0,25247513,23310000,1942000,0
1.46,1.42,0,131839566,110717000,21136000,0
1.54,1.49,0,130889731,101908000,28973000,0
1.5,1.45,0,131037707,109175000,21835000,0
0.31,0.3,0,25390581,24272000,1011000,0
1.52,1.47,0,130962863,103966000,26991000,0
0.96,0.92,0,87275218,52084000,35056000,0
1.48,1.43,0,131074832,96992000,33997000,0
0.93,0.89,0,87785119,55857000,31918000,0
0.15,0.15,0,14240961,12981000,998000,1
1.91,1.83,0,205990105,205012000,995000,1
1.58,1.53,0,157468739,156458000,1002000,1
0.45,0.43,0,47891505,46796000,995000,1
0.45,0.44,0,47785861,46787000,995000,1
0.44,0.43,0,47057153,46040000,1000000,1
0.67,0.65,0,67768857,65763000,1992000,1
0.23,0.22,0,23414148,21488000,1953000,1
1.02,0.98,0,114745082,113406000,994000,1
0.41,0.39,0,49388633,49353000,0,1
0.25,0.25,0,24577380,23621000,984000,1
0.48,0.47,0,47837837,47784000,0,1
3.41,3.27,0,377201656,375201000,2001000,1
0.1,0.1,0,14389553,13370000,1028000,1
0.45,0.44,0,46011350,44002000,2000000,1
1.88,1.81,0,193905631,192894000,999000,1
0.47,0.46,0,49626762,47566000,1981000,1
0.44,0.42,0,47195725,47090000,0,1
3.52,3.37,0,404280474,401143000,2993000,1
0.29,0.27,0,28508130,27454000,1016000,1
0.84,0.82,0,66937568,65518000,1007000,2
0.37,0.36,0,34767370,30701000,3961000,2
0.81,0.78,0,63694438,62685000,995000,2
0.41,0.39,0,34670310,31675000,2969000,2
0.82,0.79,0,65940935,64925000,998000,2
0.8,0.78,0,64121978,62102000,2003000,2
0.37,0.36,0,32718868,28663000,3953000,2
0.38,0.37,0,32747455,30699000,2046000,2
0.39,0.38,0,34079069,31058000,3005000,2
0.83,0.8,0,66267091,65266000,1004000,2
0.38,0.36,0,35070245,34061000,1001000,2
0.79,0.77,0,63996356,61930000,1997000,2
0.78,0.76,0,64651481,61643000,2982000,2
0.84,0.82,0,68203930,62162000,6015000,2
0.4,0.38,0,34571379,31596000,2962000,2
0.7,0.67,0,70136351,67132000,3005000,2
0.81,0.78,0,65224837,61123000,4008000,2
0.78,0.75,0,63908990,60929000,2996000,2
0.44,0.43,0,37646774,33562000,4068000,2
0.33,0.31,0,36350794,34337000,2019000,2
1.29,1.25,0,111908824,105556000,6031000,3
1.84,1.78,0,156023942,150966000,4998000,3
2.5,2.41,0,238578198,186498000,51860000,3
1.1,1.06,0,99775048,92769000,6982000,3
1.78,1.72,0,149443553,144330000,4976000,3
3.08,2.98,0,288129346,225010000,63002000,3
3.19,3.09,0,292038355,241053000,51011000,3
2.41,2.32,0,229300598,169622000,59217000,3
3.25,3.14,0,291851594,223780000,67933000,3
1.13,1.09,0,103185226,99165000,4006000,3
3.22,3.12,0,292996936,227885000,64967000,3
2.44,2.37,0,235671779,175454000,60155000,3
0.99,0.95,0,93209354,88111000,5006000,3
3.1,2.99,0,289625499,220695000,68904000,3
1.09,1.05,0,99024422,95956000,3030000,3
3.13,3.02,0,292529378,226592000,65881000,3
1.07,1.03,0,106755959,98758000,7980000,3
2.4,2.32,0,235371500,170243000,65093000,3
3.26,3.16,0,303116436,239061000,64016000,3
0.99,0.95,0,87806112,81768000,5983000,3
2.14,2.05,0,228934340,82099000,8009000,4
2.73,2.64,0,227757543,128659000,13067000,4
1.98,1.91,0,171163732,70787000,13958000,4
2.93,2.84,0,229267135,128107000,12010000,4
2.01,1.94,0,175890963,77795000,11968000,4
2.78,2.69,0,234468332,136771000,11121000,4
1.13,1.08,0,111517222,106538000,4978000,4
1.97,1.9,0,173028299,75535000,11078000,4
1.27,1.22,0,125699355,117637000,8043000,4
1.83,1.77,0,175488913,170504000,4985000,4
1.96,1.88,0,173601220,78661000,8067000,4
1.95,1.88,0,170444100,74580000,9070000,4
1.89,1.83,0,166923014,68320000,11881000,4
1.18,1.13,0,116840690,110786000,6042000,4
1.93,1.86,0,171876577,77680000,7967000,4
4.64,4.48,0,427760597,329076000,11834000,4
1.82,1.76,0,161167332,67821000,6789000,4
1.94,1.87,0,171476142,75766000,9265000,4
2.69,2.61,0,232464222,133173000,12015000,4
1.84,1.79,0,163610933,157497000,5980000,4
3,2.89,0,262329915,127457000,13046000,5
2.82,2.72,0,236324709,137726000,12265000,5
1.59,1.54,0,155546776,147511000,7973000,5
1.97,1.91,0,172963143,73700000,12947000,5
2.8,2.71,0,234019376,136140000,11092000,5
1.93,1.87,0,171499902,74748000,11111000,5
1.89,1.82,0,175929812,80622000,8062000,5
3.36,3.24,0,288044799,183271000,17764000,5
2.77,2.68,0,232766209,131915000,15104000,5
1.96,1.89,0,171484102,75774000,9092000,5
2.03,1.96,0,175147230,78629000,10496000,5
2.9,2.79,0,269888045,174010000,10496000,5
1.61,1.55,0,158359542,150315000,8016000,5
1.98,1.91,0,174879193,72849000,14968000,5
2.28,2.19,0,228818402,210785000,17981000,5
2.21,2.13,0,203506440,105970000,9997000,5
2.01,1.95,0,177355849,79866000,10981000,5
2.79,2.7,0,234716367,138873000,8991000,5
1.63,1.56,0,158108284,150046000,8002000,5
2.72,2.63,0,231215515,137332000,8019000,5
2.9,2.79,0,248152506,194596000,53162000,6
3.51,3.39,0,343118751,327087000,16004000,6
0.84,0.82,0,70134659,67105000,3004000,6
4.12,3.97,0,367011670,212565000,12299000,6
0.97,0.93,0,80559081,75503000,4967000,6
