file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1155269.exe ,  3.00,  2.90,  0.19,  0.00,  7.75,  258904552,  131409000,   11205000
1346726.exe ,  2.82,  2.73,  0.18,  0.00,  7.11,  237811665,  142932000,    7996000
1558669.exe ,  1.61,  1.55,  0.16,  0.00,  4.40,  156018962,  144856000,   10989000
1992578.exe ,  1.95,  1.88,  0.14,  0.00,  5.05,  173249601,   77924000,    8991000
2040953.exe ,  2.80,  2.70,  0.17,  0.00,  6.91,  233959353,  134055000,   14005000
2417063.exe ,  1.95,  1.88,  0.14,  0.00,  5.04,  171827742,   73959000,   11196000
2475670.exe ,  1.96,  1.89,  0.14,  0.00,  5.06,  169936762,   69957000,   14990000
3969157.exe ,  3.47,  3.35,  0.23,  0.00,  8.62,  291387841,  175587000,   28036000
4039956.exe ,  2.78,  2.68,  0.18,  0.00,  7.06,  235224746,  141324000,    7346000
4124395.exe ,  1.93,  1.86,  0.14,  0.00,  4.94,  170835411,   78460000,    6035000
4981197.exe ,  1.94,  1.87,  0.15,  0.00,  5.06,  177349426,   81809000,    8979000
5022885.exe ,  2.89,  2.79,  0.24,  0.00,  7.66,  272302240,  172285000,   13021000
5804368.exe ,  1.61,  1.55,  0.16,  0.00,  4.46,  159048200,  147952000,   11071000
5810439.exe ,  1.94,  1.88,  0.14,  0.00,  5.13,  174160625,   76679000,   11098000
6345192.exe ,  2.13,  2.04,  0.25,  0.00,  6.26,  232481180,  218370000,   14023000
6377946.exe ,  2.19,  2.12,  0.18,  0.00,  5.85,  202753065,  109632000,    6976000
7032575.exe ,  1.99,  1.92,  0.15,  0.00,  5.23,  178358793,   80334000,   11046000
7479126.exe ,  2.72,  2.63,  0.17,  0.00,  7.02,  231599222,  138070000,    7003000
7819092.exe ,  1.61,  1.54,  0.15,  0.00,  4.45,  157919310,  149844000,    7991000
8030161.exe ,  2.66,  2.57,  0.17,  0.00,  7.03,  231512554,  135087000,   10182000
