file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1409011.exe ,  1.35,  1.31,  0.06,  0.00,  3.28,  108022365,  106559000,    1005000
2631785.exe ,  1.54,  1.50,  0.07,  0.00,  3.83,  128954138,  125924000,    2998000
2781088.exe ,  1.94,  1.89,  0.08,  0.00,  4.73,  160879643,  158863000,    1998000
2951063.exe ,  1.51,  1.48,  0.07,  0.00,  3.67,  127704474,  126677000,    1005000
3122929.exe ,  2.03,  1.97,  0.09,  0.00,  4.92,  164244995,  164237000,          0
336539.exe  ,  2.18,  2.12,  0.09,  0.00,  5.29,  163737305,  161667000,    1995000
4005226.exe ,  0.93,  0.91,  0.04,  0.00,  2.27,   77168699,   75107000,    2002000
4027093.exe ,  0.92,  0.90,  0.04,  0.00,  2.26,   75590852,   74437000,    1005000
4306462.exe ,  1.57,  1.52,  0.07,  0.00,  3.79,  129020528,  128003000,    1000000
4320720.exe ,  1.25,  1.21,  0.06,  0.00,  3.27,  115175882,  113172000,    2003000
4419376.exe ,  0.91,  0.88,  0.04,  0.00,  2.35,   75630005,   74615000,     994000
533881.exe  ,  1.41,  1.37,  0.06,  0.00,  3.42,  109047956,  106012000,    3000000
5569370.exe ,  1.27,  1.24,  0.06,  0.00,  3.22,  111037588,  109950000,     999000
5842855.exe ,  2.01,  1.95,  0.08,  0.00,  4.95,  164492134,  161425000,    3007000
5885275.exe ,  0.90,  0.88,  0.04,  0.00,  2.33,   75352942,   73218000,    2005000
6068580.exe ,  1.32,  1.28,  0.06,  0.00,  3.19,  106111067,  105094000,    1000000
6073943.exe ,  1.92,  1.86,  0.08,  0.00,  4.68,  160377005,  157378000,    2988000
6178134.exe ,  1.90,  1.85,  0.08,  0.00,  4.66,  157605628,  156583000,    1003000
7740449.exe ,  1.67,  1.62,  0.07,  0.00,  4.23,  141663400,  138564000,    2990000
7765486.exe ,  1.50,  1.46,  0.06,  0.00,  3.68,  127620289,  124574000,    2989000
