file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
2521075.exe ,  1.57,  1.50,  0.08,  0.00,  4.10,  130331001,  118921000,   10901000
2640086.exe ,  1.44,  1.39,  0.08,  0.00,  3.76,  126985025,  121027000,    5952000
3047601.exe ,  1.66,  1.62,  0.09,  0.00,  4.12,  141741016,  135622000,    6027000
3113504.exe ,  2.41,  2.34,  0.13,  0.00,  6.09,  194264198,  188154000,    5973000
3242376.exe ,  1.51,  1.47,  0.08,  0.00,  3.98,  129951123,  123929000,    5996000
3583821.exe ,  2.18,  2.11,  0.11,  0.00,  5.44,  189614454,  159540000,   29913000
3660770.exe ,  1.37,  1.32,  0.07,  0.00,  3.55,  114118108,  110093000,    4003000
3806326.exe ,  1.80,  1.74,  0.12,  0.00,  4.47,  147155679,  139867000,    6993000
3950897.exe ,  2.17,  2.10,  0.12,  0.00,  5.67,  183856458,  177839000,    5994000
4238522.exe ,  2.41,  2.33,  0.13,  0.00,  6.07,  212495041,  177303000,   35059000
5341331.exe ,  1.41,  1.36,  0.08,  0.00,  3.77,  124582932,  117584000,    6975000
5395059.exe ,  4.68,  4.51,  0.35,  0.00, 12.70,  417500538,  378539000,   38952000
6584489.exe ,  1.79,  1.74,  0.10,  0.00,  4.71,  154236131,  147206000,    7009000
6901034.exe ,  1.99,  1.93,  0.14,  0.00,  5.08,  175459510,  165413000,   10025000
7014682.exe ,  2.66,  2.57,  0.14,  0.00,  6.63,  229609733,  187653000,   41922000
7191139.exe ,  2.87,  2.78,  0.16,  0.00,  7.55,  252858502,  222645000,   30087000
7458115.exe ,  6.05,  5.84,  0.32,  0.00, 16.64,  575733099,  563713000,   11993000
8165818.exe ,  1.99,  1.92,  0.11,  0.00,  5.41,  179810641,  149766000,   29953000
8414692.exe ,  1.42,  1.37,  0.08,  0.00,  3.79,  124116138,  118090000,    6004000
8627888.exe ,  3.65,  3.54,  0.17,  0.00,  9.36,  306016989,  279988000,   25998000
