file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
3147371.exe ,  0.32,  0.32,  0.01,  0.00,  0.79,   26385023,   22058000,    3836000
3654061.exe ,  0.02,  0.02,  0.00,  0.00,  0.06,    1426702,    1433000,          0
4717944.exe ,  0.93,  0.90,  0.04,  0.00,  2.34,   75854178,   73841000,    1995000
480440.exe  ,  0.42,  0.40,  0.02,  0.00,  1.04,   34616971,   32517000,    1970000
4983117.exe ,  0.59,  0.58,  0.03,  0.00,  1.43,   47566026,   44516000,    3035000
5124430.exe ,  0.01,  0.01,  0.00,  0.00,  0.06,    1406171,    1414000,          0
5308953.exe ,  0.33,  0.32,  0.01,  0.00,  0.82,   26253808,   25127000,    1005000
532489.exe  ,  0.69,  0.67,  0.03,  0.00,  1.87,   60803872,   59793000,     996000
5455896.exe ,  0.75,  0.73,  0.03,  0.00,  1.86,   63258282,   63202000,          0
5643157.exe ,  2.10,  2.03,  0.10,  0.00,  5.18,  176531043,  175497000,    1002000
5672584.exe ,  1.03,  1.01,  0.05,  0.00,  2.57,   90258109,   87295000,    2975000
5674331.exe ,  1.77,  1.71,  0.08,  0.00,  4.40,  150659580,  140569000,    9969000
5675116.exe ,  0.02,  0.02,  0.00,  0.00,  0.06,    1434556,    1408000,          0
6505953.exe ,  0.01,  0.02,  0.00,  0.00,  0.03,    1483097,    1446000,          0
6776171.exe ,  0.01,  0.02,  0.00,  0.00,  0.03,    1387666,    1393000,          0
6962942.exe ,  0.63,  0.61,  0.03,  0.00,  1.59,   52535035,   49442000,    2966000
7204213.exe ,  0.64,  0.61,  0.03,  0.00,  1.62,   49755878,   47755000,    1989000
7457995.exe ,  1.09,  1.05,  0.05,  0.00,  2.67,   91212809,   89213000,    2004000
7590448.exe ,  0.44,  0.43,  0.02,  0.00,  1.13,   36534113,   34544000,    1973000
7957547.exe ,  1.06,  1.03,  0.05,  0.00,  2.59,   88360637,   86337000,    2007000
