@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.53,1.48,0.07,0.00,4.08,131589643,104105000,27027000,0
1.49,1.46,0.07,0.00,3.89,130747692,109736000,20949000,0
1.46,1.41,0.07,0.00,3.95,134906589,111916000,22982000,0
1.49,1.44,0.07,0.00,3.94,130882778,90178000,40629000,0
0.08,0.08,0.00,0.00,0.21,7228804,6196000,1032000,0
0.91,0.88,0.04,0.00,2.53,85598065,63689000,21893000,0
1.41,1.36,0.07,0.00,3.95,137762107,109564000,28144000,0
1.47,1.43,0.07,0.00,3.97,129321209,96154000,33053000,0
0.30,0.30,0.01,0.00,0.76,25392327,25383000,0,0
0.31,0.30,0.01,0.00,0.77,25208102,24178000,1007000,0
0.94,0.91,0.05,0.00,2.60,89055467,57035000,32019000,0
0.32,0.31,0.01,0.00,0.84,25382105,24280000,1011000,0
1.49,1.44,0.07,0.00,4.00,131365374,96260000,35095000,0
0.30,0.29,0.01,0.00,0.80,24403292,23288000,1012000,0
1.48,1.44,0.07,0.00,3.98,130442363,105547000,24893000,0
0.30,0.29,0.01,0.00,0.80,24938999,23932000,997000,0
1.50,1.46,0.07,0.00,4.01,131093073,104185000,26790000,0
0.95,0.91,0.05,0.00,2.59,88202361,56071000,32040000,0
1.50,1.44,0.07,0.00,3.99,130315882,90215000,40095000,0
0.91,0.88,0.04,0.00,2.57,85771094,58851000,26932000,0
0.15,0.15,0.01,0.00,0.40,14293610,13984000,0,1
1.84,1.78,0.10,0.00,5.26,201373921,199356000,1993000,1
1.55,1.49,0.08,0.00,4.19,154301210,153305000,1001000,1
0.44,0.43,0.03,0.00,1.29,47246474,46230000,1005000,1
0.44,0.43,0.03,0.00,1.29,48220130,47219000,1004000,1
0.43,0.41,0.02,0.00,1.24,46099582,46085000,0,1
0.68,0.66,0.03,0.00,1.87,66864897,65856000,997000,1
0.24,0.23,0.01,0.00,0.66,22924092,21916000,996000,1
