@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.55,1.50,0.07,0.00,4.11,131922316,102439000,29124000,0
1.53,1.49,0.07,0.00,3.99,131695470,93773000,37908000,0
1.53,1.48,0.07,0.00,3.88,130358945,101269000,29077000,0
1.53,1.48,0.07,0.00,3.91,130816034,88864000,41936000,0
0.17,0.17,0.01,0.00,0.43,13982443,11878000,1979000,0
0.89,0.86,0.05,0.00,2.56,89998588,46994000,42994000,0
1.51,1.46,0.07,0.00,3.93,129669292,109547000,20100000,0
1.52,1.48,0.07,0.00,3.98,130574232,99652000,30892000,0
0.32,0.31,0.01,0.00,0.80,26953796,26960000,0,0
0.30,0.30,0.01,0.00,0.77,25165224,20248000,4821000,0
0.99,0.95,0.05,0.00,2.56,89232143,60142000,29068000,0
0.31,0.31,0.01,0.00,0.79,25214947,23192000,2016000,0
1.50,1.45,0.07,0.00,3.96,131103662,106015000,25003000,0
0.32,0.32,0.01,0.00,0.82,26161669,26159000,0,0
1.50,1.46,0.07,0.00,3.93,129355305,98264000,31083000,0
0.32,0.31,0.02,0.00,0.80,25718768,23739000,1978000,0
1.50,1.46,0.07,0.00,3.93,129611105,93714000,35890000,0
0.94,0.92,0.04,0.00,2.67,86535282,59669000,26851000,0
1.52,1.48,0.07,0.00,4.00,130802906,102839000,27956000,0
0.96,0.92,0.05,0.00,2.66,89255984,54133000,35086000,0
0.31,0.29,0.02,0.00,0.82,28617619,27253000,1009000,1
1.80,1.73,0.10,0.00,5.07,195895033,193662000,1996000,1
1.93,1.86,0.10,0.00,5.18,184614438,183590000,997000,1
0.54,0.53,0.03,0.00,1.53,57723198,57711000,0,1
0.45,0.44,0.03,0.00,1.37,47544381,46467000,988000,1
0.51,0.49,0.03,0.00,1.47,51748295,49642000,1985000,1
0.74,0.71,0.04,0.00,2.00,72696294,72572000,0,1
0.29,0.28,0.02,0.00,0.82,28572841,27586000,985000,1
1.95,1.87,0.10,0.00,5.33,194797005,193673000,998000,1
0.78,0.75,0.04,0.00,2.08,75784495,74765000,1010000,1
0.50,0.49,0.02,0.00,1.32,46188517,46013000,0,1
0.81,0.78,0.04,0.00,2.17,78619468,76617000,1990000,1
5.98,5.76,0.32,0.00,16.62,634933202,633916000,999000,1
0.14,0.13,0.01,0.00,0.37,13061222,12057000,1004000,1
