@relation problema-weka.filters.unsupervised.attribute.Remove-R3-5

@attribute pkg numeric
@attribute cores numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.53,1.48,129605591,102188000,27049000,0
1.47,1.42,129644330,100717000,28918000,0
1.5,1.45,128911656,99923000,28977000,0
1.48,1.44,128798768,101541000,27144000,0
0.08,0.09,7302407,7336000,0,0
0.92,0.89,85746426,54834000,30906000,0
1.5,1.45,128741703,99780000,28936000,0
1.45,1.41,128283500,95155000,33053000,0
0.31,0.3,25311162,23360000,1946000,0
0.3,0.3,25399224,23277000,2024000,0
0.92,0.88,86816979,62851000,23943000,0
0.31,0.3,24987958,23990000,999000,0
1.42,1.38,129027963,103020000,26005000,0
0.3,0.29,24962714,23929000,997000,0
1.43,1.39,128306779,98397000,29817000,0
0.32,0.3,25145383,23098000,2008000,0
1.47,1.42,129300445,95211000,34075000,0
0.92,0.88,85691777,59708000,25873000,0
1.48,1.43,128774657,93761000,34911000,0
0.92,0.89,86300519,55176000,31099000,0
0.15,0.15,14376826,14036000,0,1
1.85,1.77,201264729,200170000,1000000,1
1.54,1.49,154798349,154791000,0,1
0.45,0.42,47367261,46323000,1007000,1
0.47,0.45,47316665,46315000,1006000,1
0.44,0.43,46478690,45484000,988000,1
0.66,0.64,66977459,65974000,999000,1
0.24,0.23,22913839,21907000,995000,1
1.02,0.97,112172756,111181000,992000,1
0.43,0.42,46717760,45686000,993000,1
0.22,0.22,26046792,25049000,1001000,1
0.45,0.43,47567044,46568000,990000,1
3.34,3.21,368101353,367001000,1000000,1
0.13,0.12,12889025,10795000,1962000,1
0.46,0.44,45340764,43364000,1971000,1
1.82,1.75,188980620,187973000,999000,1
0.48,0.46,48255364,46276000,1969000,1
0.43,0.41,46754079,44761000,1989000,1
3.41,3.27,394636073,393621000,999000,1
0.28,0.27,27745746,26641000,986000,1
0.86,0.83,67407234,64993000,2031000,2
0.39,0.39,33499309,30429000,2944000,2
0.77,0.76,62775259,60571000,1985000,2
0.41,0.4,34919765,33881000,1026000,2
0.82,0.8,65503676,62504000,2976000,2
0.79,0.76,62914531,62906000,0,2
0.38,0.37,32386699,29344000,3035000,2
0.38,0.37,32292221,30320000,1956000,2
0.39,0.38,33722532,31715000,1982000,2
0.81,0.78,64729680,61698000,2985000,2
0.39,0.38,34234473,34111000,0,2
0.78,0.77,63791768,62781000,996000,2
0.89,0.86,63680114,58683000,4973000,2
0.84,0.81,67226427,61095000,6009000,2
0.39,0.38,34103507,34094000,0,2
0.81,0.78,63241249,62222000,1003000,2
0.74,0.72,67918160,65892000,2027000,2
0.79,0.76,63681269,63623000,0,2
0.44,0.41,37163697,35118000,2006000,2
0.41,0.38,33069244,32063000,1001000,2
1.26,1.22,109796488,104455000,5021000,3
1.8,1.74,151920781,141875000,9991000,3
2.42,2.33,233872931,171889000,61960000,3
1.05,1,95395154,91336000,4014000,3
1.71,1.66,145298430,138239000,7012000,3
3.16,3.05,282267409,219185000,63053000,3
3.17,3.08,283429627,209298000,74105000,3
2.39,2.3,222944878,166909000,55969000,3
3.2,3.1,285230668,221152000,64044000,3
1.14,1.1,100760672,98714000,2014000,3
3.14,3.04,280245356,220180000,60049000,3
2.38,2.3,228183933,174115000,54035000,3
0.98,0.95,90582488,81603000,8956000,3
3.17,3.07,284809265,236728000,47945000,3
1.06,1.03,96092595,91965000,3998000,3
3.19,3.09,283137336,227992000,54998000,3
1.03,0.99,101136175,96107000,5005000,3
2.38,2.3,225967640,161670000,64266000,3
3.42,3.31,303046352,242007000,61001000,3
0.95,0.93,85609497,83589000,2014000,3
2.25,2.16,209054689,82094000,6006000,4
2.66,2.58,222934838,132155000,6007000,4
1.91,1.85,167333236,74681000,7966000,4
2.66,2.58,222088162,128334000,9023000,4
1.93,1.86,172921083,75027000,13351000,4
2.69,2.6,229145455,136303000,7959000,4
1.12,1.08,108302888,104265000,4010000,4
1.93,1.87,169490578,73322000,11048000,4
1.24,1.2,122671725,115646000,6978000,4
1.87,1.8,167911556,159903000,7995000,4
1.9,1.84,170151304,77829000,7982000,4
1.89,1.82,167612957,74546000,8059000,4
1.83,1.78,163934757,70179000,9164000,4
1.14,1.1,112514337,103419000,8949000,4
1.92,1.85,168915668,72127000,11282000,4
4.43,4.27,417948252,320620000,12570000,4
1.83,1.76,158423630,69812000,3951000,4
1.9,1.84,168955604,70202000,13037000,4
2.62,2.54,227065392,134226000,8013000,4
1.8,1.74,159559075,154551000,4985000,4
2.97,2.87,259292853,129391000,10948000,5
2.77,2.67,231512735,138241000,8014000,5
1.6,1.54,152906771,140781000,11981000,5
1.93,1.87,169460205,72350000,12058000,5
2.69,2.61,230026986,134742000,9980000,5
1.92,1.86,168244053,72021000,11003000,5
1.93,1.86,167385504,70768000,12131000,5
3.2,3.1,282650712,182079000,14807000,5
2.7,2.61,228959507,132020000,12001000,5
1.91,1.83,168047928,72450000,10062000,5
2.04,1.97,176275016,78155000,13025000,5
2.8,2.7,266298320,166892000,14075000,5
1.58,1.51,154473048,146370000,8020000,5
1.9,1.84,169942252,72299000,12875000,5
2.15,2.06,221987473,204866000,16988000,5
