nome,slopes,lincoeff
1071,0.011773144857598028,0
1082,0.009340143037969567,0
1084,0.012294469069666874,0
1091,0.011071087521640795,0
1131,0.011017154429420214,0
1132,0.010880775536223321,0
1140,0.011413442764957623,0
1158,0.011982453721786345,0
1190,0.01177193616751223,0
1192,0.012182618659195253,0
1195,0.01224314192667128,0
1197,0.011903977438917404,0
1619,0.011423162519292162,0
1621,0.012379898368680841,0
1628,0.01055077677794495,0
1632,0.011866221915815442,0
1634,0.011888760420712784,0
1635,0.010221500087178143,0
1636,0.01178293991731537,0
1639,0.012031879988292613,0
1640,0.012509850561927308,0
1642,0.011223931495264614,0
1643,0.012708795554720627,0
1666,0.012123474546309262,0
1667,0.012485602634252224,0
1668,0.012355291575671407,0
1669,0.012125267756700892,0
1671,0.012752266859933291,0
1672,0.012126591463402581,0
1674,0.011354951216076502,0
2166,0.01213830932648388,0
2185,0.010658264696424813,0
