nome,slopes,lincoeff
1071,0.011905929481070712,0
1082,0.009625975278085428,0
1084,0.01239017549000747,0
1091,0.01115885681901414,0
1131,0.011164523350676915,0
1132,0.011153070101530237,0
1140,0.01136163227955852,0
1158,0.012047467294130107,0
1190,0.011940261959179658,0
1192,0.012304637137591423,0
1195,0.012165749994292208,0
1197,0.012984002406588088,0
1619,0.011704064027708436,0
1621,0.012329653031332839,0
1628,0.010761993565713465,0
1632,0.012045206043503289,0
1634,0.011984120030605495,0
1635,0.009970031396912375,0
1636,0.011675337430571902,0
1639,0.012328750155030228,0
1640,0.012036110020886075,0
1642,0.011112722234579122,0
1643,0.012818586792768722,0
1666,0.011878495427706711,0
1667,0.012359992883442285,0
1668,0.011890741548842003,0
1669,0.012439834931826477,0
1671,0.01267458288949255,0
1672,0.012443643750354436,0
1674,0.011845843661384747,0
2166,0.012247428310534016,0
2185,0.011204627481565848,0
