nome,slopes,lincoeff
1071,0.01173697242704786,0.03893998227187
1082,0.00956149715828054,0.2335720147722067
1084,0.012420980263944949,-0.13188475644038375
1091,0.011193320144263186,0.012735253739629741
1131,0.011112924827927126,0.3272492393912262
1132,0.011221316115881176,0.03022491533158719
1140,0.011481929171178523,1.093682005809328
1158,0.012146995705957604,0.7285103222068652
1190,0.011967862944039355,0.10911388589198488
1192,0.012317137374005624,-0.02916309700352816
1195,0.01207784967324857,-0.05460322359554568
1197,0.013324409799732232,-0.5125074974404729
1619,0.011542450251263279,0.6345043111200354
1621,0.012370449657766024,-0.25595459528781783
1628,0.010810064513529853,3.4624161868875762
1632,0.012145150729514944,-0.46111686899503557
1634,0.012079358327246121,-0.6746402524177446
1635,0.009901829324480093,1.7079689543762173
1636,0.011704491129894034,0.5730403236015568
1639,0.01240365870702121,-0.9031652815822772
1640,0.011911713064739732,0.48779996854701096
1642,0.011097912845631504,-0.07788247547757339
1643,0.012898097795663145,-0.002988946983555119
1666,0.011959628282398993,0.56123251551084
1667,0.012399692134245709,0.3509326666166301
1668,0.011899007829064591,0.6667287636415575
1669,0.01260046960600791,-0.10256282193404039
1671,0.012607877706479415,-0.683644711566409
1672,0.012458923235841907,1.783378948022229
1674,0.011613884785884026,0.35630425345398664
2166,0.012081994657057974,0.15863792122840384
2185,0.011207807962547,-0.0913939635483551
