file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1097798.exe,220002546,403303462,1151378,154456,82461944,344353,2024,74912011,472804,100447977,1035006,48919415,791760,369253,73423,13771,7676,115513885,13380,57096380,6148,11194,3384,71612000,12930000
2710332.exe,443387658,1031637945,817479,172118,208612147,1247436,2214,205745844,1136845,329654097,1510739,181434050,952439,647995,75053,62679,55378,342173909,17131,183801542,25154,36038,3823,148310000,14029000
282754.exe,217123838,421492936,1205927,199963,80351998,290163,2071,72003660,347903,93285211,1304555,47174617,695611,497743,73249,10775,4645,109182447,8211,56837434,5947,12674,3105,72660000,11944000
2877258.exe,502176993,1104447833,1879075,599515,232709028,625492,3278,232345008,615996,353637953,2364640,186775723,1583923,839180,250529,437525,317856,357537247,111153,198422842,15565,26559,7800,168527000,13960000
3551732.exe,366264096,510783808,2360364,1342640,100329856,605978,5750,97389956,608634,129260701,3130741,70885322,1312554,987130,530515,55485,30705,150278882,247027,75378963,38625,31025,7070,115078000,20013000
3639330.exe,275766643,419068958,1645118,509163,80522204,411844,3262,78024692,403488,106120993,1827556,53763884,876891,954545,330041,15645,8496,133109883,136577,60810530,22116,27115,4751,91722000,13957000
3726166.exe,278059597,438831179,1419760,406420,84273290,782306,3521,82325659,759826,117428583,1774578,61542653,1203651,765688,294861,83929,21350,125055484,181353,61768524,27634,27900,4975,89799000,15964000
4232119.exe,318350979,465318956,2223498,891599,89723603,267645,5992,86566112,279748,114366806,2834935,57208787,1503672,1014845,411979,186613,32837,132888340,166151,68950979,19465,26764,6645,93338000,25091000
4736614.exe,537191479,1092896504,1711279,669319,230438154,945737,4301,229340810,921134,360839008,2857708,194889603,1574136,1229582,411905,172213,66803,330305788,213057,181938469,31985,44587,6752,180980000,12998000
5365488.exe,494881231,576829531,2938276,1737491,121768249,557287,6252,121564046,561861,160763529,3912845,87973371,1335663,1579591,1039639,41634,30787,151502772,642534,81048462,49183,46925,9666,155007000,25001000
5605071.exe,444681682,1044406231,822305,186601,207055328,1331963,2019,203449899,1297052,325429910,1505618,177567302,1015261,668361,83668,18090,6052,376318834,9500,194925455,5925,23449,8057,155592000,8030000
5747101.exe,438615146,1047697990,1050909,183266,220501159,840357,2019,211022373,957606,333614277,1097201,182042332,829762,408198,79534,13801,4078,349919042,11791,188856870,6090,23330,9323,143132000,6957000
5996947.exe,320513325,461798092,2158173,857323,90580256,274669,5801,87989018,272882,114219927,2859527,57142058,1617109,1081845,425647,69768,9192,137571940,163847,69372788,22512,25311,5835,96691000,23923000
6811790.exe,308509410,425119424,1837832,726600,83904674,369447,5992,84194682,351933,114881713,3308830,61773743,1642720,1200330,413799,76084,10952,123115776,206452,59726622,38238,26295,6510,90229000,15864000
6965093.exe,561764420,1108559219,2175722,848905,229116095,856482,5789,219354868,869832,341827206,2660938,189833665,1645276,751991,368383,67651,54138,362382229,156000,198934982,58988,58868,8248,184162000,18015000
7259642.exe,562827603,1118956781,2374610,936210,231531426,806669,5796,225115231,819408,342421980,2709258,189973404,1461948,799112,368744,109423,18376,373385868,154393,199105968,55048,53561,8327,186486000,16041000
7663838.exe,609071697,1288430105,3508871,1696621,265243036,688201,7034,256905405,586690,373405960,3502519,203748854,1612646,1149311,625263,68871,23776,420462124,290589,224297225,37656,50233,10475,188688000,21076000
7731830.exe,199446163,361988520,982257,190479,71975306,422421,2218,73627667,303901,105814894,1454486,52768631,630995,336685,86712,8408,3657,108193552,4705,55282705,5252,9071,59162,59842000,7979000
8513722.exe,449781323,1078123657,1344681,417414,222723748,602970,2865,222109941,632997,333846172,1568444,190180012,930648,408012,120575,9953,3403,366202479,5454,195130596,5234,21925,5302,146018000,8939000
943025.exe,341887524,502698085,1704585,687373,106630276,369986,5895,101898889,348236,133160509,3085167,66362712,1155810,1318530,564527,70400,19173,132060910,211783,68708110,36546,25280,7254,105657000,21928000
