file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1578979.exe,1732627799,3533470312,474321,69853,599068526,2237409,1905,597868996,2244174,1011636023,12165337,684380644,1803959,80323,13301,50898,39253,1019213828,214578,689050064,6594,630591,213928,522695000,82951000
2521075.exe,440581441,1133181385,446470,216536,197992854,630925,3262,195745036,647249,283567957,5219952,163859760,666351,61669,41914,23667,18343,288725170,8858,170002369,29388,56823,6545,145655000,15962000
2653834.exe,465211723,1170376371,481691,176086,175234264,187906,5526,171364452,189561,301423561,6693803,179066926,812499,149015,71350,8206,2356,360104565,4525,195248277,13731,28152,8155,153830000,16981000
2665250.exe,385574056,1161454501,306301,147961,201528156,226962,2574,197018880,231266,276335826,5510071,175054695,645751,55178,33142,7045,4252,307952767,1700,195194468,2109,12526,5485,125174000,7947000
2701337.exe,307541496,806630499,688190,178765,146162608,219233,3601,148564726,220015,200752452,2946928,85013118,509663,47346,33539,139988,399531,205298668,12172,92924355,16538,14161,4466,98224000,8018000
3456840.exe,515248953,1435232151,501673,137894,237890200,383073,5215,232132069,388538,309058656,11424836,185495765,900049,74988,51920,10224,2930,358753030,4366,202341161,13552,24388,8253,174843000,13063000
3551847.exe,514120049,1498015378,435076,146045,238835779,915703,2573,237346042,911596,338122222,5553115,233393154,758351,52824,38882,35774,29115,356185964,6626,240762390,13374,25195,5547,170334000,6011000
3795140.exe,757743393,1723853908,524608,191296,263146361,936480,2379,262521034,987008,462280087,19242620,349886888,834761,52426,33886,28341,23781,465993206,11373,347550303,7194,27654,9937,256770000,5994000
3930860.exe,376625346,1048679129,312449,138688,198538364,228306,2578,196518507,240299,238290819,4955231,129293707,625981,60960,32987,9765,3407,256374078,1855,142497296,2056,12462,4295,122257000,8016000
4210829.exe,614503637,1672498380,381351,162207,279126501,433759,1964,277630136,432783,392731328,6515749,263205691,692124,54904,32196,20669,12555,396067355,6515,267406410,3361,17255,5814,205903000,5968000
4238522.exe,1019799187,1668239460,375204,160369,266027793,849031,2963,266448164,845076,404119342,5159569,272751293,952051,64047,35321,46758,1485,411209940,210624,278133917,647,479428,627199,248275000,103114000
4371445.exe,1610910077,2726124326,550185,202339,469378440,1272286,4038,468841635,1292668,896207281,27411188,534219053,1258939,105993,43108,8901,188,943841212,212955,546657029,20387,562143,162636,480581000,74089000
4526562.exe,594321083,1071160533,5325744,631834,222389851,3493034,6243,213485922,3471535,314822499,7589006,160716819,13466534,783324,144403,191291,53905,317309030,95372,164970605,35612,150533,37486,91093000,8097000
5576815.exe,588519025,1619989334,681738,469201,265409960,634559,5048,265454805,637804,357185068,5183083,206405738,805339,69282,42430,39817,33435,346192987,18246,203974085,56515,42173,11958,189750000,14055000
6603653.exe,368745724,980581683,731957,201072,175084604,249651,3849,176913421,248491,252708962,4879906,134765068,562503,91305,34974,36910,32442,260310464,6796,148389367,16609,26282,6377,116967000,11996000
6623394.exe,916578980,1314703422,361838,133466,232716996,638335,2575,231018388,637405,340782949,5559191,210871634,943475,69455,39352,9494,3292,341897244,208937,210174823,2398,779948,623858,237114000,80038000
6642080.exe,488624184,1440540717,542446,175034,227966626,767498,2576,223908096,806062,332072562,5150156,225070614,904727,60348,37013,30394,25206,359254872,5546,241175115,12135,23700,8861,167780000,8988000
6658705.exe,389496355,1026283493,340957,123964,171708103,191852,3456,170355025,195477,258797688,5346006,158674334,644481,74633,52517,7894,1293,295243307,2368,162437324,13783,32652,7994,134922000,7995000
6940163.exe,1317647625,2312522513,689965,215778,444264918,1216675,2568,449390981,1227216,716387627,5800485,426360584,1013363,59671,40612,15016,28384,712614273,205304,417289692,31120,501318,602602,374007000,81001000
7055026.exe,428777080,1138012122,572328,404365,200639683,400662,3654,202017765,414239,296042008,5590985,196061412,552674,55519,41203,6525,1287,327837767,7108,197173101,31431,26996,8229,145232000,11017000
