file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1489349.exe,115888690,65627979,219148,39594,15526659,274287,130,15509455,274587,5178775,169114,1265883,388660,24751,3495,3383,785,2738691,1450,204541,187,1345,342,46549000,4047000
1599310.exe,248708039,300182198,203860,19813,56830084,7035140,134,56391317,7008308,16557166,217233,2223246,454786,37597,6742,6481,3406,13324281,3747,538834,418,3115,1333,93047000,2022000
1643497.exe,326592859,844446996,298378,48670,175923834,569350,136,173780349,563288,214150147,233067,140434424,417279,18598,4008,3795,805,224274471,4399,142952012,579,5637,1681,121557000,2989000
2350693.exe,150485916,194135282,311601,100931,27914815,419169,209,29519623,448357,41509600,445471,9354052,1423883,60344,9787,1275,25,41371974,94,5954949,103,4191,4008,46058000,4005000
2490708.exe,497742418,166005438,196757,19153,45998071,5825862,134,45441371,5787109,17636514,237411,4329803,601039,32466,5379,5036,715,15202023,1488,2908575,446,5242,981,180154000,995000
2827190.exe,83082510,57293706,302622,35676,12042652,208523,129,12127054,212351,4950710,164726,1191575,316041,19085,2496,3624,630,2865968,1764,562506,403,2976,1691,37237000,2012000
3316605.exe,149664839,53982153,283873,29623,13193567,261160,132,12720045,255360,5204089,176184,1499281,350269,20973,3448,3500,868,2713394,1561,298771,442,3265,1911,59622000,2021000
3933685.exe,4989053,1016059,99274,10926,977464,31365,132,1025537,30716,1470209,73419,900876,170688,23534,1161,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,2124000,2124000
4253487.exe,307208748,339245178,219837,33664,70933960,6590262,2177,71642635,6369889,17273778,235823,2351208,481883,28578,4504,11181,4329,15310017,11039,1410601,5738,5793,2547,111667000,3988000
4537272.exe,116722718,65262453,273957,40671,14643987,268522,133,14564514,266624,5206960,170901,1102029,319936,21616,2786,2653,793,2792070,1403,225689,206,1604,366,48934000,2038000
4977530.exe,505385114,160951287,327415,44500,47239010,6844683,133,46433486,6687225,14238633,231133,1647686,569179,29874,3256,7981,1682,11799277,2659,763894,616,6036,612,182601000,1995000
5312206.exe,575511636,288028149,295728,38045,66278303,8678746,133,65880538,8668837,15093675,247222,2346068,568057,30190,4167,7753,1654,12188439,3454,995318,594,6513,931,205745000,2996000
5899769.exe,502830562,154724452,235351,27614,46807421,6188809,134,45771116,6094485,14600389,233597,2040262,576639,30402,4582,7595,2090,11832361,2505,765583,561,5640,460,180734000,1997000
5943722.exe,450306152,204633479,269013,34547,47087746,5851934,133,46803608,5860904,14083259,212093,1620549,491084,25760,3449,4914,756,11730211,1556,659788,432,5086,301,162897000,1998000
6130154.exe,513788188,212967967,282527,37505,58703629,7128149,133,58179092,7089589,14435915,220866,1876908,592656,30140,4014,5995,1030,11670840,2391,896308,523,6019,852,183487000,2005000
7079101.exe,273119037,109094213,293904,39299,30784420,4155983,135,30224967,4135216,8886882,182816,1229276,311603,12531,1218,3353,660,6694312,1776,851889,554,5181,1537,103689000,1994000
7283440.exe,523352101,165926527,263800,51608,47528586,6278602,134,46987795,6219242,14508818,223241,1966813,500960,22599,3419,12025,1236,13162974,3445,1232491,622,6275,1276,185590000,2993000
7584647.exe,91416942,50132974,304853,27883,12549710,253656,133,11785628,247944,4976602,159228,1116424,259773,14888,1554,2491,651,2977654,1029,195888,193,2343,1535,37869000,2989000
8028684.exe,5273965,1077068,93926,12335,1012162,30840,133,1020321,30215,1449088,73919,862850,167357,19775,736,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,1053000,3161000
8516128.exe,49146209,40238327,239217,35338,5788358,97382,135,5928192,95891,12801295,142238,8856118,272798,18623,2389,3485,1011,9540853,1655,7830794,166,752,359,25631000,3943000
