@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
515493764,766002620,296442,73086,152071146,518007,129,152088053,519731,244898002,363195,133234028,543240,37872,4043,6652,4052,254228428,102715,134795520,287,338996,102679,137325000,40799000,0
98289662,231827259,220310,75134,42311364,179231,134,42980062,175849,63610864,207533,31661094,135556,29671,18436,777,0,73560140,1244,33060394,61,3917,2794,30717000,1981000,0
522456532,770540762,265404,70291,153378068,558140,130,151882170,555764,241485593,291868,131678592,536616,35298,18881,9748,1145,245298062,105316,132613311,643,327639,107842,146932000,42980000,0
522734956,768161724,318654,70951,153774366,604982,132,152981678,601900,242852154,293707,131521200,567970,38569,18864,12525,2438,248622677,107115,134102096,712,363771,308071,145858000,43957000,0
520814862,763000761,219463,84872,152765786,621126,130,152217160,613691,244209419,296564,132270271,390388,26078,16885,3668,302,253976134,102997,134766239,380,393358,308930,135651000,42889000,0
366848778,337559886,238667,83726,64880233,391556,135,64795380,390793,97202500,280945,47009120,310968,26223,17415,2388,0,100630086,104430,47217161,434,324152,307536,83825000,41912000,0
518890245,764492076,204697,72527,153167614,582084,129,152721638,584556,244248812,310303,132398012,481198,35174,18939,3280,11,254894818,103224,135323443,274,421225,308717,133261000,46090000,0
525886884,770533963,283176,67428,154096880,611867,131,153494590,618877,242863518,305384,131091302,659442,42372,22445,11488,1296,246413180,104934,132977676,579,414924,307264,149329000,40088000,0
526146090,803937103,346404,68748,163776207,651949,324,157845459,640997,246056166,348761,127170594,645552,43458,20636,10271,3544,243207672,107758,133958663,1658,285463,300129,144563000,46858000,0
104126193,257346152,276089,60950,45003867,198602,136,42129448,192973,56596289,261828,25569965,306502,31774,18329,2139,705,75957138,2356,34073429,176,4688,2227,42181000,3012000,0
527963408,768250209,365988,71987,152699079,594721,129,152149575,594816,243503961,305740,131880368,628049,43331,20938,7322,1112,253426554,106091,134720822,701,352898,310403,143766000,48920000,0
105560459,256373408,293621,50632,45741734,196362,135,42625747,194825,58376066,261573,25782747,422600,39040,20969,3184,1107,76234922,2739,34244210,187,4593,912,42448000,2021000,0
535320228,771405625,343240,86071,153041940,622394,128,151944723,615169,243405043,303264,131525975,564230,42868,21418,4819,676,255355215,106212,135998138,685,418274,204434,144686000,47896000,0
529245715,767941344,309015,63004,152798587,546696,128,151805383,543551,243319660,294317,131681386,574262,43135,21464,5858,1060,252981799,105135,134730007,606,323722,104296,151348000,41094000,0
103866085,257311446,264665,51134,44891824,193144,137,41883175,189867,57670355,257421,25952700,355412,35904,19929,2299,689,76082807,2462,34185175,161,5028,851,42445000,2021000,0
264593919,680576083,293075,68098,140716163,403423,323,135151651,383043,211584413,292761,112940769,478377,34712,18954,9143,1471,236827769,6463,126130794,580,14542,2464,94012000,6927000,0
520833953,762978571,320765,69114,152176230,587560,128,151384423,585386,239485954,284172,132504553,532867,35616,18293,11434,1187,245765339,105824,134752446,819,317797,394418,156393000,33083000,0
521358313,767008067,358220,83243,154003338,631443,131,153119165,628261,242440159,291033,131134916,524333,33420,17990,6486,1014,248227020,105899,133805458,591,363801,308626,144205000,45747000,0
529974451,765186011,312686,60571,153146916,612429,130,151925468,608639,240725960,323150,131167036,568195,53139,32875,4074,919,252892406,106338,134800660,603,344950,309503,140411000,51149000,0
525773735,767996571,357209,66699,153608127,591925,131,151910903,584694,240743088,752733,131181845,487337,33277,17692,5024,766,248877327,105960,133665053,723,316069,411333,149885000,40968000,0
143925712,97852451,299327,32158,4822623,85003,66,4712693,82889,1725616,87027,266943,234669,12271,1193,3128,671,455347,3035,564390,457,2879,1118,59023000,2000000,1
611038014,746580556,182571,42933,52284122,78697,135,52184649,81216,4198959,213809,1175953,389841,16919,3620,7544,527,1469558,1649,899259,504,6570,416,209091000,1000000,1
1127935240,1568886399,255721,47776,166360645,103480,129,166546510,106741,5865633,290668,2316676,631766,21916,5480,9613,703,3977513,3981,2088899,1037,12917,1980,387754000,999000,1
91043940,66518697,307021,48555,3766166,88680,133,3179964,78830,3136604,147910,685738,226332,13125,1523,2343,644,286719,1086,176593,288,2183,1107,40347000,1008000,1
141489117,97917957,192217,44212,5656763,126388,134,5711605,130571,3186251,160844,462432,197933,12935,952,943,0,318196,175,225793,209,1744,141,48511000,990000,1
1136042723,1582991462,294507,41374,166945907,113229,129,166104649,117448,5822418,313869,2706397,908602,32366,4088,8896,756,2725365,4305,1776893,1111,13392,1269,398009000,2000000,1
141037880,96011773,288008,17372,4350863,75492,66,4216304,75838,1677253,88005,264904,253170,13434,1584,2531,617,1124224,3779,592395,434,3030,1115,57915000,1997000,1
150338998,100511298,169876,44144,5153148,106741,132,4938478,125412,3170500,159333,906043,223228,14099,1109,986,0,326863,89,202275,107,1558,28,50079000,1001000,1
95601267,66191330,265275,43442,3973083,80876,134,3604650,82366,3693067,174535,1490577,258604,17073,5385,2174,675,277565,1125,182320,167,1165,474,39267000,3926000,1
141040006,88507580,180168,45837,3457803,69183,130,3619248,72059,3346512,174552,636716,250874,14270,626,944,0,304939,152,194785,98,1510,33,46676000,1986000,1
144012127,114031873,344194,54348,3906050,86299,134,3706967,81508,3269807,161808,811365,282308,15230,2134,4028,896,421567,3332,726371,448,2732,1235,57780000,2988000,1
267710280,189540399,162990,39387,4969108,66607,135,5147674,72828,3677554,188389,998621,313804,18962,3497,6071,578,835181,979,456616,211,3112,527,92190000,991000,1
49848804,56884072,245064,54324,3705358,79351,132,3412612,64796,2846187,135619,223940,92504,4612,456,636,0,118987,67,108578,180,1856,888,17625000,979000,1
76853433,70916289,176759,43704,3062543,57208,132,3089544,60435,2742350,143288,939194,176992,13245,947,2523,424,225820,191,137717,66,933,31,26178000,1006000,1
154615495,107260292,121443,16295,3497842,66616,132,3332114,63425,2847448,144187,1766878,247470,12900,765,1215,237,336484,177,252443,118,1785,12,49767000,1990000,1
1139011626,1585182999,224119,26614,166206361,112835,134,165684813,114114,5773359,320589,3135045,869096,31164,1744,8312,897,2568093,2422,1629008,973,14433,783,400041000,3000000,1
138702952,101643046,150167,40858,3382335,69159,133,3568607,69869,3300819,175062,1425686,223239,9769,108,403,0,301066,97,197272,98,1544,3,44666000,2977000,1
152392016,99010851,188826,47768,3567511,69167,130,3393823,64914,2816443,148332,1293612,245597,12823,1061,1614,266,471353,296,264440,124,1872,505,49993000,1960000,1
141259790,104094199,116995,36395,3332293,64613,132,3508878,65278,3245506,161983,1453182,231869,10178,414,1983,108,519020,515,265711,150,1606,67,46442000,1009000,1
69060015,102801935,150936,36715,5254625,84686,128,4862545,78614,2968705,156484,1144820,168930,6350,461,369,0,145717,44,97838,52,778,6,21383000,2915000,1
136666319,259969464,376797,49705,44514275,1754807,524,41199759,1795686,52211012,505567,30264372,538200,31938,2988,12229,5092,80348556,5411,43595571,560,4843,1578,54870000,3990000,2
131233537,246750364,504036,70438,40811959,1893435,915,38296154,1751407,52126734,795161,29297001,363110,26979,11879,5876,2766,87947771,6209,46302272,707,4767,1783,51512000,7070000,2
129849564,156160385,587491,57338,34667638,2065874,918,42021959,1168811,65152112,582131,43915570,228348,29838,19599,5441,1353,75785124,951,27085913,131,1884,158,42088000,2004000,2
257084654,593478361,320418,49922,113099726,2070494,1002,110511453,1930635,172039573,555058,93105889,670563,55287,16621,15240,3315,232009606,2885,116098042,15777,20656,2174,94286000,5015000,2
126012166,226096316,320102,72715,46957007,807805,525,49286387,881899,68927117,483343,36167745,185702,23639,14240,4012,964,64675786,264,32040022,132,2133,452,42275000,1966000,2
133373565,219194024,260106,71754,45443758,1206099,1012,48894393,818328,74060012,548407,39906416,298530,34527,12910,2628,505,68672578,1432,33030965,3276,4684,782,42834000,2988000,2
264685535,559563354,440781,101267,119567384,1200164,1906,121477290,937106,192662091,881470,104284220,576120,67130,13036,6642,18349,191762611,8281,95796180,24252,23252,3141,85900000,3995000,2
243812942,590925432,370388,78321,122518482,707245,518,119264002,1139035,182098464,477303,94631614,293221,18407,12696,8149,4923,188999432,1153,99146833,478,17107,1147,81193000,3007000,2
141561254,219388020,218444,52968,45370134,1435841,526,50491224,1082174,71041446,448357,36373251,432245,34421,14074,2143,573,69036957,369,33873881,3415,4234,759,45479000,1977000,2
139007698,220824767,199258,49442,55905984,1453037,334,58396307,1054275,90363982,316213,34763003,226163,28247,16056,1382,673,83799046,298,30909701,159,2285,180,44789000,2985000,2
253266031,579705276,395521,66894,114122285,2229517,909,112191390,2118214,170085408,826614,92229465,689435,51137,20007,19228,13137,223368491,4496,112961083,4992,20092,2123,93635000,3984000,2
261532716,595340464,495967,87457,115217709,1918234,1906,112185557,1920671,171089444,950312,92206580,652656,75190,18407,18123,4970,227257268,11322,115014802,31787,25867,4408,91015000,10001000,2
120925492,218860910,313003,66974,50345142,664725,524,52018630,666847,70632807,405839,36443743,160519,19262,10630,930,377,54961721,6948,29051507,3190,5093,823,40132000,3009000,2
255699768,574431073,409880,79129,112454715,2168396,1004,110664537,2095975,172548922,590556,92176775,655786,57177,15701,8474,19155,226219095,8013,108407360,13951,24315,2482,88718000,7974000,2
252760047,568253230,528730,53232,113265028,1973287,912,110442736,1912486,168169200,853812,89468104,515950,37962,14547,5851,2368,223579701,1909,106941422,458,11070,677,92531000,4974000,2
250963461,571569626,539987,55847,115274985,2143253,910,112865943,2083294,167981357,867792,90354961,829243,39343,15361,7485,2311,229505544,2935,109504873,635,7641,790,93198000,4008000,2
255007060,578082853,340866,53731,115180885,2167831,519,113381364,2095120,167605454,509247,90711023,724263,45511,17685,4679,3240,226987635,1926,110152723,462,19431,1199,89390000,6952000,2
156887026,284600798,791530,251043,58656729,876880,3087,51170091,1047797,66967609,883493,29400194,551714,59860,11532,26106,18071,76351530,6177,39732802,18094,13644,5011,50692000,13180000,2
304152602,406999350,991526,257547,86712861,781356,2673,80447787,1126198,108026828,5812056,45111667,900432,139434,65876,28930,28881,131059750,122547,52954997,21153,30435,2059,99677000,13954000,2
253367849,542557876,322565,56601,114361800,1762268,520,114494594,1752778,175947086,463975,97762765,605752,39704,15747,11019,5274,191603845,2447,98799027,2268,14209,1341,92821000,4990000,2
218662071,287699513,968232,413774,62107295,892884,3259,59833774,856242,76643480,3047403,36251165,886777,325025,93044,46542,26415,79115112,23565,37631229,19874,29583,4700,62307000,12059000,3
293555352,544416240,1788905,316555,112476622,598079,2475,111478091,589982,175218829,2203625,91760792,1012685,143997,22544,32459,24867,188780513,10793,92836639,15941,32357,4008,97634000,11955000,3
206284016,275330472,1468782,571584,58169117,884126,3259,56478214,926189,74983971,2932765,35515827,783804,205164,28019,38775,36765,92704693,11184,38701088,19731,28058,5439,64477000,6044000,3
282121005,550459485,855297,121609,112547059,772219,2473,113433372,780472,173553682,2551821,90747604,909261,450927,69451,30134,25059,191083677,5597,97512302,17225,30413,3992,88585000,9953000,3
345526133,391371531,2962783,1181822,83699700,1162860,4822,82242063,1135238,116067627,5785852,51140423,1294088,490234,234651,60591,51130,110902653,84129,47886651,29680,44049,4985,113720000,15960000,3
286150632,546744586,1712611,293338,111121035,599304,2473,111666886,595993,176128281,2123716,93197134,1025822,154773,23519,30080,22496,187745178,14603,89401846,15550,29901,4207,102184000,6944000,3
183433565,253800243,1461487,267603,50765762,375711,2478,52265608,368550,71902272,1942525,31671720,780553,169218,29578,35986,29159,78098046,10710,33651440,19473,22571,3049,64657000,6061000,3
297385430,552608925,1860375,334904,113252155,708450,2863,109670309,709508,172679674,2419670,90666642,1076867,133338,20998,32981,23814,190124744,9188,96140819,17798,26212,4144,103313000,9027000,3
294110243,543793375,1811554,322737,112167753,679934,2472,111585602,676648,176044485,2206851,92250049,940603,145330,21181,31301,26097,185570962,17151,91043037,16369,23203,4120,103531000,6030000,3
179629464,250343611,1398810,230521,49736627,383611,2479,52062632,382064,73093516,2023467,31625192,825018,185995,36879,36119,32493,80887371,10413,33699815,19778,25191,3097,61360000,9896000,3
170991033,254478518,913828,142664,49688928,357151,2478,48527879,344063,69120669,2245694,31276085,617355,377275,59259,25725,22358,78150913,10964,34013096,16649,19889,7126,55871000,3047000,3
