file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1604797.exe,48549431,116663590,250672,43109,22983939,63190,526,20048593,67360,27407728,298271,13186532,388707,27161,3282,11805,1614,40687542,1968,19627667,235,1573,486,23933000,2991000
166404.exe,110225427,284924903,219698,38805,55838790,71598,130,53644252,73910,85108709,189499,45049441,367668,28059,7982,3339,1072,95858827,1667,52070721,210,7161,580,46370000,2016000
1923894.exe,47271702,103999805,278617,45446,20063870,67203,916,20659214,63916,32462947,270003,16647971,393659,26326,7491,12841,9236,29020915,2738,14888629,4274,5204,1387,23149000,6038000
217838.exe,117589072,279897920,385869,60784,57984264,78082,1035,57769711,80641,90580589,336436,47925841,539463,40076,9224,5609,1455,98831534,7369,48539447,20543,12369,2981,47104000,4008000
2767461.exe,111399487,288768674,273646,39884,57653512,70973,519,54716833,77337,83494395,326142,43885442,575052,36570,12002,5734,1267,98726935,1778,52373668,233,3782,554,46881000,2992000
3630111.exe,50610219,116502623,256903,34353,22031252,65623,330,20682987,67896,28667032,227047,13866952,303395,25566,6580,3301,887,33063972,1832,17788141,179,1205,525,24208000,3026000
3868191.exe,209099004,258268706,519177,84065,49901928,228417,3260,46727074,227428,68274119,4184925,29547115,763487,148501,66901,35564,26071,85001070,11981,35897375,15727,26022,4024,71422000,9919000
3876123.exe,47401681,105721439,243659,33799,21267728,65460,330,20013060,62961,29578010,221143,14583172,363168,29859,8400,3865,998,30258562,1606,15020552,177,1303,1153,25035000,3004000
4061439.exe,111423072,289629631,259137,50660,57835077,72783,519,51780980,79887,80478970,337325,42581431,546954,26814,7695,4407,1023,103485249,1472,52596593,206,6481,534,43065000,6009000
4246029.exe,49830383,119318276,278561,42332,23802056,65896,916,22535466,62566,30332671,414478,14449621,641934,26773,7650,2947,1325,34695650,1618,17228181,296,1309,502,21087000,8033000
4264435.exe,247775309,321677134,665031,203193,72316745,361853,2868,71184532,366540,89635755,8564580,32896251,795966,90504,41824,35558,28611,95001300,6767,36599559,16022,19164,3024,86314000,9032000
4294775.exe,114939088,289262505,194955,26040,56961904,67952,323,53942498,74625,84535994,234195,44174995,577721,37721,9578,2692,1152,99817180,1628,53153515,191,8025,467,45043000,3002000
4386985.exe,50302262,116384055,227790,47801,21201594,68206,524,20082985,66312,27244132,258053,11617525,320657,17375,5622,7585,6008,35359058,1976,16870234,2550,3667,1376,23442000,2038000
4806011.exe,48143457,119419003,218460,27475,23574437,65504,525,20575281,68249,26958077,294413,11444684,380651,29224,5706,3400,1227,36762603,1409,17474523,267,1192,406,20038000,6011000
4823473.exe,112153222,286824165,235545,39497,57516855,73100,518,53997269,74538,83353988,294018,42213170,461924,31554,10337,9306,5787,102613494,1973,52202626,2375,5504,989,43940000,3994000
5045851.exe,46082322,107194473,192059,26044,21324647,60567,134,20392877,64583,28671316,163470,14094435,310366,27945,7484,2731,932,30765784,1475,14616666,154,1054,414,22652000,3939000
5606913.exe,46439123,112734258,257502,36271,22282960,63864,524,20984370,62028,29524814,278603,13983744,463714,26606,7262,3998,1056,31556443,1550,15070242,211,1110,455,22830000,5955000
7148062.exe,47327772,112700367,253121,35779,21559508,65390,134,22688624,61651,36781636,163129,18007085,275021,25935,7875,2163,895,33527795,1668,17570710,176,1125,452,26531000,1965000
7611471.exe,112343353,292586027,261167,35381,58454932,74731,520,51870723,77226,80020795,329196,41671274,553186,27126,6534,3222,968,101163169,1408,52649617,252,2831,731,42984000,4998000
8340073.exe,112919748,295188268,254598,41587,58460473,76980,519,52998878,80900,82507634,334307,43005291,600022,32623,7858,4862,1074,104276207,1549,54873924,213,2678,562,42477000,5927000
