file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1230547.exe,143925712,97852451,299327,32158,4822623,85003,66,4712693,82889,1725616,87027,266943,234669,12271,1193,3128,671,455347,3035,564390,457,2879,1118,59023000,2000000
1647016.exe,611038014,746580556,182571,42933,52284122,78697,135,52184649,81216,4198959,213809,1175953,389841,16919,3620,7544,527,1469558,1649,899259,504,6570,416,209091000,1000000
1983458.exe,1127935240,1568886399,255721,47776,166360645,103480,129,166546510,106741,5865633,290668,2316676,631766,21916,5480,9613,703,3977513,3981,2088899,1037,12917,1980,387754000,999000
2344548.exe,91043940,66518697,307021,48555,3766166,88680,133,3179964,78830,3136604,147910,685738,226332,13125,1523,2343,644,286719,1086,176593,288,2183,1107,40347000,1008000
2492423.exe,141489117,97917957,192217,44212,5656763,126388,134,5711605,130571,3186251,160844,462432,197933,12935,952,943,0,318196,175,225793,209,1744,141,48511000,990000
2708553.exe,1136042723,1582991462,294507,41374,166945907,113229,129,166104649,117448,5822418,313869,2706397,908602,32366,4088,8896,756,2725365,4305,1776893,1111,13392,1269,398009000,2000000
3942378.exe,141037880,96011773,288008,17372,4350863,75492,66,4216304,75838,1677253,88005,264904,253170,13434,1584,2531,617,1124224,3779,592395,434,3030,1115,57915000,1997000
4162716.exe,150338998,100511298,169876,44144,5153148,106741,132,4938478,125412,3170500,159333,906043,223228,14099,1109,986,0,326863,89,202275,107,1558,28,50079000,1001000
5070692.exe,95601267,66191330,265275,43442,3973083,80876,134,3604650,82366,3693067,174535,1490577,258604,17073,5385,2174,675,277565,1125,182320,167,1165,474,39267000,3926000
5111284.exe,141040006,88507580,180168,45837,3457803,69183,130,3619248,72059,3346512,174552,636716,250874,14270,626,944,0,304939,152,194785,98,1510,33,46676000,1986000
5466468.exe,144012127,114031873,344194,54348,3906050,86299,134,3706967,81508,3269807,161808,811365,282308,15230,2134,4028,896,421567,3332,726371,448,2732,1235,57780000,2988000
5474729.exe,267710280,189540399,162990,39387,4969108,66607,135,5147674,72828,3677554,188389,998621,313804,18962,3497,6071,578,835181,979,456616,211,3112,527,92190000,991000
5598721.exe,49848804,56884072,245064,54324,3705358,79351,132,3412612,64796,2846187,135619,223940,92504,4612,456,636,0,118987,67,108578,180,1856,888,17625000,979000
5722411.exe,76853433,70916289,176759,43704,3062543,57208,132,3089544,60435,2742350,143288,939194,176992,13245,947,2523,424,225820,191,137717,66,933,31,26178000,1006000
5999868.exe,154615495,107260292,121443,16295,3497842,66616,132,3332114,63425,2847448,144187,1766878,247470,12900,765,1215,237,336484,177,252443,118,1785,12,49767000,1990000
6578108.exe,1139011626,1585182999,224119,26614,166206361,112835,134,165684813,114114,5773359,320589,3135045,869096,31164,1744,8312,897,2568093,2422,1629008,973,14433,783,400041000,3000000
7823228.exe,138702952,101643046,150167,40858,3382335,69159,133,3568607,69869,3300819,175062,1425686,223239,9769,108,403,0,301066,97,197272,98,1544,3,44666000,2977000
8001049.exe,152392016,99010851,188826,47768,3567511,69167,130,3393823,64914,2816443,148332,1293612,245597,12823,1061,1614,266,471353,296,264440,124,1872,505,49993000,1960000
8588479.exe,141259790,104094199,116995,36395,3332293,64613,132,3508878,65278,3245506,161983,1453182,231869,10178,414,1983,108,519020,515,265711,150,1606,67,46442000,1009000
941239.exe,69060015,102801935,150936,36715,5254625,84686,128,4862545,78614,2968705,156484,1144820,168930,6350,461,369,0,145717,44,97838,52,778,6,21383000,2915000
