file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1787832.exe,827937185,1006201591,5490212,1306866,234525044,19768382,8301,236537537,19352566,152114001,12001544,41986274,1361739,192320,43779,152857,76690,139195465,61993,46956737,63183,59995,23778,278152000,17009000
2048785.exe,2468679536,1053372460,13071636,8776301,226083374,13108758,17955,222360110,13267789,190235765,20002943,107437007,3394280,9248503,6492419,159498,121091,197978149,5460145,108731524,484233,168742,32579,833818000,28993000
2110174.exe,699288970,891666508,4648175,704657,186484180,16162024,6288,187915925,15930663,106621336,9495649,27605079,988011,466662,50380,30836,29751,86672657,11015,21568005,25486,25908,4171,225583000,16041000
3080883.exe,542317062,544388149,619186,121278,163609984,15938329,1307,155810651,16041072,68001535,1654285,18745789,663572,48796,5276,17229,6905,68690570,3536,19244821,6388,13745,2407,189938000,6997000
4900502.exe,811195801,727363656,3252451,546300,202827956,21385821,6552,199539273,20962351,85802398,3568428,22555147,1315118,628690,19077,30325,7609,70716042,7483,14666173,22175,46046,18957,274783000,13988000
4972182.exe,496312690,787773888,2436373,821804,137821468,8838771,8302,140787743,8480787,129792016,10631482,57383569,736875,166331,17192,87513,46437,163446970,22117,53218142,48158,47217,6867,156639000,15061000
4998183.exe,557524503,1005144655,3386683,1071085,196092596,8188240,8297,192134230,8500800,162308488,16757750,68922016,821114,384801,152895,90556,79412,150671261,23489,70335120,123438,81120,10329,171328000,19036000
4999544.exe,308836256,338248806,2143067,280264,73769425,5095259,6579,73550258,5008438,53282723,3732316,23466506,576977,609311,62827,107260,70887,46432153,9545,20056785,35452,22354,7098,93104000,12013000
5226706.exe,2281929940,968291251,11479789,8061602,210021369,13344781,17957,214282149,13163251,195987510,20392903,108171995,3231078,9968006,6798901,312619,122809,210014429,5214945,113787233,473322,171428,23925,747267000,39013000
5670639.exe,850965006,1197385399,4414879,1639317,276568018,18580827,8297,276187365,18471151,174207009,16383092,44041773,1167451,246101,44798,63399,39322,157471060,14463,38616949,47704,43946,8122,277925000,15050000
6013525.exe,850645915,1324699273,4510354,1595285,275685665,18296970,8296,276401743,18426245,212660074,16957779,43957217,1343850,275947,54165,68400,37208,208703741,13468,39383800,62154,57374,8863,270240000,24021000
6224408.exe,835697831,1187326810,5197733,2050666,290042123,19301603,8301,286811899,19454903,216374413,16722470,42810225,1246429,173204,30405,68324,18767,195130606,11124,42400877,66200,42321,12008,273383000,15963000
6258569.exe,522469402,406238181,276360,44706,122757039,12633631,177,122256606,12505132,42995986,342851,2999620,512395,22054,3254,9576,1554,41842575,4785,2904080,935,7610,1613,187681000,1996000
6608004.exe,244189397,297323513,960106,69455,57024291,5645307,1744,57808475,5471090,45650325,1708560,22380591,507115,376155,8131,8568,792,62560099,4656,26948541,28841,24922,2739,83974000,9996000
6644544.exe,857620296,1078861245,2723538,350393,235567729,20634362,8306,233598197,20735350,138492174,16007163,27197803,1078629,560534,64574,135335,123217,153153269,24919,33037417,108664,53962,9059,282947000,13997000
6730647.exe,1308391793,1483256731,7317073,3538204,283428626,13651340,20647,278677648,13577540,282922410,12050445,156405515,4101501,3606849,1166970,98267,81723,332955824,1095290,166577752,176736,198244,16970,404274000,56897000
6933552.exe,552537502,950739354,3492536,1089107,189799138,9207628,8304,184193691,8576104,159110116,17136931,52156005,824616,272189,57452,84070,70201,152844421,22563,58959448,84092,61474,10508,169227000,23030000
7977536.exe,824016538,872748879,2456817,412673,225308664,20771665,4237,230073909,20348678,121296841,16625243,24355044,1065319,616379,23470,25131,15946,110682498,8403,18667434,17400,26019,4009,285291000,7980000
8465470.exe,851941668,1202160085,4428224,1681297,274822603,18627179,8302,276221483,18924630,173100423,16587643,43512177,1222468,277358,48721,46339,23051,156655333,10457,38797573,69524,54158,10845,273380000,21029000
8485009.exe,742647680,688651432,2799175,475311,159468108,16473325,3362,155761936,15961303,74028105,3379774,17738630,892193,587544,19028,27495,1203,59423559,3116,10359936,7157,16809,1759,254306000,9972000
