file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1440839.exe,128310327,302919642,342481,55636,62801959,89939,918,60819588,89492,81938699,656157,32446908,524440,81127,12827,20857,12138,103276081,2440,44159872,385,4788,1183,44941000,10985000
1928955.exe,154597685,329337968,1469944,242677,57235659,100948,3750,53871440,90639,83054367,746739,42543837,614267,60703,35698,26710,3294,107422258,5825,43298140,14044,15213,6011,52836000,9969000
209081.exe,213357092,429134385,496039,109788,93288065,1806052,2296,89265098,2008491,89906825,1071668,37648956,607366,94505,36371,12742,10865,110190812,5798,46830476,15618,14930,3215,66840000,7980000
2791527.exe,362625945,916238373,535436,132345,197148151,549317,1039,193500138,542998,293320045,767291,167340171,772193,56131,33394,8826,4985,334053029,3373,177564210,2933,18942,2192,125569000,8969000
3056990.exe,345116387,920360097,247544,97577,189015551,502262,520,189879404,546978,299840142,808892,148915181,508031,54907,33864,2031,251,331621635,1016,173255484,298,18523,790,117133000,1001000
3373624.exe,158543340,347296633,1086049,181420,73157900,133484,1698,67488298,93343,97966255,922063,40283579,453641,86780,36389,17779,6091,90970717,3143,34887263,1960,4328,1676,53119000,11024000
3419202.exe,353763512,974364619,515275,102794,198879400,549430,993,192846443,524133,296343668,589605,165120378,629970,59372,31597,11069,4880,329394897,3373,171360649,3067,17521,1606,128015000,5039000
3713341.exe,885376257,1431940597,4599112,3023866,307309327,885565,10648,312377165,910686,477149382,19278832,233678148,2640949,468239,394013,132407,114495,426267146,58358,220717979,91618,110447,25951,288685000,24972000
3985474.exe,284831351,462314223,809915,348657,105034089,452096,2478,103023263,463329,124255288,6839333,60408257,830268,140854,112437,31965,28445,138827906,6918,60248482,16281,22465,3724,94744000,12964000
4111853.exe,348738433,926032542,493389,77519,195828402,522887,521,188199290,495970,300897387,364542,161783529,564917,59539,38666,5145,2360,321287395,2167,155512753,372,18184,1948,123280000,6013000
4456241.exe,126556003,298988036,332732,86435,61783015,77634,916,59009180,77026,83481820,723293,32071508,471859,64560,29391,11782,1967,91168967,2179,39863912,505,3091,891,49375000,6045000
4839731.exe,125581921,297994409,338004,91044,60899527,78760,525,58356414,103377,83508269,614534,31099270,345261,40641,22180,3838,1181,92213817,1904,39777925,234,3402,831,50633000,3971000
4976437.exe,127871938,287508020,300200,80869,59733375,81712,525,59250694,77097,86456987,459200,35717154,454288,44193,23898,12649,5096,83490167,4373,37278711,2559,6374,1788,52655000,3974000
5221218.exe,421717415,521248410,1378800,790881,125172767,430135,4824,130064243,440392,178980672,15389960,77337274,1207986,175675,124216,76828,58382,172887907,15549,67573723,29407,41233,5797,135499000,10037000
6023868.exe,373793736,442353314,1230341,660916,102535673,404018,3259,104055238,401725,143140198,8722056,54113815,999676,92409,40897,50215,38594,148564513,7272,50377006,16403,24512,8856,132700000,5986000
6323073.exe,434586298,612055345,1188979,573424,147396443,451987,4823,145375825,449184,176814842,15490686,71672037,1453933,211032,155822,69811,53756,166380361,17537,70831464,29991,35908,8074,146550000,13048000
733419.exe,431290786,1064203771,1166763,192092,227666552,784945,6304,211647174,764682,305669386,2517779,164685077,1284754,178043,91789,62147,14971,340943534,10845,175134880,26714,22560,6233,139264000,19036000
8065224.exe,388628743,1007527068,492733,115701,210208464,736122,2333,205524786,730709,297754559,1700671,143880407,832257,64846,34685,85441,3780,348322323,3909,185153948,5962,16306,3136,135687000,7981000
8387568.exe,171783987,327466090,1325876,271079,75882526,202572,3750,70911984,181946,90849777,1277476,45700659,807823,80591,45249,17732,2415,98444929,6260,33781989,15652,16503,5489,53583000,15876000
841011.exe,174896232,322466903,1589028,291062,75460519,216837,3749,70698875,187338,95266967,1195586,45713442,778435,79561,47134,14761,2436,101703572,3370,34314986,26237,22540,6083,54451000,13860000
