file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1051839.exe,254158062,360256861,2115520,181032,79133590,818263,1878,85163290,662078,126568146,2286363,68073609,871112,975561,67286,165956,15530,126979527,30612,59427985,15969,15336,3183,87462000,10170000
1252905.exe,285849638,443027526,2761544,453577,99944993,651674,4220,94439930,552173,125922960,3187623,57634163,1038543,1757357,326693,220631,20252,118007746,251981,57187683,42887,15858,4360,86209000,11026000
1764918.exe,266248516,373999533,2012107,287081,76323451,898186,3333,81848956,857647,122368640,2858172,69337907,773524,886588,140065,174926,58741,108925070,75013,55193417,26414,40257,11802,88092000,13013000
2418910.exe,257485963,397357837,1871491,189422,84999414,891949,2613,86624344,885080,95837279,3379651,62019810,834696,1021911,69739,170748,15210,103465635,53952,62269431,26443,29593,6865,86092000,12012000
286469.exe,249057190,432955857,2029316,324888,75488486,770320,2520,71169080,808601,95158418,3899159,50772865,712420,1387132,143785,148538,16467,167600645,64478,76372461,43112,13946,3642,79449000,7039000
3097002.exe,271565689,493684500,2095856,361269,81297285,716195,3242,71331744,717292,95434227,4340895,52912446,925325,1627403,242632,178361,17749,170909192,70021,87895440,44632,15480,3962,84752000,7976000
384742.exe,260401697,400981463,2210708,227586,92388880,852951,2534,97500343,774265,108962944,2574334,79354090,768968,974133,73320,143894,18733,94389475,71656,57842980,21488,33851,9022,91769000,8977000
4119306.exe,243928080,401095257,1972340,161761,93605892,655939,2244,95999964,498625,130854182,2163897,62568448,810521,1160354,75539,184314,12754,96459127,90975,49232624,13332,15337,3199,87580000,7046000
4982865.exe,294734134,396483438,2839991,443419,75859658,918801,3446,73461891,940440,102552559,4291055,52890393,820358,1329990,166337,200758,54715,153915034,125908,68528426,54757,28615,6802,101066000,10006000
5251261.exe,235980223,377267718,1707014,166966,67795995,666144,2442,63794271,785932,93079680,3435326,57066063,807932,1017577,70301,123644,8155,132219611,30452,62494778,18872,15990,4270,71962000,9994000
5546172.exe,242764667,398201089,2003841,232000,68977979,712278,2441,67041199,839252,94895349,3266237,54756342,598201,1062335,82967,128863,7579,153935410,25769,70871789,19393,15064,4598,77021000,7001000
5717238.exe,240363865,375446132,1891821,236678,65842284,679675,2848,67800807,750968,97788315,3607221,55619438,530260,1052223,87826,136253,8159,148389052,33262,65339025,28264,24115,5303,75337000,8036000
5804700.exe,245744665,392112691,2222897,396014,72726491,886701,2517,70074479,926283,100430895,3813806,58835384,623425,1139621,109541,150425,18247,136235311,66227,63661672,44627,13704,29975,78968000,6997000
6399800.exe,457033414,926833702,2328513,262074,201141818,1215909,2487,203208843,1119147,325072252,2674571,183329447,863626,874108,71640,137894,18155,296945177,87565,162294465,20851,36775,5034,160106000,8005000
6676911.exe,250099758,363912117,2176356,248739,87919441,773644,2691,93751142,639143,133746965,2241417,67414636,765493,1098947,92446,159153,18544,103598338,79483,51859006,26046,21341,3514,85685000,11088000
6962765.exe,252371883,383675508,2074944,261274,92422320,756079,2736,96672925,601803,137413961,2148630,64856506,919046,1140800,104738,117027,17468,106175673,73985,52790329,19998,21340,3792,89424000,6028000
778856.exe,249151099,374368328,2178594,239636,89684942,773628,2535,94223795,624889,134490789,2117689,67350080,784180,1113564,87668,109303,15294,97679243,74726,50792576,21993,18884,3501,87343000,9035000
7873464.exe,489523110,1034155480,1966011,284469,201726264,1016493,3143,196880578,1125930,302611571,3761052,166929636,1031216,1305684,135920,144945,9254,374107779,28580,195758205,24473,38104,6433,163045000,15004000
8420004.exe,455729630,922636342,2257649,246415,199690780,1211134,2435,202978676,1123748,320945973,2432575,183178365,878566,881780,74045,133334,21700,303437554,79979,164699148,26866,39676,6418,156555000,11039000
885892.exe,285624291,439993912,2854609,505406,96886134,716375,4420,93365761,596765,127758161,3307063,59242222,1094559,1731399,342927,248962,24223,120485078,228440,58632105,48026,18564,5352,89796000,8979000
