file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1141757.exe,633558366,709396794,16520630,813538,137820207,3726578,2870,128119239,4282387,167658936,8848047,61301704,1821470,3721944,39508,464830,315590,249045413,28773,90256597,21117,21834,9964,156447000,14947000
1194834.exe,988716445,841957330,30229835,3858459,215905344,5183157,6384,217822088,5191358,215131051,13420227,98294958,3501332,7155207,843739,800996,410866,205375678,592497,90822916,44737,53840,23111,259455000,9015000
1334614.exe,598027765,551156161,16415861,561612,128858700,4572541,2870,139030481,4304615,203721760,11548990,84888052,1751572,3195282,100450,332245,188332,202480070,21242,64555250,19741,18237,6675,157969000,3999000
1369810.exe,554019735,620657265,10913119,780977,128665774,4384908,4255,131976713,4402273,195351106,7542639,78596296,1744878,1874015,60618,555566,395431,229557825,37057,80211051,31128,26457,10027,146786000,4021000
1376527.exe,360472136,436796454,9077378,274254,90876047,4159909,1874,95459683,3911136,150459503,3476403,64905772,1257016,1513255,46259,353191,179197,177343201,14617,58735164,13354,10998,4841,95005000,3000000
1394267.exe,253815561,199764135,10125539,333712,49590295,2711128,1381,55369696,2133619,71478265,4414222,45471805,708900,1564541,58596,174404,53621,51974989,7366,16074327,4841,4578,5105,64140000,4008000
1702636.exe,546801888,607980812,10516609,740094,126482218,4489372,4258,132074184,4463819,195429617,7670072,79339070,1695023,1855277,90439,537609,390950,230092336,37151,80133772,33079,47585,12604,143911000,4996000
1828655.exe,873428095,1473443795,10219977,786637,323466507,4095067,2863,329507787,3600471,530909276,8003861,259512410,2147538,1670900,45922,353366,195403,504493960,31888,239915755,14263,28975,10478,232943000,5020000
1993016.exe,417015166,569620214,11514533,977835,137083340,3787154,2847,141531056,3644429,154787478,3915111,70025152,1407226,1170390,74918,637503,164764,161534649,22249,56262382,14507,11606,4414,103498000,9951000
200463.exe,676139888,1384282587,9486960,372854,300621859,3342616,1382,305397773,3044397,482892456,3878894,244597012,1721277,1586787,46058,222041,63566,470592373,18565,235208252,6400,16492,8399,176953000,5998000
215691.exe,375279180,525929135,9257297,307541,129063720,3582033,1387,134273287,3426886,141770922,3082604,73184827,1132812,1453874,39940,233956,110679,153719789,15732,65374599,9732,12895,6271,98677000,4027000
2182933.exe,567674933,628043912,10439364,903135,139626398,3280296,3355,140162248,2807197,204057584,9219991,73322074,1714660,1499842,49516,362052,201839,205826312,19924,70955959,20228,19170,18063,147360000,8019000
