file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1251351.exe,1278027132,2175553985,14011325,5651640,309181257,669193,98338,310752123,660906,678393007,28553727,365104623,4274936,7544247,<not supported>,8516347,<not supported>,692228680,2235717,364431159,857873,148,342647,224589000,152399000
1678927.exe,502534721,1443446901,1168322,118977,213632343,252866,238,215933268,244804,367249963,6749126,90713451,476579,519034,<not supported>,59632,<not supported>,374914126,23246,93427734,4888,178,7393,149759000,998000
1712113.exe,1057370482,2002600143,8189318,5263797,303749519,567614,97895,303033420,568432,449058365,16141006,334227971,3107582,914383,<not supported>,6078306,<not supported>,449553557,2076628,333314679,617721,70,323403,174225000,137177000
1727347.exe,1290763062,2211513801,13807884,5446196,313334993,675033,98331,310744535,673329,666272672,28269331,362365973,4782770,7856605,<not supported>,8613612,<not supported>,698092491,2215096,366932674,813103,91,335968,218860000,159897000
1822881.exe,585097255,497998721,8821839,2127775,106409656,4374140,9949,109130873,4261694,153875866,10108569,91413690,8194601,4159392,<not supported>,1135572,<not supported>,158039586,928031,82880562,111752,118541,301908,2138000,5346000
1850469.exe,325497255,900276496,931530,96108,100085126,185357,324,99761822,175632,198850491,6360354,102963700,303494,372269,<not supported>,37268,<not supported>,206025489,10963,103825951,2847,233,6765,95457000,2983000
2233911.exe,412615770,401865293,6243830,816487,89630673,3442770,6224,89430767,3378788,120289529,6379057,64091336,7138153,3387702,<not supported>,697170,<not supported>,104389943,596383,51228333,72296,91066,125545,3824000,3824000
2372143.exe,430375721,1211489556,1008035,96087,199848150,196595,231,198507442,201195,296013709,6427315,102070746,435194,415712,<not supported>,49837,<not supported>,306024858,17257,102875646,3658,78,6005,124073000,1000000
2379673.exe,423409785,383931071,7049913,939675,81319187,3565452,6231,84749163,3274655,116377464,6808405,63550107,7148908,2446551,<not supported>,758859,<not supported>,114809307,509325,56481027,64548,101817,145148,1019000,7839000
2467040.exe,417028055,389835286,6707675,864445,85942423,3415743,6228,89222365,3360350,116356171,6424776,65416362,7208044,3066147,<not supported>,719031,<not supported>,106744897,575380,52403361,71587,73264,134936,3633000,4844000
2526872.exe,606214247,1262625532,26202069,175903,212790506,265989,529,211967559,275947,347139365,48748055,153978537,569278,15207274,<not supported>,14299295,<not supported>,357704919,24963,154685334,6506,5,7721,180878000,999000
2559658.exe,575357538,1626648746,2743102,120257,200152361,225888,725,200040108,244011,493166187,25059272,202965873,581053,2022308,<not supported>,954107,<not supported>,508184133,25715,205115111,6659,118,8376,169679000,998000
2595156.exe,418607315,386698155,6707813,840909,83664355,3383710,6232,88155917,3329233,115486432,6526759,66533732,7369245,3043427,<not supported>,783250,<not supported>,109130924,588074,54497446,71131,86237,144390,1027000,7898000
2630421.exe,1267006564,2350444876,14052826,5447748,318378648,684052,99215,316325101,669420,683379828,28604407,264076540,4831744,8019469,<not supported>,8778131,<not supported>,668907772,1956138,267305584,733470,348,636883,210114000,163088000
2795168.exe,331792630,919016894,887848,83445,99610880,180642,328,98815584,182493,193785025,6207449,101084599,310286,384799,<not supported>,35718,<not supported>,206429920,11019,104281035,2781,0,4298,98823000,0
