file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1146371.exe,177666911,379406449,1139290,315868,79490585,154976,3246,75694154,145924,78246442,856134,51781431,673707,330842,<not supported>,230127,<not supported>,80726679,93552,49004212,11617,53,13411,45537000,11879000
1168165.exe,181737086,387051867,840687,262506,71715295,169344,3260,69870325,158213,99542743,1327429,60818560,768111,352087,<not supported>,254675,<not supported>,120420106,68942,59772588,10372,136,13911,48833000,6976000
1212213.exe,165329289,347578700,690039,267067,59491089,131347,3850,57418819,128024,78428293,2161425,45617227,488360,999572,<not supported>,294659,<not supported>,105040219,65846,53321156,12912,0,13238,39091000,9021000
1240657.exe,165456384,320778089,741033,334881,57924216,140167,3457,55019319,131575,78662801,1555781,46942016,443978,643649,<not supported>,85270,<not supported>,107731479,49712,52060844,12259,91,16806,44319000,7050000
1405615.exe,167655798,350797346,687228,237142,68438584,140633,3848,63599525,136517,80318264,1659987,44490081,886356,870544,<not supported>,367943,<not supported>,94796033,99636,50845121,12296,138,15550,44898000,7982000
1673379.exe,166237458,354982268,612290,240951,64468936,140275,3285,57363733,136914,77610919,2037053,43707576,720767,1113923,<not supported>,302973,<not supported>,101006840,67973,51310083,12229,108,12894,41891000,8976000
1767663.exe,215650183,453021323,1154291,393456,88089647,170028,6522,85838932,176957,114137436,2355760,64074255,792739,621859,<not supported>,496768,<not supported>,118329881,176211,67238749,40781,2,34794,49307000,16100000
1982510.exe,189441931,393400719,1041810,279278,77381118,160230,3329,69742056,149699,95417896,1305175,56040704,1011335,173671,<not supported>,346079,<not supported>,111652644,95152,58538135,12059,43,13683,48269000,9050000
2054877.exe,176985036,339603857,875194,413038,58476396,149298,4825,55782523,139426,81820017,2062999,49798617,833184,844115,<not supported>,216864,<not supported>,108562641,75709,54581209,13878,193,19121,44940000,7149000
2139162.exe,383233380,814822141,844322,228037,168222687,509116,2081,169112109,503162,267277409,724566,149009226,662212,186641,<not supported>,184342,<not supported>,266568345,76128,149098799,8555,75,13340,111349000,4012000
2447183.exe,447957065,934441147,1021260,296387,192815828,492801,3257,191283379,506620,292955531,1846708,166131168,925700,1129641,<not supported>,164449,<not supported>,307026549,98140,167098626,20323,98,25820,125129000,5005000
2581390.exe,443308644,892276776,1248306,390905,183520839,527906,4566,182354631,510475,279622345,1945475,161318041,967024,796384,<not supported>,220181,<not supported>,305348554,95679,163829003,20009,288,24856,122174000,10014000
2749622.exe,156548033,340744961,507416,145093,67958889,122737,1988,66075293,117821,89094335,841770,49216668,415263,194828,<not supported>,92022,<not supported>,108483658,52368,49932696,8234,0,9218,44969000,3066000
2768057.exe,356734576,724315627,1754313,515079,152874095,667282,7498,149414271,603779,192485815,2371214,119241879,1266871,349486,<not supported>,823492,<not supported>,195934969,255219,122698111,54092,202573,78761,88861000,14976000
2791177.exe,125408319,265997216,569110,207771,51707969,136963,1891,50966782,128785,74627736,585529,39906021,347160,127604,<not supported>,156106,<not supported>,86930064,36411,40956186,7095,104,9182,31359000,5057000
2855608.exe,427471024,869998404,1227722,386269,169453323,500073,4759,165777998,490615,260439893,2718072,149314926,1114777,980549,<not supported>,261622,<not supported>,297715496,93592,162409641,19255,8,34785,121428000,7024000
3161939.exe,415914936,831603070,1383777,404620,169941404,480097,3257,169718894,489955,267890114,1914252,152894342,879966,306954,<not supported>,167502,<not supported>,295714212,58717,159696305,20088,0,19842,115058000,10005000
3205324.exe,176979616,365840408,798606,315872,72582576,140596,3893,74527015,139877,98359214,1442616,60696943,514856,570535,<not supported>,188202,<not supported>,116057022,94001,57090151,19189,152,22262,46404000,6052000
3497446.exe,175088992,348739750,812993,223162,69047368,158547,4570,63603881,157534,83008789,1502545,47920764,540639,852453,<not supported>,268706,<not supported>,97378445,123128,50547817,31530,111,25287,38587000,13851000
3513410.exe,154862701,322553080,637987,216410,63925878,134913,1892,66520168,130426,93120940,979404,54000120,390144,204470,<not supported>,86500,<not supported>,107411577,45393,48615186,16716,0,15609,45367000,3024000
3527479.exe,144476045,305144216,625188,203077,57796947,122559,1890,56466727,119426,84137975,953918,47625428,387689,192453,<not supported>,80279,<not supported>,104497718,41832,46395744,7817,3,8045,44708000,2980000
3602496.exe,136895823,284892026,511657,177487,53627180,131333,1987,56953062,129137,79869468,554823,42880131,351294,134274,<not supported>,149153,<not supported>,90894390,58045,44988128,14531,212,10398,37940000,1025000
3608768.exe,162674574,333025628,633326,266090,61542606,327268,3263,57172471,303917,77631776,1843411,44386247,487335,1169769,<not supported>,122467,<not supported>,100455527,76448,50508086,12846,111,14450,40124000,11034000
3774449.exe,133367708,288401600,517721,173554,50364021,134226,1894,51668461,134431,76902051,817466,40828993,392737,129369,<not supported>,88325,<not supported>,95238560,35775,43737994,8129,0,6904,32918000,8977000
3942267.exe,154140905,333746793,701416,290616,57540175,132724,3356,54020786,126175,79422547,2115148,45042386,480894,1132370,<not supported>,133675,<not supported>,105906369,64079,50866838,13897,164,12990,40884000,8974000
4050045.exe,425208028,858479009,1229713,347378,168956089,502558,4130,168143074,473970,260446222,2375689,150065056,1088377,638730,<not supported>,247256,<not supported>,294924036,77139,161702914,18185,268,20176,121315000,6015000
