file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1578979.exe , 18.35, 14.98,  0.00,  0.29,  0.00,  854071910,  820751000,   32990000,  873034861
2521075.exe , 10.19,  8.35,  0.00,  0.16,  0.00,  465202332,  455177000,    9981000,  481956328
2653834.exe , 12.79, 10.41,  0.00,  0.20,  0.00,  598776913,  586706000,   12014000,  614656206
2665250.exe ,  5.02,  4.09,  0.00,  0.08,  0.00,  234219953,  231179000,    3002000,  251693850
2701337.exe ,  5.14,  4.14,  0.00,  0.08,  0.00,  248836412,  244821000,    3997000,  266900743
3456840.exe , 19.35, 15.85,  0.00,  0.30,  0.00,  879065648,  864012000,   15000000,  896514407
3551847.exe , 11.50,  9.42,  0.00,  0.18,  0.00,  524952228,  518864000,    5998000,  545213144
3795140.exe , 11.33,  9.24,  0.00,  0.18,  0.00,  524660359,  519601000,    4996000,  544356976
3930860.exe ,  3.70,  3.00,  0.00,  0.06,  0.00,  175044993,  164045000,   11003000,  194908858
4210829.exe ,  9.24,  7.53,  0.00,  0.14,  0.00,  425638712,  415587000,    9990000,  443235628
4238522.exe ,  7.29,  5.92,  0.00,  0.12,  0.00,  343742468,  313743000,   29975000,  363721060
4371445.exe , 19.77, 16.12,  0.00,  0.31,  0.00,  914211812,  885224000,   29007000,  931432738
4526562.exe ,  4.57,  3.55,  0.00,  0.09,  0.00,  254100234,   87849000,    4558000,  271070981
5576815.exe , 18.05, 14.75,  0.00,  0.28,  0.00,  826945612,  817911000,    8999000,  844117143
6603653.exe ,  7.55,  6.18,  0.00,  0.12,  0.00,  345296951,  341271000,    4003000,  362962284
6623394.exe ,  6.81,  5.54,  0.00,  0.11,  0.00,  318479591,  285364000,   33042000,  335562618
6642080.exe ,  9.87,  8.06,  0.00,  0.15,  0.00,  455205758,  451158000,    4001000,  473979334
6658705.exe ,  5.95,  4.82,  0.00,  0.10,  0.00,  284040761,  275990000,    7999000,  304007553
6940163.exe , 10.38,  8.48,  0.00,  0.16,  0.00,  476397946,  442306000,   34023000,  495545654
7055026.exe ,  9.33,  7.65,  0.00,  0.14,  0.00,  422047567,  417845000,    3998000,  441887803
