file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1950459.exe ,  2.19,  1.75,  0.00,  0.04,  0.00,  111455267,  110219000,    1001000,  132637790
279056.exe  ,  1.21,  0.96,  0.00,  0.02,  0.00,   63341543,   62339000,    1005000,   83084482
346612.exe  ,  2.47,  2.01,  0.00,  0.04,  0.00,  114925072,  113929000,     999000,  134168741
3654061.exe ,  0.04,  0.03,  0.00,  0.00,  0.00,    2135664,    2186000,          0,   21883167
4104687.exe ,  2.09,  1.69,  0.00,  0.03,  0.00,  101454445,  100441000,    1004000,  117692961
4227908.exe ,  0.69,  0.54,  0.00,  0.01,  0.00,   37346613,   35345000,    2019000,   54405888
4459631.exe ,  1.09,  0.85,  0.00,  0.02,  0.00,   60988390,   57951000,    3050000,   80345200
4606651.exe ,  0.65,  0.52,  0.00,  0.01,  0.00,   34988466,   33046000,    1943000,   52227363
4983117.exe ,  1.32,  1.05,  0.00,  0.02,  0.00,   66910412,   65872000,     998000,   85330325
5356631.exe ,  0.04,  0.03,  0.00,  0.00,  0.00,    1952501,     996000,     996000,   20328514
5461966.exe ,  2.50,  2.04,  0.00,  0.04,  0.00,  118407658,  117330000,    1002000,  135120659
5595238.exe ,  2.27,  1.86,  0.00,  0.04,  0.00,  103742528,  102795000,     998000,  121667592
5672584.exe ,  2.53,  2.05,  0.00,  0.04,  0.00,  120371543,  116303000,    4010000,  137294655
5673322.exe ,  2.50,  2.03,  0.00,  0.04,  0.00,  119426991,  112481000,    6967000,  137186745
5811285.exe ,  2.13,  1.70,  0.00,  0.04,  0.00,  107563337,  103495000,    3980000,  127617879
5914445.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   34753776,   32759000,    1985000,   50392957
7457995.exe ,  2.57,  2.08,  0.00,  0.04,  0.00,  122506781,  119504000,    3012000,  141751981
7590448.exe ,  0.99,  0.78,  0.00,  0.02,  0.00,   53598242,   48555000,    5057000,   72809063
7957547.exe ,  2.49,  2.00,  0.00,  0.04,  0.00,  123501425,  122512000,    1004000,  143081975
844240.exe  ,  2.20,  1.77,  0.00,  0.04,  0.00,  106618830,  104631000,    1992000,  126980267
