file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
2116056.exe ,  4.94,  3.87,  0.00,  0.09,  0.00,  266260643,   98795000,   13698000,  286388032
2984311.exe ,  1.94,  1.57,  0.00,  0.03,  0.00,   93842599,   90862000,    3028000,  110532403
299068.exe  ,  6.68,  5.30,  0.00,  0.11,  0.00,  338187879,  321183000,   17009000,  357974840
3889320.exe ,  5.69,  4.62,  0.00,  0.09,  0.00,  269495258,  262496000,    6986000,  288570516
4035360.exe ,  1.68,  1.35,  0.00,  0.03,  0.00,   83751116,   77775000,    5982000,  103588248
4119785.exe ,  9.35,  7.41,  0.00,  0.16,  0.00,  469303660,  445346000,   23964000,  486582818
412287.exe  , 11.78,  9.47,  0.00,  0.19,  0.00,  568635035,  551610000,   17018000,  585767136
4213036.exe ,  8.44,  6.66,  0.00,  0.15,  0.00,  427855965,  408730000,   19034000,  444622241
4222620.exe ,  5.47,  4.45,  0.00,  0.09,  0.00,  257191421,  253183000,    4002000,  273994071
4390406.exe ,  9.19,  7.40,  0.00,  0.15,  0.00,  439896194,  304040000,   17002000,  457113970
4928227.exe ,  3.14,  2.53,  0.00,  0.05,  0.00,  148215096,  137156000,   10932000,  166673099
495834.exe  ,  5.62,  4.57,  0.00,  0.09,  0.00,  263433056,  258427000,    5008000,  279514062
5152635.exe ,  6.89,  5.57,  0.00,  0.11,  0.00,  322896657,  315949000,    6998000,  340831837
5670617.exe ,  3.34,  2.66,  0.00,  0.06,  0.00,  163304740,  155290000,    8014000,  183155529
5888891.exe ,  7.78,  6.22,  0.00,  0.13,  0.00,  381316317,  365330000,   15970000,  397959636
6393398.exe ,  2.51,  1.99,  0.00,  0.04,  0.00,  124271989,  112345000,   11930000,  144545131
6932069.exe ,  2.63,  2.09,  0.00,  0.04,  0.00,  128035315,  121003000,    7000000,  148609530
8294387.exe ,  8.91,  7.03,  0.00,  0.15,  0.00,  447370154,  425348000,   22018000,  466291494
847669.exe  ,  7.04,  5.70,  0.00,  0.11,  0.00,  333839028,  325604000,    8014000,  352350929
994210.exe  ,  1.84,  1.49,  0.00,  0.03,  0.00,   88314950,   80347000,    7935000,  107042046
