file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1394267.exe,16779986,686039,20398976,1957329,19445466,1575926,139126,538328,80074578,52565,18889284,437,4033,130747978,517,0.71,0.58,32123711,21405000,3567000,77945417
1702636.exe,116446763,950614,83096856,1584894,80826666,1576245,166530,730737,193208663,80608,110227879,80,13284,370329226,1945,1.32,1.07,61029985,57667000,2982000,81365245
2182933.exe,114646235,673230,79931413,1614122,79651553,1609321,118611,582095,186460888,35032,116479470,0,8062,380302698,1040,1.25,1.03,57286252,53068000,4005000,77615058
2283561.exe,121102832,609692,87632956,1564816,82885020,1587493,243097,835597,198899744,90903,109283755,105,11815,387062427,2214,1.34,1.09,62151914,50926000,10772000,83118024
2317321.exe,111244633,534390,78049884,1649356,77036146,1750548,103981,477794,180860578,42225,118159953,62,6516,368597653,523,1.25,1.04,52865389,49529000,2971000,73777669
2956436.exe,115511008,824655,80062945,1594533,76377249,1669386,147911,518653,180284724,57224,112710912,28,5355,373893373,915,1.28,1.06,53470937,51142000,2005000,74424536
3686555.exe,116346454,492740,76514011,1523675,74609866,1539482,117177,512388,173755649,35019,111516076,0,5384,374682461,524,1.19,0.97,54658366,50438000,3879000,75404579
402806.exe,114700532,920188,74206412,1626075,72421856,1718340,141260,535116,181953221,48202,118763458,87,6861,370379220,913,1.28,1.07,53124634,49832000,2989000,73737963
4327744.exe,953503671,5704526,679092327,2377091,673014109,2358142,1175468,4799628,1394212658,1408456,944319369,519,54992,3129046613,4358,9.79,8.16,408508056,395165000,13005000,432012881
4625115.exe,425564646,985161,265103942,2121303,262430896,2206609,206610,1078877,599966904,91520,424915897,392,14601,1238230132,910,4.19,3.48,178685904,174242000,4005000,200381213
4888119.exe,111355188,808392,79807749,1692699,79445259,1566189,151896,591345,194365798,75694,109599389,74,6429,359121932,916,1.34,1.1,60694816,56379000,4027000,80674967
5470489.exe,114418105,559191,75509856,1559228,75486754,1719132,91445,468367,179448147,34517,117865395,41,7817,365553692,523,1.28,1.07,52986003,51465000,1009000,74208109
5473977.exe,113722882,528319,79886516,1624929,78301693,1633601,114059,522126,182199364,34014,113687980,204,5264,373895884,525,1.23,1.01,56830119,53522000,3029000,77526944
5980827.exe,422904854,929115,263811180,2128668,262939074,2038814,210968,1103203,601565143,74934,424311210,72,14452,1235318319,909,4.25,3.55,174962947,173626000,992000,196116886
6236007.exe,128373645,546295,85859553,1654531,83547232,1680762,114310,611095,193113648,48134,121262549,65,10482,411736363,1040,1.34,1.1,60582616,59256000,1004000,81655918
6521284.exe,125225468,820964,84017851,1709193,80768278,1702495,148095,640270,202619488,59554,128823221,163,5497,410565515,916,1.43,1.19,58692820,56405000,2014000,79530609
7103208.exe,117285833,549938,81504632,1592226,79645271,1600352,118173,592254,186981240,46218,113761135,116,8266,376889856,1040,1.29,1.06,58473706,55149000,3008000,79284755
798360.exe,451379927,5684791,303564047,3221006,302454911,3222397,1232214,4803203,923813793,1699750,448055594,932,39233,1378099529,3254,6.25,5.16,272893842,261496000,10978000,294024886
8028891.exe,113247370,1076384,77803998,1526350,77899553,1566576,206747,640443,189449844,45044,116408804,104,13742,369748083,1695,1.34,1.12,55911092,51528000,4041000,77214227
908301.exe,433969660,721673,270503366,2066798,271874795,1877300,194414,1047488,604431837,59258,435129216,87,14287,1267943972,518,4.23,3.52,180440317,176906000,2998000,201448842
