file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1200127.exe,130261382,6364669,92936686,1163138,92603741,1008789,2368750,5213790,552982970,2254159,130587427,93,328082,463965863,6384,3.57,2.9,162411352,147965000,13902000,211762875
1259704.exe,347089360,4544717,219225399,1029791,216823403,1182482,1799398,4324804,717097933,1567022,348468597,18,101836,1057658850,5949,4.8,3.94,213954196,195489000,18045000,234154391
1738849.exe,146390950,5507455,103631960,949484,99788241,892750,2028666,4449261,505115465,2092072,142838034,87,35239,515156951,7639,3.32,2.7,151516265,135234000,16027000,172354210
2121340.exe,366510929,5128213,231032660,1144343,228449355,1165158,1980640,4706880,771761432,1664168,365941721,230465,46183,1129994674,7573,5.23,4.3,230469675,214201000,16015000,251117069
2555671.exe,165620879,7235300,123462129,973112,122209542,964959,2804950,5895637,629003701,2387755,169030349,65,75588,604675688,9498,4.09,3.32,187060773,167703000,19080000,207438606
3166917.exe,372949072,9186297,238467690,1735258,235460189,1679045,3614395,7625113,999564234,2741411,363909831,40,83181,1146471572,7766,6.67,5.44,298694673,280410000,17962000,318095583
3837251.exe,125396011,5171196,88194083,734910,87500013,731287,1772917,4560327,461497086,2141926,127066771,157,28226,435976434,3062,3.04,2.47,138619740,128345000,10026000,159258079
4113619.exe,132456193,6644579,92857658,1135256,91375866,1158870,2591210,5271941,572322865,2060245,135314181,28,326942,464950756,7164,3.69,2.98,171681901,152292000,19036000,192923125
4189894.exe,127304753,5587980,90218588,754725,88003384,756740,2104536,4831698,530483450,2293749,127014000,814,31649,439695791,4433,3.43,2.78,158988960,143710000,14969000,179520853
4234695.exe,349945794,4991339,218830260,1001895,214157767,1007305,1765540,4759801,763541732,1929941,345832017,13336,30352,1057458690,3255,5.13,4.2,228154804,220816000,6994000,249066858
4581841.exe,133531252,6615028,94390852,1192529,92231195,1193370,2657249,5317749,575661667,2092044,132666077,202,395624,469778629,7164,3.77,3.05,172932106,156500000,16051000,193212419
5488369.exe,148042855,6607508,107668366,1296536,106674054,1412916,2610880,5690333,604420837,2248155,142003317,385,71504,524120358,7579,3.93,3.18,180584099,158381000,21914000,200834540
5630383.exe,125464291,4777897,90128504,932475,90211441,935013,1779774,3830082,437837332,1620322,126864376,190,50014,442328720,6569,2.89,2.36,128182446,114892000,12987000,148925173
565009.exe,125720997,5446325,87926492,1205287,85551947,1062748,1951279,4271671,500727406,2040046,125726800,283,147113,431646771,4344,3.25,2.63,150287581,137010000,13000000,171390187
6356869.exe,189126744,8357613,140367694,1465359,135852527,1330725,3087970,6215035,700003906,2241133,179145732,157781,61822,694295178,11461,4.65,3.77,209303917,183188000,25885000,229876007
6412422.exe,423541486,35687502,279490315,10634357,280068746,10379992,7477739,24888482,2050682268,9549527,427504421,5632,588902,1299164554,9502,13.31,10.84,596443719,573104000,23004000,617944822
7146933.exe,127769258,4383388,92118457,647785,89756405,746235,1719132,3913642,438953526,1674982,126639660,403,251271,453084510,5952,2.89,2.35,132365525,121782000,10064000,153077248
7437719.exe,124294237,5245358,89880471,984954,89411585,1072971,1852425,4474764,445034852,1712960,126741712,116650,38408,442614944,6196,2.96,2.42,130058503,110735000,18954000,150280911
7661171.exe,349286469,6471243,221037907,1401689,219397435,1447915,2532716,5738249,841973931,2176471,347095858,660,407305,1059212564,6182,5.66,4.64,249880110,230623000,18969000,270672692
7802800.exe,345668923,4661448,217864896,993887,215340130,985046,1633840,4382993,733946741,1650886,344289065,208,24546,1057441375,2868,4.98,4.09,219215577,215801000,3011000,240891020
