@relation problema

@attribute pkg real
@attribute cpu real
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
3.131897,3.067444,0
3.105469,3.041504,0
3.124207,3.05249,0
3.14093,3.072266,0
0.635864,0.627502,0
0.637939,0.632751,0
0.63855,0.627319,0
0.633301,0.620361,0
0.635986,0.622192,0
0.634583,0.621948,0
0.639587,0.628357,0
0.638123,0.625305,0
0.625916,0.615967,0
0.630798,0.619568,0
3.15863,3.081543,0
3.137939,3.060486,0
3.12146,3.052612,0
3.143616,3.062866,0
3.135498,3.065674,0
3.133667,3.062195,0
3.115723,3.042236,0
3.167114,3.083252,0
3.175293,3.099976,0
3.144348,3.076111,0
1.935913,1.889771,0
1.925842,1.881958,0
1.9198,1.876709,0
1.931641,1.881531,0
1.96582,1.910889,0
1.915649,1.872009,0
1.942627,1.890076,0
1.92865,1.879944,0
1.907959,1.866394,0
1.919067,1.867249,0
3.15033,3.069824,0
3.140381,3.068298,0
3.149902,3.07782,0
3.148804,3.069946,0
3.142212,3.065186,0
3.162354,3.091492,0
3.153015,3.078308,0
3.115662,3.042114,0
3.130371,3.051025,0
3.133728,3.059753,0
1.94928,1.904114,0
1.942749,1.884888,0
1.923523,1.881592,0
1.930664,1.882996,0
1.938232,1.887512,0
1.942444,1.89209,0
1.918762,1.877075,0
1.933044,1.886841,0
1.934448,1.885376,0
1.937805,1.884338,0
0.842651,0.814148,1
0.698181,0.665955,1
0.841492,0.818054,1
0.843933,0.816589,1
0.873962,0.857361,1
0.847839,0.833435,1
0.830688,0.813416,1
0.784485,0.749084,1
0.756775,0.733337,1
0.751465,0.728149,1
11.689697,11.34906,1
11.649963,11.306885,1
11.710632,11.365845,1
11.556641,11.227234,1
11.678284,11.334412,1
11.695435,11.360291,1
11.575073,11.233643,1
11.767212,11.432983,1
11.62384,11.289978,1
11.689697,11.356445,1
9.742004,9.485107,1
9.591675,9.326416,1
9.606934,9.357361,1
9.627014,9.368164,1
9.700928,9.4422,1
9.628052,9.375366,1
9.687683,9.430603,1
9.699646,9.445923,1
9.641663,9.380188,1
9.641907,9.378906,1
2.75177,2.666077,1
2.729919,2.653625,1
2.748474,2.662537,1
2.753967,2.672791,1
2.745239,2.671021,1
2.760254,2.679199,1
2.755615,2.672913,1
2.752563,2.677002,1
2.749634,2.666992,1
2.735291,2.656067,1
2.827454,2.740173,1
2.821167,2.74353,1
2.810913,2.731812,1
2.818542,2.737976,1
2.803711,2.725708,1
2.825684,2.750305,1
2.829285,2.751587,1
2.825745,2.751099,1
2.823792,2.745056,1
2.833618,2.752991,1
2.687317,2.615967,1
2.677795,2.607178,1
2.684204,2.605103,1
2.674255,2.590271,1
2.667786,2.594849,1
2.665894,2.58844,1
2.651855,2.578003,1
2.666992,2.589661,1
2.685913,2.605164,1
2.681213,2.599976,1
4.138306,4.018677,1
4.170288,4.063171,1
4.180359,4.062195,1
4.175171,4.062012,1
4.1651,4.059814,1
4.147705,4.04248,1
4.112061,3.994629,1
4.115723,4.005981,1
4.144714,4.02832,1
4.138977,4.025818,1
1.425781,1.383911,1
1.417114,1.376038,1
1.419067,1.380249,1
1.410522,1.371887,1
1.395142,1.364868,1
1.401001,1.370117,1
1.417603,1.379456,1
1.412354,1.383118,1
1.417664,1.380188,1
1.407288,1.378601,1
6.242432,6.047974,1
6.268982,6.087463,1
6.334412,6.146912,1
6.368958,6.177185,1
6.33313,6.151733,1
6.346252,6.153137,1
6.299438,6.104614,1
6.285583,6.100037,1
6.271362,6.084106,1
6.295105,6.100708,1
2.728943,2.649902,1
2.721008,2.642395,1
2.700195,2.627686,1
2.698914,2.631165,1
2.706787,2.635376,1
2.704712,2.632813,1
2.718262,2.642395,1
2.710999,2.632019,1
2.731323,2.645996,1
2.710632,2.632874,1
1.542114,1.507507,1
1.546082,1.499512,1
1.544983,1.509338,1
1.554199,1.506897,1
1.528015,1.493103,1
1.526917,1.488708,1
1.536865,1.500366,1
1.53009,1.493347,1
1.540649,1.49469,1
1.519409,1.478394,1
2.919312,2.840088,1
2.899353,2.819519,1
2.913757,2.843994,1
2.906128,2.832031,1
2.904663,2.830627,1
2.901978,2.830872,1
2.925964,2.847412,1
2.920776,2.850525,1
2.922668,2.844482,1
2.923523,2.846008,1
20.99939,20.382385,1
21.018494,20.40387,1
21.198853,20.569458,1
21.067871,20.44812,1
21.409424,20.789612,1
21.284058,20.661255,1
21.047302,20.432556,1
21.199707,20.576355,1
21.305298,20.686218,1
21.379578,20.763,1
0.786743,0.761353,1
0.776917,0.763733,1
0.772888,0.751648,1
0.765564,0.746094,1
0.763,0.741943,1
0.76239,0.742432,1
0.761292,0.741516,1
0.771606,0.751587,1
0.791626,0.766907,1
0.782104,0.758484,1
2.828796,2.757996,1
2.833252,2.752869,1
2.817627,2.74353,1
2.843567,2.761902,1
2.827209,2.750305,1
2.804077,2.729187,1
2.833801,2.75592,1
2.830017,2.758301,1
2.814392,2.738708,1
2.81366,2.740967,1
11.447327,11.128052,1
11.408691,11.094055,1
11.43573,11.115723,1
11.43335,11.111816,1
11.476013,11.157166,1
11.456482,11.140381,1
11.478455,11.167236,1
11.46582,11.149109,1
11.458923,11.141541,1
11.327881,11.005615,1
2.985046,2.897705,1
2.948059,2.867188,1
2.965149,2.888428,1
2.978699,2.901672,1
2.951965,2.872192,1
2.966675,2.88501,1
2.934326,2.853516,1
2.951721,2.862671,1
2.951965,2.873718,1
2.96405,2.881592,1
2.681946,2.605835,1
2.691406,2.612915,1
2.663757,2.589417,1
2.684265,2.609741,1
2.689514,2.609131,1
2.661743,2.581482,1
2.636597,2.563049,1
2.641663,2.562744,1
2.640015,2.560303,1
2.60498,2.531006,1
21.762939,21.095703,1
21.618652,20.94873,1
21.524902,20.867432,1
21.526855,20.868591,1
21.588989,20.916321,1
21.550964,20.895386,1
21.842468,21.172119,1
21.827454,21.171692,1
21.89624,21.238892,1
21.738281,21.06842,1
1.71521,1.666504,1
1.698364,1.659485,1
1.717773,1.677856,1
1.724548,1.677246,1
1.721558,1.674316,1
1.714966,1.66217,1
1.725769,1.675903,1
1.705322,1.659363,1
1.679382,1.631165,1
1.705078,1.664917,1
11.491394,11.212341,2
11.378784,11.125244,2
11.229675,10.982239,2
11.235168,11.000061,2
11.328552,11.106018,2
11.397583,11.153015,2
11.21051,10.970642,2
11.198792,10.955261,2
11.159058,10.913513,2
11.244812,11.002686,2
4.618225,4.514709,2
4.622864,4.505554,2
4.628052,4.513062,2
4.592407,4.480896,2
4.604736,4.495667,2
4.612671,4.498169,2
4.681885,4.574402,2
4.599487,4.483948,2
4.614685,4.506348,2
4.618896,4.512451,2
10.774902,10.537842,2
10.653992,10.422791,2
10.623108,10.389343,2
10.657654,10.426514,2
10.738708,10.500061,2
10.659729,10.425537,2
10.605286,10.366638,2
10.645691,10.416199,2
10.648193,10.41626,2
10.639404,10.407349,2
4.670959,4.557251,2
4.696289,4.578064,2
4.673035,4.556152,2
4.66217,4.549316,2
4.643799,4.537476,2
4.653687,4.539001,2
4.660889,4.548584,2
4.688477,4.571472,2
4.686584,4.575562,2
4.662903,4.550171,2
10.895386,10.652832,2
10.974487,10.726807,2
10.914734,10.673157,2
10.908264,10.66571,2
10.936646,10.695679,2
10.916931,10.678589,2
10.9198,10.672058,2
10.941833,10.707947,2
10.953735,10.713318,2
10.858704,10.624634,2
10.71698,10.484802,2
10.723938,10.482239,2
10.739929,10.506165,2
10.707275,10.469238,2
10.733276,10.500671,2
10.711853,10.474304,2
10.720215,10.48053,2
10.726563,10.493103,2
10.789612,10.552917,2
10.792664,10.564026,2
4.501465,4.383606,2
4.459229,4.358948,2
4.445923,4.336121,2
4.459473,4.354553,2
4.510315,4.393738,2
4.470642,4.362366,2
4.490845,4.38385,2
4.456299,4.350098,2
4.482849,4.377747,2
4.476501,4.364136,2
4.437988,4.321899,2
4.458191,4.354126,2
4.445862,4.342163,2
4.45929,4.345642,2
4.470337,4.363464,2
4.458069,4.359253,2
4.458252,4.354492,2
4.429993,4.328552,2
4.440125,4.335449,2
4.410828,4.31427,2
4.578308,4.468628,2
4.571167,4.469543,2
4.602783,4.481934,2
4.590271,4.47998,2
4.594177,4.488953,2
4.567688,4.465576,2
4.596375,4.486755,2
4.599182,4.490662,2
4.58429,4.47876,2
4.502319,4.397888,2
11.037048,10.792053,2
11.040161,10.792725,2
11.099365,10.858643,2
11.016663,10.776245,2
11.072876,10.83075,2
10.947327,10.714966,2
10.995911,10.755066,2
11.051453,10.807678,2
11.085266,10.844055,2
11.146118,10.900696,2
4.735107,4.623352,2
4.74408,4.633667,2
4.728394,4.606934,2
4.732544,4.619629,2
4.710022,4.603638,2
4.730774,4.606873,2
4.658264,4.554626,2
4.66803,4.564209,2
4.688538,4.576477,2
4.726868,4.619263,2
10.837524,10.600891,2
10.641663,10.406555,2
10.666626,10.422363,2
10.621826,10.393372,2
10.656799,10.420837,2
10.681091,10.447144,2
10.732971,10.499573,2
10.87207,10.638611,2
10.753784,10.524231,2
10.767517,10.533325,2
10.806824,10.564819,2
10.763367,10.530579,2
10.851318,10.615723,2
10.726501,10.498474,2
10.882568,10.640747,2
10.766968,10.534546,2
10.768982,10.541382,2
10.706726,10.480408,2
10.80481,10.568909,2
10.828857,10.593384,2
11.235413,10.994446,2
11.228271,10.976013,2
11.28894,11.037048,2
11.352112,11.108093,2
11.24939,11.011169,2
11.282471,11.037659,2
11.279297,11.034851,2
11.310974,11.060486,2
11.427429,11.17627,2
11.41748,11.167664,2
4.802612,4.693542,2
4.808838,4.690369,2
4.781067,4.665588,2
4.789795,4.681885,2
4.791016,4.674438,2
4.809387,4.698181,2
4.807739,4.69574,2
4.801514,4.691895,2
4.791016,4.683594,2
4.818298,4.708557,2
10.817993,10.573669,2
10.858276,10.618347,2
10.782898,10.544678,2
10.795227,10.557922,2
10.929993,10.697388,2
10.810364,10.575195,2
10.883545,10.655212,2
10.767822,10.532898,2
10.775452,10.541748,2
10.78186,10.54187,2
10.970032,10.736633,2
11.115051,10.874695,2
11.074463,10.837708,2
11.119019,10.870544,2
11.027527,10.788879,2
11.170776,10.916931,2
11.071045,10.83374,2
11.033508,10.783813,2
11.086243,10.850159,2
11.035339,10.795715,2
10.850586,10.615723,2
10.909241,10.671753,2
10.87738,10.639343,2
10.882263,10.640076,2
10.848267,10.616638,2
10.837036,10.59967,2
10.861633,10.628174,2
10.895447,10.659424,2
10.88031,10.633484,2
10.878357,10.643799,2
5.057983,4.936768,2
5.053223,4.934204,2
5.046936,4.924927,2
5.052551,4.925842,2
5.019104,4.90509,2
5.036255,4.920349,2
4.97522,4.850525,2
4.99585,4.874756,2
4.998596,4.8797,2
5.025024,4.914429,2
4.626343,4.514648,2
4.602844,4.501343,2
4.63739,4.518799,2
4.608643,4.504028,2
4.64032,4.53064,2
4.673401,4.560059,2
4.614746,4.500061,2
4.629272,4.522461,2
4.626099,4.516479,2
4.642212,4.529297,2
13.426819,13.033875,3
13.602234,13.254395,3
13.344299,12.996399,3
13.479126,13.138062,3
13.766479,13.401428,3
13.231018,12.885864,3
13.24884,12.907166,3
13.210388,12.867004,3
13.4245,13.077698,3
13.444946,13.097717,3
12.640747,12.33197,3
12.543396,12.25,3
12.458923,12.160339,3
12.390015,12.094482,3
12.494446,12.195862,3
12.406006,12.105469,3
12.446411,12.143555,3
12.31488,12.014648,3
12.47406,12.171204,3
12.395935,12.101685,3
15.378235,14.967529,3
15.532349,15.122559,3
15.544312,15.129883,3
15.660034,15.246521,3
15.720276,15.310425,3
15.536316,15.127258,3
15.589661,15.179382,3
15.386658,14.977173,3
15.526611,15.110107,3
15.468323,15.052795,3
7.297058,7.108643,3
7.53064,7.337341,3
7.394348,7.20929,3
7.3479,7.150391,3
7.411377,7.221375,3
7.333984,7.140137,3
7.309692,7.119019,3
7.400818,7.210083,3
7.315674,7.129028,3
7.352295,7.157959,3
12.286438,11.983826,3
12.201477,11.908203,3
12.262329,11.979126,3
12.212097,11.91748,3
12.244507,11.957214,3
12.265564,11.97522,3
12.176208,11.887573,3
12.105652,11.809204,3
12.101807,11.808716,3
12.247864,11.952026,3
20.978149,20.443665,3
21.162354,20.625977,3
21.154663,20.617371,3
21.264526,20.729248,3
21.236633,20.694946,3
21.121338,20.585022,3
21.401611,20.859924,3
21.238342,20.709717,3
21.168152,20.632385,3
21.018799,20.486511,3
20.230957,19.714844,3
20.175781,19.665161,3
20.325195,19.809082,3
20.409668,19.896545,3
20.345947,19.835144,3
20.640747,20.120361,3
20.304138,19.786438,3
20.187195,19.671509,3
20.393982,19.874023,3
20.374512,19.865234,3
15.166199,14.760254,3
15.180237,14.776428,3
15.141052,14.74054,3
15.130859,14.725098,3
15.134033,14.728333,3
15.071228,14.670532,3
15.277161,14.876892,3
15.249695,14.843628,3
15.381714,14.971619,3
15.199036,14.796326,3
21.462219,20.918823,3
21.78595,21.229675,3
21.447266,20.898193,3
21.448303,20.904114,3
21.566467,21.013184,3
21.548401,21.008301,3
21.486206,20.933228,3
21.570496,21.021973,3
21.525024,20.980652,3
21.508972,20.967224,3
7.618652,7.4245,3
7.6297,7.431152,3
7.658264,7.47168,3
7.606079,7.421814,3
7.610107,7.408508,3
7.659607,7.474487,3
7.613831,7.428589,3
7.596436,7.397827,3
7.60968,7.418274,3
7.595093,7.404846,3
20.603882,20.089172,3
20.57373,20.056763,3
20.746643,20.226624,3
20.736023,20.213562,3
20.919373,20.397339,3
20.743164,20.21759,3
20.887878,20.365112,3
20.771057,20.258545,3
20.934265,20.413208,3
20.748291,20.2229,3
15.295898,14.884949,3
15.251648,14.839966,3
15.20166,14.795532,3
15.440613,15.034546,3
15.246155,14.84613,3
15.324829,14.913208,3
15.189392,14.786133,3
15.180237,14.779968,3
15.279358,14.88147,3
15.718933,15.299622,3
7.124084,6.93927,3
7.278442,7.085266,3
7.047058,6.861694,3
7.289246,7.107361,3
7.404663,7.2099,3
7.01709,6.834045,3
7.099854,6.915466,3
7.078125,6.881531,3
7.041016,6.852478,3
7.039795,6.857788,3
20.738647,20.221558,3
20.787964,20.270508,3
20.821655,20.307312,3
20.669739,20.154785,3
20.777832,20.257263,3
20.565491,20.048584,3
20.55304,20.03894,3
20.615112,20.092712,3
20.663086,20.136719,3
20.708923,20.189453,3
12.767334,12.4375,3
12.753601,12.41864,3
12.784973,12.444519,3
12.759583,12.427673,3
12.711609,12.365906,3
12.661926,12.328369,3
12.558594,12.226501,3
12.616516,12.28894,3
12.616821,12.281494,3
12.71936,12.38269,3
20.915344,20.391357,3
20.727966,20.201477,3
20.678345,20.157288,3
20.625,20.104919,3
20.718445,20.198181,3
20.770447,20.251038,3
20.893982,20.381653,3
20.77478,20.255066,3
20.736145,20.22168,3
20.754517,20.233948,3
8.610962,8.390625,3
8.676025,8.449585,3
8.635925,8.411438,3
8.61731,8.401245,3
8.512268,8.299744,3
8.64679,8.431152,3
8.531006,8.305786,3
8.530884,8.31665,3
8.615295,8.393921,3
8.519043,8.308838,3
15.224854,14.819641,3
15.24646,14.831726,3
15.281189,14.8703,3
15.380249,14.964661,3
15.226624,14.818787,3
15.251648,14.849792,3
15.338501,14.930359,3
15.476196,15.06665,3
15.419861,15.01355,3
15.302368,14.895386,3
21.334045,20.801331,3
21.385254,20.865906,3
21.336792,20.811707,3
21.256348,20.726196,3
21.361877,20.830017,3
21.477112,20.953308,3
21.497742,20.970703,3
21.548584,21.025208,3
21.482483,20.955811,3
21.304749,20.768982,3
7.082397,6.901062,3
7.032349,6.851196,3
7.046875,6.864441,3
7.061584,6.878357,3
7.082397,6.901428,3
7.044495,6.86377,3
7.078064,6.89502,3
7.016418,6.844299,3
7.044861,6.870239,3
7.016113,6.832886,3
7.661072,7.384766,4
7.760498,7.523438,4
7.692688,7.459473,4
7.763062,7.526611,4
7.700256,7.475037,4
7.723694,7.492004,4
7.977356,7.739075,4
7.70459,7.472168,4
7.718994,7.486084,4
7.702087,7.470032,4
11.534607,11.241455,4
11.575989,11.272827,4
11.61731,11.330872,4
11.686829,11.39801,4
11.585876,11.286011,4
11.50824,11.224548,4
11.636108,11.352417,4
11.586731,11.305664,4
11.648315,11.367432,4
11.562622,11.278198,4
7.311157,7.101807,4
7.388733,7.163147,4
7.318909,7.111267,4
7.27356,7.056335,4
7.274719,7.061768,4
7.258362,7.04541,4
7.262329,7.047974,4
7.269592,7.052063,4
7.36731,7.145996,4
7.303894,7.082642,4
12.254272,11.938416,4
12.238586,11.926025,4
12.184387,11.880737,4
12.209778,11.897888,4
12.186157,11.870239,4
12.199951,11.886719,4
12.226929,11.9198,4
12.25592,11.947205,4
12.16449,11.843323,4
12.202148,11.892822,4
9.395752,9.118469,4
9.302795,9.015442,4
9.307373,9.020081,4
9.238342,8.953491,4
9.292053,9.013123,4
9.309875,9.0354,4
9.232849,8.957153,4
9.263794,8.979614,4
9.269836,8.979614,4
9.318481,9.031311,4
14.380005,13.983765,4
14.398987,13.992676,4
14.476257,14.072449,4
14.392029,13.993469,4
14.35376,13.946899,4
14.377136,13.969727,4
14.384216,13.972656,4
14.413391,14.014038,4
14.438721,14.034607,4
14.420654,14.009705,4
6.97229,6.767273,4
7.009155,6.804688,4
6.9552,6.754761,4
6.931213,6.728088,4
7.05072,6.834839,4
6.940735,6.738586,4
6.947754,6.734497,4
6.894775,6.692139,4
6.883667,6.675415,4
6.960815,6.758301,4
7.854004,7.605591,4
7.832764,7.5849,4
7.787476,7.539246,4
7.780396,7.532837,4
7.859802,7.608704,4
7.815491,7.570618,4
7.848816,7.606567,4
7.974792,7.722778,4
7.875793,7.62915,4
7.901978,7.649719,4
8.020569,7.768616,4
8.090881,7.835693,4
7.998474,7.746887,4
7.955811,7.705261,4
7.94873,7.702087,4
7.972473,7.722412,4
7.95752,7.707947,4
7.991943,7.739502,4
7.983765,7.732361,4
7.99115,7.73877,4
12.08313,11.775024,4
11.940186,11.629395,4
11.911926,11.613098,4
11.957336,11.651611,4
12.004639,11.705627,4
12.039246,11.731262,4
11.958374,11.649048,4
12.177307,11.869812,4
12.130615,11.825439,4
12.092407,11.789917,4
7.878235,7.633118,4
7.888916,7.645874,4
7.938354,7.695679,4
7.904358,7.657166,4
7.904907,7.661682,4
7.897644,7.652039,4
7.925232,7.679688,4
7.917297,7.667786,4
7.943054,7.68811,4
7.945313,7.702209,4
8.380737,8.129578,4
8.359558,8.099976,4
8.372681,8.119812,4
8.439819,8.179382,4
8.444214,8.187927,4
8.442444,8.195618,4
8.4505,8.206482,4
8.424561,8.170715,4
8.444885,8.187622,4
8.417786,8.161926,4
6.460327,6.271729,4
6.360291,6.178406,4
6.4422,6.26178,4
6.407471,6.233521,4
6.427856,6.246277,4
6.439636,6.249573,4
6.412476,6.234985,4
6.449829,6.267944,4
6.471375,6.287842,4
6.406616,6.221924,4
7.387573,7.174988,4
7.406433,7.187195,4
7.350464,7.138428,4
7.408752,7.185242,4
7.386719,7.17041,4
7.367798,7.151306,4
7.304626,7.094543,4
7.299255,7.092773,4
7.294128,7.081726,4
7.312866,7.095215,4
9.647278,9.355469,4
9.617004,9.324402,4
9.647888,9.361938,4
9.626953,9.332153,4
9.642029,9.342224,4
9.570923,9.28064,4
9.653748,9.354553,4
9.636414,9.335999,4
9.516479,9.232483,4
9.620667,9.330383,4
31.439941,30.501526,4
31.542297,30.614563,4
31.577087,30.641663,4
31.553955,30.625366,4
31.659851,30.728394,4
31.357483,30.430115,4
31.666199,30.736938,4
31.646973,30.717163,4
31.664917,30.727173,4
31.665039,30.738708,4
6.545715,6.358521,4
6.486755,6.304138,4
7.196716,6.994446,4
6.503296,6.315369,4
6.546875,6.362061,4
6.629517,6.443237,4
6.534912,6.348877,4
6.561096,6.374451,4
7.080078,6.892212,4
6.542358,6.361328,4
6.600159,6.405884,4
6.515381,6.328064,4
6.545593,6.355408,4
6.584473,6.391296,4
6.561829,6.375793,4
6.566162,6.377808,4
6.58728,6.397949,4
6.608704,6.425964,4
6.607483,6.419373,4
6.593201,6.404724,4
12.767029,12.43219,4
12.829834,12.483704,4
12.816589,12.47876,4
12.862793,12.528809,4
12.880066,12.544861,4
12.692566,12.358582,4
12.725098,12.386597,4
12.807983,12.470886,4
12.7276,12.390564,4
12.707581,12.361816,4
11.871765,11.570068,4
11.865967,11.574585,4
11.912415,11.620667,4
11.838684,11.542664,4
11.823914,11.526001,4
11.871582,11.565857,4
11.874634,11.573242,4
11.816467,11.517395,4
11.905518,11.609619,4
12.048218,11.741211,4
16.018311,15.545654,5
16.140808,15.71344,5
16.075928,15.661316,5
16.175598,15.75592,5
15.978638,15.554077,5
15.967957,15.54834,5
15.955688,15.542358,5
16.028931,15.608521,5
15.906433,15.47876,5
15.883545,15.465942,5
16.329468,15.883667,5
16.219604,15.786621,5
16.219788,15.787476,5
16.325195,15.888245,5
16.27887,15.840759,5
16.242004,15.805176,5
16.315125,15.8703,5
16.422119,15.977966,5
16.366394,15.927429,5
16.358032,15.914124,5
10.480347,10.177063,5
10.383179,10.071777,5
10.4245,10.123413,5
10.377014,10.068359,5
10.363586,10.052612,5
10.360657,10.049133,5
10.401855,10.094421,5
10.388184,10.071289,5
10.400635,10.09729,5
10.456238,10.14447,5
9.378479,9.095337,5
9.40033,9.123108,5
9.428711,9.152405,5
9.450256,9.170837,5
9.452148,9.168762,5
9.430176,9.156982,5
9.452759,9.177979,5
9.405273,9.130615,5
9.484985,9.205994,5
9.499451,9.227173,5
16.341187,15.903992,5
16.364624,15.928711,5
16.236816,15.801392,5
16.153259,15.72583,5
16.182922,15.748779,5
16.276672,15.841431,5
16.315674,15.884705,5
16.224976,15.788879,5
16.148193,15.717834,5
16.188904,15.751587,5
13.668518,13.265198,5
13.584351,13.187134,5
13.715637,13.308411,5
13.63269,13.228943,5
13.618958,13.22229,5
13.787659,13.380676,5
13.805237,13.401123,5
13.800903,13.388306,5
13.713501,13.316223,5
13.505676,13.113098,5
11.324402,10.984192,5
11.238281,10.896423,5
11.28363,10.944885,5
11.312622,10.977356,5
11.337463,10.994873,5
11.151306,10.813538,5
11.10791,10.778625,5
11.180298,10.842712,5
11.191284,10.854126,5
11.215881,10.865845,5
23.518799,22.830078,5
23.545227,22.8573,5
23.694397,23.005188,5
23.513123,22.81897,5
23.471558,22.772644,5
23.46875,22.779236,5
23.477356,22.77771,5
23.547729,22.84906,5
23.475952,22.784607,5
23.397217,22.690369,5
16.018372,15.578857,5
16.036133,15.607605,5
16.137634,15.703064,5
16.185547,15.745422,5
16.112244,15.681885,5
16.257751,15.816895,5
16.217773,15.785156,5
16.292969,15.857727,5
16.23407,15.798157,5
16.289307,15.856995,5
11.182373,10.857483,5
11.208984,10.885742,5
11.119263,10.805969,5
11.15387,10.827576,5
11.154419,10.826233,5
11.161194,10.847412,5
11.132629,10.819641,5
11.113403,10.785889,5
11.1203,10.804199,5
11.209717,10.890015,5
12.089844,11.715454,5
12.016479,11.645874,5
12.006714,11.646057,5
12.024414,11.654602,5
12.046448,11.674255,5
12.027588,11.666199,5
12.046265,11.674011,5
12.080688,11.715149,5
12.037842,11.674927,5
12.065552,11.692871,5
16.882874,16.343262,5
16.900879,16.366577,5
16.826111,16.30011,5
16.903381,16.370728,5
16.92627,16.387573,5
16.963257,16.439453,5
17.000854,16.458557,5
17.064636,16.54187,5
16.825012,16.285217,5
16.904602,16.374023,5
10.573425,10.265442,5
10.687134,10.370361,5
10.59259,10.275269,5
10.632996,10.31604,5
10.626282,10.310791,5
11.206909,10.879639,5
10.492371,10.175293,5
10.758911,10.434631,5
10.774536,10.464478,5
10.921448,10.592834,5
10.245667,9.926819,5
10.261536,9.955872,5
10.289856,9.984497,5
10.262939,9.957458,5
10.256348,9.939941,5
10.268921,9.956726,5
10.186035,9.868286,5
10.203491,9.894653,5
10.202942,9.896912,5
10.228699,9.911682,5
15.27948,14.782898,5
15.145203,14.653015,5
15.123291,14.628967,5
15.335938,14.843994,5
15.157166,14.657349,5
15.318909,14.822876,5
15.268494,14.783997,5
15.389526,14.902649,5
15.320313,14.820984,5
15.284058,14.788879,5
