file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1175601.exe,11198686,36454,8126644,41918,6307123,56870,99559,605604,13910055,3259,9946164,1791,1288,36266967,137,0.03,0.01,11819421,8063000,3023000,72279668
1822655.exe,2516332,202798,5894572,38835,8019634,34081,59199,357826,16376833,1488,14356162,1205,5451,4929371,138,0.06,0.0,4516122,2532000,1688000,18196291
2706187.exe,1679012,202188,6721222,41608,8066982,33914,62172,363297,18630078,1617,13132402,861,2238,26549130,137,0.06,0.0,4897286,2768000,1845000,18950709
3244021.exe,336796692,208472,498338077,623540,495953735,617262,104143,1869032,426153481,12104,337380589,1319,2883,1863792775,131,1.39,0.06,115301805,114019000,1000000,129516146
3355639.exe,335227862,250030,498988603,620051,498609584,635745,131744,2296461,535863526,15072,335802682,2248,4037,2350943514,139,1.69,0.07,145152756,143719000,998000,159178206
3756817.exe,16232099,965367,11468231,62667,11291768,64623,702491,1730246,61769517,12636,17279247,29617,7142,62711432,6094,0.19,0.01,16749860,7173000,9222000,30828745
4154752.exe,335215726,390498,499586533,688258,500150065,700770,149151,3943296,1046825253,26905,336259026,3715,7500,2843735388,135,3.27,0.15,285945831,283670000,1997000,299838254
4299616.exe,336197096,253507,495918369,606746,495834221,601464,168131,2105390,465929002,12135,339979567,1700,3099,2031301929,139,1.5,0.07,126081537,123719000,1995000,140059306
4663650.exe,339529490,358418,499613103,663688,499741216,656434,137285,3405202,878786782,22720,340708997,2794,5470,2352306063,132,2.84,0.12,236945796,235654000,998000,250882024
5032811.exe,23994539,519852,11197339,58675,10758343,60686,630056,1302808,70999896,12602,20668413,14893,17357,73642805,4201,0.22,0.01,19207252,6955000,11924000,33354802
5087288.exe,335570276,252626,498926030,610366,498676675,630135,143828,2243593,537796105,13924,336306996,2115,4378,2188475856,138,1.69,0.07,145410101,144080000,1007000,159699264
5098881.exe,93409755,4952267,111899509,258784,109874418,236629,1401949,5896639,190839411,28173,86464199,27095,24631,389885240,8092,0.61,0.04,52036541,37803000,13927000,66233928
5611547.exe,16714822,377264,13745193,67165,14586178,67021,172064,882592,41523422,5120,20463036,13383,3549,58779425,2142,0.13,0.01,11053890,7886000,2957000,25194359
5624865.exe,22924675,213698,13897395,66643,11899986,62536,255648,978988,39507126,5834,20773293,10324,3003,66992906,2141,0.13,0.01,10662601,8337000,2084000,24608074
6087993.exe,1335745,184068,5654048,42389,10031990,33448,58594,354590,16446243,1717,18298616,954,1399,30260027,137,0.06,0.0,4604106,3463000,865000,18699308
6285403.exe,337186488,270380,333958610,601397,333862560,619476,189952,2318730,537609592,14422,337817290,1850,4310,2357358587,133,1.67,0.08,144803872,142169000,1988000,158992975
721024.exe,11337413,252546,6880213,71184,6937793,50044,208295,798275,33946894,5843,12320770,5264,7706,40571861,2136,0.1,0.01,8989040,4860000,3888000,22784822
7457632.exe,339943391,241803,499335676,604164,496994720,600666,126934,1917309,430260594,12089,341652286,2000,3054,1882692470,131,1.37,0.06,116063681,114640000,996000,130326381
8399465.exe,3715591,142639,7120280,34804,7690216,34803,73597,382705,16164622,1998,14660770,3258,1284,968329,132,0.05,0.0,4276358,3023000,1007000,18322917
907195.exe,58557815,1613576,69150461,206855,76394129,224659,332440,2515806,92703844,9717,52919946,16729,4439,197841375,3136,0.29,0.02,24891025,19440000,5115000,39074217
