file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1212213.exe,105159757,2843101,75396173,343834,72422369,381169,2790891,7737086,254389394,158167,106046264,25974,7952,381780683,4305,0.7,0.08,98373677,74941000,22982000,161560319
2139162.exe,262690728,1137904,157002191,1098108,157189769,1156005,548755,4237239,340287943,16741,268137801,19528,8894,800226844,2082,1.21,0.05,91855464,88593000,2986000,106269266
2447183.exe,303745383,2379082,191866016,755656,188443447,749419,2551903,7226186,461140019,205030,300341348,30617,7994,935093669,3517,1.58,0.09,124294427,118914000,5038000,138543255
3551732.exe,123335864,3463850,89180107,665160,88830043,673855,3505220,8192332,315943076,232256,125884871,35870,8098,460800658,5751,1.02,0.08,85100898,74833000,9977000,99169964
4232119.exe,113237067,3086274,75841229,298914,73216282,294416,3271713,7707602,277556877,192590,108765233,33971,10322,405295351,5990,0.86,0.07,75415319,67007000,8000000,89531658
4990809.exe,276542370,2860275,171408260,752307,174378241,736394,2865589,8206673,456407893,191960,275080768,33700,10387,854514148,5986,1.52,0.09,123163628,111882000,10988000,137636825
5365488.exe,147826813,4295220,110523679,683673,107658474,635522,6380931,11707183,441966960,582166,144125216,39448,18045,547941681,6255,1.34,0.12,119427842,105139000,14018000,133661950
5452144.exe,261424610,1000812,157115854,810988,154104538,836609,626443,4386309,335769593,16439,268984041,21103,6419,794651685,2016,1.18,0.05,91248254,87904000,2996000,105461924
5747101.exe,267197405,1289468,162354895,1171506,158020408,1304836,574677,3466121,348059438,18723,264136007,20086,4507,802564776,2020,1.2,0.05,94368702,91083000,3002000,108420931
6655332.exe,292726753,3338026,185737384,863693,183627131,880646,2853184,7684392,477911487,163217,293230350,39083,15878,910364550,5798,1.6,0.1,128744621,119445000,8958000,143246169
6801082.exe,349844275,4771382,244030412,1052084,247780404,1054217,6114938,12724679,671344308,562543,336635775,62986,16826,1118614498,7683,2.19,0.15,182068495,166732000,14975000,196431445
6848378.exe,135122278,10205183,103466874,3392751,103646150,3432512,9619714,24263304,720722952,1349403,136260780,44287,19208,492231781,7147,2.09,0.19,194567579,179111000,15009000,208600460
6989715.exe,97462021,974246,62765511,596326,64988991,488662,635235,3909835,170469089,21235,99056361,16972,4068,337996866,2071,0.57,0.03,46191427,42820000,2987000,60574257
7209389.exe,309381868,2625484,202110413,1075873,198126198,1153614,2184633,6469082,463240634,105767,312054902,29802,9285,966133128,4231,1.55,0.09,126588935,116338000,9943000,140977043
7577841.exe,208650828,14050965,163934372,804975,161226997,782854,3616761,9862702,479612128,55377,205450168,44864,14815,706123263,7929,1.48,0.1,130002271,114619000,15081000,144160948
7675341.exe,266167734,1313313,162117524,1150845,159326467,1259222,655199,3623904,349609162,22272,265495859,18491,6089,800587923,2017,1.22,0.05,94826833,91434000,3014000,108941443
8113870.exe,267504459,1188939,159523208,1050467,156605689,1103021,643237,4353891,341632841,19798,265589927,17333,4318,799106563,2020,1.2,0.05,92392068,87015000,5000000,106658472
8395235.exe,96422735,1281193,66485713,221549,66356930,199353,746215,3631059,160464574,12585,98276869,8821,2369,336618387,2024,0.53,0.03,43448686,37945000,4992000,57855006
8629711.exe,92468120,1036902,60545941,783935,61906892,629457,729188,3760808,174943349,15977,95500666,12553,3870,330387625,2801,0.58,0.03,47886460,37609000,9897000,62112597
943025.exe,124703734,3015080,87327154,333345,85256181,317711,3209740,8035888,292309542,187244,122817408,27148,14161,442561911,5894,0.91,0.07,78541028,65381000,12878000,92862664
