file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1727828.exe,417275912,20655219,352811838,545238,352314950,560357,27401151,40521432,1175167847,778582,413452916,552341,307844,2103609649,98767,3.8,0.35,335917511,126812000,208691000,401682698
2046266.exe,312152535,393980,208878950,1133407,205762352,1118959,514985,2836443,531610969,20868,305366277,5466,6223,1467263752,2083,1.57,0.08,144059925,139819000,3994000,158229672
2084242.exe,311474441,436857,208513382,1136509,206104691,1118852,528625,3004329,545717432,33484,306470189,6618,6013,1459547247,2086,1.65,0.08,147567884,141250000,5968000,161601474
2838507.exe,214357979,359367,210754483,1106901,206674647,1080092,524665,2076009,292007470,30746,205086139,7648,6071,1062244849,2084,0.92,0.05,79094699,73764000,4984000,92993285
3424191.exe,306797316,291364,204153458,1135497,203715936,1137675,238333,2453312,526879118,18903,305512352,4747,6482,1541285179,1108,1.62,0.07,142914844,138665000,3990000,157154585
3425234.exe,311426757,410499,207795032,1138011,206431976,1130550,486672,2975732,547747819,20932,304369739,11392,6957,1455447178,2082,1.63,0.08,147483139,145159000,2002000,161668542
3428138.exe,304946832,359666,204171075,1146397,204006910,1143024,211841,2408955,529067743,16930,306410106,3735,6545,1541977622,1109,1.61,0.08,142901605,140542000,1993000,156944865
3881005.exe,307107128,352187,205126926,1132922,204354348,1137921,335241,2598022,563844522,18016,306732785,2546,5186,1342842337,1107,1.67,0.08,152043653,147703000,3991000,165932069
3994586.exe,210116395,13367263,209016140,96836,204139474,100730,6894204,27208667,331166311,176324,203875785,7317,6170,1140925291,2086,1.13,0.13,89544263,83221000,5944000,103786914
4212368.exe,308191178,325361,304873122,1120067,302561037,1121206,302518,2548566,528221501,17085,306649951,1667,3667,1761405067,1112,1.65,0.07,142948169,139525000,3011000,157217216
421866.exe,311135004,411183,311044070,1140292,306206142,1120941,592119,3260120,542227573,36978,305905831,17788,6716,1565636427,2086,1.8,0.08,146855566,143443000,3009000,160833503
4448337.exe,310940452,302229,207825013,1127887,205309865,1119463,325565,2812169,527078619,26091,304338886,5111,3586,1565090283,1109,1.56,0.07,142604994,138385000,3982000,156794104
4549023.exe,581617941,28235698,304508792,608967,303602506,630411,28043620,54136240,1265751562,311028,567142368,438301,317582,2288092746,98952,4.11,0.39,341007111,186395000,154327000,355101523
5391029.exe,308582805,6530035,606813927,181399,599429581,188411,569472,15551204,389931281,15769,296944915,2473,3092,1946196694,1110,1.3,0.06,105580276,102390000,2982000,119706422
5748910.exe,306261095,450461,205974124,1156698,206070653,1149217,298116,2454280,538286494,19777,306615108,6935,9907,1437231874,2081,1.59,0.08,146486359,140774000,4991000,160596201
6083074.exe,310597947,392452,209614551,1149488,207180271,1132207,618004,3359643,594221868,39835,305143675,8806,8267,1252411632,2082,1.73,0.09,159903937,155721000,3992000,174045454
6170599.exe,303823106,361326,203569947,1136968,204206016,1135624,190882,2249318,551153363,17117,305697648,6627,7498,1332410359,1111,1.65,0.08,148789880,146466000,1992000,162799412
6426234.exe,310685690,394918,208296543,1145529,206350685,1127954,473181,2999872,593273308,21911,304112484,7833,8329,1448964319,2088,1.88,0.09,160488261,156262000,4006000,174704171
6801212.exe,1018519277,414897,605858593,1206085,599977513,1205413,347717,4153722,994392358,31985,1008900118,6128,6880,3572991021,1265,3.38,0.14,269754560,268429000,1001000,283965434
6952877.exe,307371913,333281,203799747,1127919,202353446,1126652,268371,2494439,552662279,17436,305313365,2984,4748,1342744906,1106,1.63,0.08,149494558,146204000,3004000,163558744
