file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1317833.exe,196621119,10444980,128052317,1554848,125411942,1559764,11186596,15430062,536817871,248117,189173546,127030,45536,766436932,40946,1.83,0.15,153240149,71373000,81425000,216147541
1603427.exe,137712058,3518694,106665390,930017,107028448,950279,1944638,6380033,309639323,60194,138931664,102135,27240,582797263,23383,1.0,0.06,83632536,50609000,32747000,97789778
1959638.exe,888825150,94303551,473356144,3470368,470557992,3425045,4804363,169276700,1482191855,9404603,876932508,108666,40928,3106146666,24741,5.34,0.26,399449781,358145000,41016000,413418077
2075190.exe,924787405,31029533,375315310,2339823,376976261,2343630,8822613,38405764,1279726102,689444,916644247,295524,62435,2814027351,41095,4.13,0.28,345325745,296172000,49028000,359390750
2215057.exe,196754060,4814862,118542123,1021733,116137850,956266,3758212,6416716,382905722,139980,187258731,79106,23391,672581513,20541,1.26,0.09,104825635,72701000,31869000,119167051
2227301.exe,132039918,6662283,64102398,952571,63318203,1004259,3879603,6882203,353346277,61545,137223095,109751,25977,500431251,20593,1.08,0.08,94866852,68736000,25900000,108983254
2311600.exe,171651341,9497618,81300553,244537,81565841,243028,7445725,11382722,545063227,269194,170850844,167045,44818,718088147,40944,1.64,0.14,149821072,87323000,62230000,164010966
2997233.exe,212314503,6862167,131975915,1014084,131334775,1032527,3836953,11809504,524308664,107399,211730449,201577,49146,732602713,45691,1.71,0.1,141741687,110629000,30896000,155932746
3815934.exe,140761068,4132502,65734437,1019200,66834827,981991,2440673,6428008,333984157,49445,135486873,124290,101684,582872262,23392,1.08,0.07,90365711,66356000,23769000,104572998
4817032.exe,159088358,3988740,86375263,3218775,86951787,3119810,2403467,6639228,386155511,58441,152362834,115434,27308,587248538,23369,1.22,0.07,104752258,83412000,21104000,118999557
4885696.exe,184005128,12338548,86999906,1042014,85729574,1078152,7994175,13213750,571102313,145218,185675993,298202,46681,667789363,40999,1.74,0.15,153793904,91727000,61816000,167997507
6175498.exe,168041599,4535520,88008675,942182,87988501,899620,4182079,6705828,376058692,57478,160793607,82493,25958,733485682,23390,1.17,0.09,101819217,70630000,30838000,116101169
6244325.exe,183598144,12957854,126257640,1073090,126118804,1065563,7729954,12686638,557269723,103580,183999735,295269,48154,718489366,41000,1.8,0.14,150398878,89112000,61077000,164722721
6290371.exe,130457724,6492088,64284454,893989,64443312,930500,3746618,6710841,313812621,50082,136824027,154095,26286,473155227,20590,1.03,0.08,84283110,56021000,28010000,98682235
7490618.exe,85376539,2935515,43372771,883227,43141979,881917,103353,1003476,163826939,5256,85212332,645,1018,365733766,145,0.48,0.02,45086997,42844000,1992000,59008495
7602362.exe,147366461,4808060,93048607,4716991,93034587,4525251,3774755,6647462,443197527,158237,148200992,60491,22707,580663700,20542,1.43,0.1,119961209,76814000,42896000,134032406
775515.exe,227219845,12822427,147863906,210669,148140110,212232,7545269,12353958,547607220,95787,227156273,304103,49652,892462606,40995,1.81,0.14,147638941,81211000,66172000,161718826
7822027.exe,163308696,12857001,84307091,1053099,84526384,1038124,7788829,12472441,504985854,93332,162699407,296383,48545,592456932,40997,1.59,0.13,135988545,66874000,68870000,150212423
7878524.exe,814056480,21408726,337360216,2318597,337931290,2293133,4569660,25001699,1015727311,703505,809855753,153698,28969,2623769630,20665,3.43,0.2,274489921,235248000,39041000,288457635
845954.exe,712288203,10474189,342799610,2308847,339587696,2286385,5027889,14677615,1097556930,113118,705816859,124196,31127,2447591640,24734,3.63,0.21,296911001,252756000,43957000,311376856
