@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-ram/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1364609,166362,3530852,71454,3312504,68019,83087,978197,181638814,5691,780916,1007,1791,143737331,128,0.46,0.03,49976203,49708000,0,64237375,1
1009616,164995,6466027,111125,6279869,116093,93197,992651,183517492,5827,642230,1171,1688,122479694,133,0.48,0.03,49656781,47418000,1975000,63725784,1
1168293,149596,3339422,69119,3246446,66191,94397,1041960,178073044,5661,707213,1048,1734,109955148,128,0.47,0.03,48563652,47248000,1005000,62553632,1
789074,144095,4830602,133661,4842552,138951,105630,1322802,257259232,6818,469219,806,1744,47836343,127,0.72,0.04,69811533,67621000,1988000,83813747,1
2526006,149665,5707726,112900,5488827,87608,81326,647552,88874818,2647,1343587,731,1127,95270724,132,0.25,0.01,24135672,22865000,994000,38268083,1
1019374,180840,55661051,112099,55737217,116567,118034,1918107,432083174,11816,1178637,1853,3423,633796650,136,1.11,0.06,117154567,116866000,0,131303034,1
1355865,148438,3334618,67492,3240521,64542,97222,1033329,178724705,5554,704376,1042,1694,141550860,135,0.47,0.02,48377273,47085000,1001000,62188725,1
1128168,137550,7407569,142126,7480129,125032,96395,828849,94576896,2753,332758,351,715,124185898,130,0.22,0.01,27719636,26451000,1017000,41859078,1
1649837,152727,3302197,69583,3255554,67020,92168,1046335,180546314,5491,788990,1088,1685,143311901,133,0.52,0.03,48883158,47588000,1012000,62701037,1
3570013,451590,210634029,272354,210787599,271933,168754,4876079,1434255533,35603,3232627,4722,10213,1976008121,133,3.71,0.2,386831806,385410000,998000,400815088,1
9136688,74354,2045952,54327,2044817,54530,96880,663155,47939037,2347,9199019,196,335,53470056,134,0.15,0.01,13210031,11968000,997000,27256020,1
514266,112636,3302708,64742,3165344,67480,90082,1029374,174328151,6006,752290,1355,1936,134003493,133,0.5,0.02,47092723,46756000,0,61109230,1
1906864,280597,4367553,172887,4562181,176113,185855,3049047,736866713,19403,1694100,3134,5417,99927073,134,1.98,0.1,199661283,199312000,0,213722959,1
1225896,163540,3557346,76354,3329616,69104,90367,973145,188459806,5660,651270,1190,1775,128250237,130,0.51,0.03,50715233,48438000,1977000,64749381,1
922663,143186,3267188,66572,3230264,63687,93148,1001744,178840783,5296,713987,936,1714,110705335,128,0.44,0.02,48289585,45980000,1999000,62150430,1
3180622,445957,210830679,299202,210908001,299810,194306,5521295,1537229542,39428,3352587,5874,10810,2222777847,326,3.76,0.21,414969913,414614000,0,428895415,1
303034,98374,3520451,61168,3482366,61593,98325,822717,106783506,3515,291937,377,732,76598864,134,0.29,0.02,29068665,27863000,995000,42980532,1
192380131,719800,124267123,1514664,123002057,1434416,278038,2684442,255681557,19243,188993650,11339,3716,577809276,908,0.75,0.05,90205289,83693000,5978000,135552063,2
68648066,767126,43619314,1641899,45286934,1511054,244616,1914126,129787937,8995,73003027,1979,2167,250935099,916,0.42,0.02,34929129,31621000,2964000,49061197,2
192590589,449627,118991659,1407333,118734580,1605654,157811,1585730,246141385,7417,194828858,10395,2728,590420314,521,0.85,0.03,66068331,63802000,1993000,80270202,2
67730734,874140,42815891,1593359,45416089,1450793,215871,1731032,132300936,7396,72610641,1471,1763,250252478,917,0.44,0.02,36004027,32618000,2965000,50227137,2
194504315,511341,121500748,1465899,120928032,1451142,194258,2016450,255360416,9344,192090056,16222,3097,590946173,1004,0.88,0.04,69215645,64860000,3991000,83390576,2
193602008,446253,119106719,1367428,117302405,1698068,158177,1546587,244551816,8681,198152226,12130,2382,593659006,520,0.84,0.03,65598040,63324000,2010000,79649181,2
70615930,728309,46527589,1815368,47100533,1585386,241502,1745189,124386096,12641,74112061,1847,1468,253924220,914,0.41,0.02,33583069,31317000,2020000,47897213,2
65134153,443012,45914598,1815829,48513258,1600349,149709,1246816,125120477,5410,72442257,3794,1826,240513803,524,0.4,0.02,33610780,32345000,1010000,47829446,2
69174071,861263,43352693,1663458,44759306,1501314,223142,1794319,129841240,7787,73169417,1719,1616,251022614,918,0.42,0.02,35234194,31869000,2987000,49563487,2
191359110,466418,120392081,1482767,121083262,1491305,201930,1637475,252092688,10622,198283698,10967,2306,580648101,517,0.86,0.04,67855906,64668000,2984000,81810739,2
63987995,497969,48598556,1590441,49452083,1456910,133064,1113920,133135666,5243,70421567,3599,1925,234990578,524,0.39,0.02,36743009,34315000,2018000,50923695,2
193927002,447210,121480997,1402916,122103131,1520966,168001,1629725,245291784,9706,194058359,13668,3729,586205333,517,0.83,0.04,67002051,63665000,2984000,81514730,2
194381458,442268,121599951,1441709,121387232,1431336,170524,1629247,249423722,9958,193320666,13666,2286,588306749,519,0.85,0.03,67426401,67124000,0,81402811,2
195583691,891105,122428157,1446088,122474978,1416062,296274,2590286,260899323,11626,190873000,20118,4718,583635330,1906,0.89,0.04,70260384,63979000,5998000,84508289,2
65103209,505050,47982889,1595375,49919677,1459713,152857,1111275,131905268,5222,70184448,2842,2049,234785875,524,0.42,0.02,35965232,34620000,989000,50122427,2
194362148,434327,121110199,1424291,120260059,1691627,159901,1553165,244969290,10274,196008757,12392,2396,585256025,520,0.84,0.03,65987209,64723000,995000,80213002,2
194465906,755950,118847897,1450621,117980480,1446874,319600,2243174,249695782,9275,195369021,5785,2553,592711192,911,0.84,0.04,68250944,64905000,2995000,82493028,2
193165865,453284,119148203,1410460,119191198,1524978,160741,1617958,246562487,7686,193698621,13107,2644,588537706,521,0.84,0.03,66517310,65234000,1003000,80655086,2
69598903,918002,49500364,1498062,49555076,1608779,224902,1858853,145421152,9364,74672507,10545,3853,253098367,1914,0.47,0.02,39073756,32730000,5950000,53431959,2
68585882,439562,43595586,1727425,45761233,1578032,160884,1318251,125698608,6146,72735615,1694,1637,249861768,530,0.39,0.02,34749046,32506000,1970000,48999667,2
154853667,5158070,116808146,2455575,123034523,2407935,1693614,10354403,433308936,166120,163841476,16712,12232,523768837,2871,1.37,0.08,118017211,109424000,7958000,167910655,3
357011410,5018750,224309383,1037885,227512608,1022835,1493103,10818281,591907606,174688,361021175,25946,9478,1076695192,2670,1.94,0.1,160252733,150863000,8991000,174223283,3
216210126,5096599,141797981,1316622,142803046,1323834,1548710,11884387,904903430,373104,218623366,19066,612121,707106527,2673,2.66,0.14,245934218,180663000,64878000,260075276,3
142839532,4991046,100351767,838660,104879921,817326,1395829,9742878,379796335,161098,153851920,24549,7079,474247173,2481,1.16,0.07,103035710,97738000,4986000,117314924,3
337232361,4918456,213057140,1012998,213651101,1017843,1555388,11058909,570127900,190721,338198070,29534,7488,993437011,2672,1.89,0.1,153800276,147444000,6018000,167904614,3
407813038,5144728,253217801,1541615,253423237,1536035,1538123,12573791,1107187458,380956,410743466,80887,609957,1242083086,2476,3.41,0.17,299269254,234936000,63982000,313710941,3
406401784,5199756,251393568,1627120,251399348,1619571,1763273,13313483,1114492642,374668,422012937,27902,615815,1248112538,2866,3.42,0.17,301072855,240804000,59951000,315395578,3
201960995,4993046,134426826,1303263,135210925,1307898,1520984,11820726,896852701,382202,205827146,664561,599816,673281542,2478,2.62,0.14,241191897,164882000,75945000,255465302,3
413291537,5236573,257697645,1590242,258314917,1594652,1682212,13139505,1127855803,402941,414696847,29119,624651,1266896753,2863,3.45,0.17,305006940,239480000,65130000,319140887,3
128741747,4745785,102878977,2433008,103756037,2461324,1609140,10511682,396377789,196693,123591819,16067,12294,439380812,2478,1.23,0.07,107619634,102233000,5011000,121698666,3
405854419,5150435,252389877,1530808,252875725,1521967,1514184,12739253,1096179715,381791,409970320,33332,605459,1234481340,2474,3.42,0.17,297126545,224572000,72183000,311354284,3
203986830,5197724,137927516,1449932,138677286,1451173,1938885,13292963,916831075,387512,205174470,21222,604013,676626878,2611,2.65,0.14,245153798,176799000,67923000,259533322,3
129293729,4927902,92411966,812620,93588757,821558,1558583,10288373,359217390,175051,129309893,19588,5233,418391129,2676,1.06,0.07,98563926,91151000,7011000,112796606,3
407202370,5060439,257556986,1518078,257755955,1530130,1624057,12884792,1116890268,381908,410524864,118962,610812,1267335085,2474,3.35,0.17,301913530,240431000,61109000,316070371,3
144457848,5018372,99132618,840581,104001102,827248,1547227,9780582,381508701,160532,156742923,20451,5876,481658787,2479,1.14,0.07,103268212,96824000,5989000,117574462,3
406359993,5090315,257005933,1519302,257164452,1518236,1570690,12645658,1115390964,383243,411335109,31717,608739,1265213303,2474,3.4,0.17,300892651,234570000,65879000,314849992,3
134271042,4951824,111944449,848633,112318301,856418,1558971,10410630,396751739,157444,145536477,17747,18923,539112405,2476,1.21,0.07,106897668,100603000,5976000,120983748,3
202978513,5096590,135288933,1316576,135830250,1301001,1481612,11744017,889242085,372723,205625949,122076,600726,675931922,2478,2.67,0.14,241694741,170254000,71106000,255856315,3
406344960,5066127,268242815,3166441,268913334,3174530,1689391,13511550,1176587342,405781,411259937,72642,612906,1272388978,2473,3.6,0.18,317753193,252297000,65076000,331931948,3
135656130,4444535,96504085,722877,100620717,705268,849918,8299855,333549615,99464,142594726,14961,5302,449047959,2478,1.02,0.06,90891961,85525000,4972000,105110286,3
129718433,5857211,93038232,977046,92670989,1012964,6668037,16776937,481894156,663050,131355251,28447,12105,468489925,6384,1.27,0.15,161995161,144586000,16951000,227282362,4
351228443,3881437,219654524,912101,215915977,947818,4374122,11798798,606522526,424184,343036130,47966,19757,1074056661,5949,1.9,0.13,164717624,153491000,10963000,178697663,4
138140497,4917337,96933664,619524,97809172,620291,5287312,12962744,440163948,459874,149597156,31769,11457,510888459,7642,1.3,0.12,118266987,105931000,11992000,132494543,4
371589440,4647351,231298689,882741,225347745,856216,4825247,13315873,643944927,443898,367324815,51545,10423,1152762204,7573,2.08,0.14,174634996,162244000,12018000,188912135,4
169351843,6244821,124311154,684581,120189488,671441,6710714,15807606,545042391,610760,167440735,39491,12466,616829345,9499,1.57,0.15,147715497,125182000,22032000,161881209,4
370273020,8761191,236488405,1188151,233689322,1178708,9776800,22119290,829041931,1016515,365612531,57214,61559,1143101061,7769,2.5,0.21,224019822,206580000,16965000,238037356,4
125337174,4706345,90053944,651059,88828585,649382,4747060,13585194,423555973,632362,125120493,20623,14102,437161961,3064,1.17,0.11,114988743,109568000,5026000,129114101,4
130060349,6102118,90978251,998295,89128171,1011118,7979676,17072089,502966869,670315,135375375,38752,12359,472785186,7166,1.42,0.14,135517153,121917000,12991000,149618015,4
125870464,5392632,90080093,704626,89339167,693527,6736292,16206010,482193321,829940,125079105,21637,9231,436770657,4432,1.37,0.13,130620341,122280000,8018000,144872814,4
348470682,4417429,214298720,895701,210972781,884841,4902130,14243669,654881894,608624,349018083,60321,18030,1063551459,3255,2.04,0.14,176748563,168463000,7974000,190966657,4
131347084,6260234,92307558,986452,89550081,989397,8001944,17144626,500819139,671118,133351266,33464,11012,467775290,7164,1.39,0.14,135161025,119865000,14983000,149437627,4
143835699,6519978,102791127,861963,102685677,890584,7095903,16042983,519245461,656812,147207782,48050,34325,519848498,7580,1.46,0.14,140980355,122707000,17957000,154914648,4
124842326,4187983,87782910,734159,89050049,721570,4744269,11120545,386782602,413164,127093511,38452,65198,444872198,6571,1.12,0.1,104530171,90314000,13894000,118663399,4
119624025,4635855,82152137,935319,83932874,944074,5482240,13641828,446473445,556292,128911469,25589,18091,423660158,4346,1.29,0.12,120357069,111025000,9002000,134709054,4
182529810,7923937,139234971,920215,137629888,840226,9216495,18580635,591065871,671035,181339810,45541,15127,674256300,11463,1.69,0.17,162268961,135940000,25988000,176500804,4
415311859,27899054,276095877,9811318,278335369,9906596,22552746,66890809,1909773355,3634945,421043763,60006,136316,1281953108,9504,5.45,0.47,516402208,495921000,19996000,530510707,4
123552969,4093678,89010095,716928,88511051,697606,4624034,11201852,387019555,403204,127023792,29362,36529,443823689,5952,1.14,0.1,104607269,89224000,15037000,118710142,4
122456728,5124634,87034916,765687,88547560,751318,4950102,12616065,392376012,447188,126662611,37518,35266,439643728,6196,1.16,0.1,105788398,91394000,14060000,120107236,4
350445315,5897890,220825661,1243240,218449726,1233718,7054822,17341083,700799067,657791,345563884,50789,31229,1071507428,6184,2.14,0.16,189612610,181137000,8006000,203663348,4
345824877,4575459,217690079,864775,216270733,872268,4472127,12586620,629398831,577482,347182101,23738,6413,1064986786,2869,1.95,0.13,170281983,161863000,7993000,184356017,4
396254903,7938390,253135136,1026264,249405808,978461,6828332,18318231,783406583,817112,385781655,67496,143103,1224372552,7647,2.33,0.2,239864695,214495000,24941000,304804301,5
384380030,7865876,246018084,1521987,246995003,1432905,8268932,18646224,807443382,990491,383103548,41454,83768,1193197642,7206,2.51,0.19,217192788,200889000,16071000,231175805,5
169713438,6749821,107532234,1061347,101076346,1107957,8602185,19920238,597317385,858790,170903017,23089,45482,608154156,4954,1.74,0.16,161449040,148151000,13013000,175519044,5
156876265,7495800,111490298,975363,110410601,985103,7229328,16601288,532059288,715579,171607300,36943,54511,570174155,6821,1.53,0.14,143861402,130600000,12960000,158020275,5
393258791,7812058,248140147,1304247,244794995,1186436,7772508,18483032,793709939,937424,382310562,51739,89728,1211748210,7207,2.51,0.19,214428728,190140000,24017000,228730543,5
232279228,8564824,175154838,990595,177500758,1009605,9789250,20561610,728852670,863501,228801744,90317,22167,850226655,15453,2.17,0.2,196217036,172913000,22988000,210304708,5
202782838,8382134,137393793,996751,131186448,975165,9739954,21135206,656756431,883297,196135941,54474,17071,747634774,11211,1.92,0.18,176787486,156565000,19944000,190914149,5
426621628,13288826,277769829,1450169,278138242,1369751,18459698,35658107,1277369286,1851327,425968002,56512,408663,1350936800,11212,3.74,0.34,344337625,324094000,20005000,358560024,5
390147409,8573466,245453877,1239696,242978731,1127957,8709196,20660510,807377187,1082004,390786306,68575,66647,1225200001,8179,2.5,0.19,218023803,201751000,15980000,232060467,5
204944315,7485991,149606858,893688,148753969,876908,7424309,16842884,622179470,715080,202706524,65305,12513,742780424,9601,1.8,0.17,168803666,153605000,14961000,183133807,5
205651339,8641725,148247619,929636,141890465,913366,10070724,22171284,672941114,989371,214512447,69019,24726,780432799,10435,1.93,0.19,178906312,155680000,22952000,193111934,5
200715630,12034244,137731235,1214859,137813799,1302616,15778334,32836179,1002374541,1695251,211560065,62794,17491,730554778,8090,2.77,0.28,270258754,252985000,16999000,284673810,5
172525414,6979499,120167958,1066679,111854791,1009822,8489311,19246035,605757920,904059,157431341,38734,76622,583183274,5562,1.76,0.17,163620354,150311000,13026000,177666170,5
170348583,7732010,121066430,1117916,116719711,923265,8111290,19261777,614291740,908982,162557550,52054,148249,601119808,7165,1.75,0.17,165347429,157063000,8003000,179445872,5
207548887,9649701,150209795,879625,143133796,881240,13610859,26822786,871763558,1790622,187329668,70164,24997,743017249,8339,2.42,0.25,235582389,223277000,12014000,249842325,5
161077267,8004828,113108378,1226446,115563585,1122160,8738765,18472911,626088924,1015013,158033014,41869,93688,561650638,5996,1.77,0.17,169039364,156784000,11983000,183367718,5
161151113,8011355,111477280,1274601,110798384,1297388,9420779,20346445,681917678,1111873,176048378,43369,49992,567813128,5864,1.93,0.19,185205328,170950000,13995000,199588354,5
390169616,6990442,247205431,961472,242065798,1082994,7680299,20980803,777795561,834760,388646517,37960,342853,1224514969,6618,2.42,0.18,210358217,197075000,13004000,224682696,5
156985859,6866978,113474155,1109870,109374317,1073039,7149861,19814617,604060868,865944,162910534,19328,27491,596353040,4158,1.74,0.15,162899495,155575000,7025000,177038437,5
390017260,6070143,249753475,1050784,244509272,1193346,6822838,17774850,763324277,717891,381619634,44787,29126,1216553508,6424,2.31,0.17,208687567,193466000,14958000,222894223,5
381911061,7026160,250178661,6567534,250961401,6719997,5819774,13778304,965900489,119333,381916751,131868,134741,1383817886,41429,3.06,0.18,262990827,196831000,65275000,309157359,6
311716712,24780993,243794532,7345680,245438424,7308250,5231599,49692800,1359148300,475673,312921652,46916,39083,1008743437,8554,3.84,0.24,367834472,351411000,16018000,381878427,6
169962588,2190636,122306367,1579208,121483307,1620443,532594,4218841,265184716,11712,172992206,7027,7040,554993229,1696,0.89,0.04,72368504,70075000,2002000,86599621,6
697861273,10067515,441437478,2570525,442632235,2729794,5624137,24981950,968232730,226794,679052634,67822,40754,2105224277,10937,3.38,0.18,260962673,239618000,20966000,275313059,6
205522804,2370619,131646620,1656730,124216768,1797693,581827,3437727,304793111,24094,207832301,11535,5248,639471530,1696,1.03,0.05,82726019,76407000,5953000,96874668,6
268796329,13657990,196222795,10925197,195045014,11035198,10324327,32481035,1163685240,1257301,268137537,39726,26145,896492212,5914,3.31,0.26,314515886,302138000,12005000,328726323,6
190647114,3383278,133373177,1554399,135839728,1494000,1227086,5071679,331014615,25086,203209631,23875,16889,647143499,5579,1.09,0.05,89548647,80188000,9021000,103660635,6
178261485,1772990,140458991,3541536,143912113,3426371,817473,4445002,365604619,13133,186689459,5374,10072,643589950,2604,1.16,0.05,99037325,93717000,5038000,112967119,6
661548001,2615038,406064307,2342971,403424629,2491389,599002,4968417,772713358,23436,668647424,35403,13117,1927351136,1692,2.76,0.11,208909261,206647000,1996000,222936257,6
210459382,1788179,127124498,2875036,121618406,2905164,694355,3788113,327870320,21117,209166721,11869,8744,639757993,2088,1.09,0.05,89029777,82740000,5981000,103386362,6
174018663,1863700,132628515,2455476,130847415,2476616,929991,4573198,331863050,21556,174195135,23643,21779,610308982,4797,1.06,0.05,89608734,79273000,10034000,103663859,6
212079848,2285823,135786131,1504167,128395285,1664366,752522,3708427,304260909,24690,203780332,10601,9238,646823876,2280,1.04,0.05,82451085,73091000,9011000,96808683,6
698998971,11224784,440179463,2701185,440384609,2704650,963077,7687787,982153604,44183,688164527,44796,27635,2033627271,5933,3.28,0.15,264481255,250946000,12997000,278641657,6
392006107,9945158,289055662,11858103,285961190,11706113,8028923,24934862,1225143119,827964,387017906,36319,30733,1442743901,8158,3.61,0.25,331737076,320358000,11012000,345923595,6
213261801,9533368,171333932,2038261,173739111,2035010,839441,4128981,501332452,23208,222088319,11674,13867,730862721,3845,1.51,0.08,135375813,129075000,6003000,149659378,6
216818612,5326662,176518269,2361848,178689708,2188724,3703661,13745327,447481784,122296,209739145,25084,14150,820910700,3259,1.45,0.1,120789878,113514000,6970000,134904692,6
657240503,1141032,399873643,2342550,397842901,2309535,389331,4646440,749782668,27111,655723744,29284,11257,1924797095,1878,2.63,0.11,203663681,195182000,7966000,217886380,6
651295315,1496034,405503065,2461422,403725631,2378073,552272,5189568,752651265,29728,651687443,29592,11324,1927277860,2719,2.65,0.11,203801321,195444000,7977000,217723536,6
211579369,2970989,136889299,1548752,137008021,1580506,1037881,5419539,357924650,20938,210310199,31874,30617,664877134,6358,1.18,0.06,96578090,82241000,14041000,110791704,6
642163014,1571267,399718297,3210987,396055668,3565989,863002,5211934,761783995,25771,632031932,24988,8049,1896792356,1692,2.69,0.11,205535646,200211000,4980000,219733329,6
305717562,6541592,203049510,119865,201662337,134111,130126,14046433,421133616,17629,300687586,5823,5242,1221745874,233,1.33,0.08,148145790,143647000,3990000,217531926,7
812199937,20667908,654242521,585812,653252971,585765,18206911,41361637,1691190727,620045,807342963,298176,301338,3574910973,97891,5.68,0.4,456897502,274717000,181813000,471034187,7
646445252,28935335,302221017,461568,302371231,455580,18624273,53268389,1336145651,297291,645931306,538200,322329,2202366691,99219,4.48,0.34,360261921,183775000,175784000,374296686,7
302921383,6499094,201520413,138040,201542746,134183,127447,14128020,524958591,15148,304728366,1938,3524,1221848167,229,1.74,0.07,141726453,139460000,1992000,155628311,7
521654082,28224056,363284348,587793,363748851,594409,25572931,49382554,1629136974,689891,524177645,427149,339385,2613201335,107657,5.42,0.42,439236840,230914000,207922000,453356665,7
441109120,16716554,298387558,416297,298321036,417650,7988817,27051167,960347949,127033,440474357,208182,297997,1777304761,98383,3.13,0.2,259763223,134216000,125201000,274142535,7
439741018,16707765,298866454,388008,298883181,386692,7989294,28683953,1148554108,131602,440135880,325344,301832,2481533387,97889,3.68,0.22,309314941,168974000,139978000,323629953,7
537518140,28898257,298327424,435287,298765269,436403,18300856,53595557,1205659095,276515,551861223,410931,321517,2280687769,98338,3.9,0.32,325569565,166970000,157971000,339843005,7
636434299,28722748,299341847,449817,300301843,444879,18547509,52934315,1201693772,272583,653811726,482364,321166,2184084796,98338,3.96,0.32,324952821,153711000,170680000,339164758,7
404795147,31479542,200885470,129483,200841172,121087,128295,49129321,450724018,12852,406983000,2194,3582,1631038256,424,1.59,0.06,122242853,120971000,999000,136465872,7
205447517,6421500,100416587,81953,99745519,81580,113011,10711561,217212754,8072,205533299,685,1360,933196385,332,0.75,0.03,58614277,57316000,1005000,72680066,7
440929691,17036720,298241552,382157,297974778,378414,8218726,28267444,1092178726,130388,440574262,447857,303091,2281546751,97896,3.54,0.22,295439335,137005000,158006000,309788854,7
308303356,12774644,200904834,99354,199192801,99803,130920,28983522,319773584,10829,305908156,860,1979,1444547680,431,1.15,0.04,86688885,85298000,1003000,100934427,7
645692767,28470972,302139736,455501,301955452,453669,18572445,52379721,1339647370,301838,644106458,400772,322718,2195201587,98334,4.43,0.35,359360613,185379000,173419000,373593862,7
403129493,31499857,201640047,161528,202073886,162373,152649,50282604,705034850,20503,405118455,3214,5075,1622768886,431,2.35,0.1,190055216,187770000,1997000,204349986,7
440564945,20836684,301192272,414985,301295381,417681,18350512,41549157,1398914853,236769,435186687,420740,308046,2070236847,97886,4.51,0.36,379053712,211812000,166852000,393355366,7
629704954,28386164,300785727,430462,303534031,428123,18708585,54561295,1196677240,286477,642228407,404212,323972,2052273753,98333,3.94,0.32,321895094,145700000,175639000,336294444,7
638961221,28183992,298026637,436270,298623686,439279,18474304,53480352,1207834171,280080,657921040,434159,318415,2285550551,98339,3.97,0.32,326484431,172939000,152946000,340615712,7
378680725,6364266,197031257,109684,198484396,114817,113612,12663112,332612101,10419,370361787,1437,2711,1438293645,228,1.17,0.05,90209899,88905000,998000,104536112,7
305583767,6371963,295404565,259034,296080679,250639,100003,11542728,241445295,7213,306730349,1226,2149,1071354904,234,0.85,0.03,65610623,65415000,0,79709986,7
443105078,6088253,228395086,4300414,228354856,4302933,3970630,17020145,757357908,80133,440407842,45268,36759,1525355560,6387,2.36,0.16,233179525,205678000,26957000,294782683,8
376407793,5896317,186253990,3416873,186439084,3440991,3252528,15758467,709358200,81957,376843837,22484,21633,1335887053,4232,2.33,0.13,191008022,178728000,11981000,205311001,8
330333707,17501609,193207832,3578837,197232769,3575307,7459562,29932646,1074978455,378060,339744010,148902,222201,1212383655,4815,3.35,0.22,290204225,226944000,62984000,304255139,8
173396620,6892264,94240868,2935692,94399367,3066274,5181688,19004585,428111118,94619,180612890,71104,51188,681744494,5758,1.25,0.09,93123888,80836000,11975000,107189248,8
722762657,7270955,422647688,1568864,425726860,1567819,4038909,19523800,1426306968,267003,725106050,57618,234544,2186074782,6379,4.68,0.24,384392248,317091000,67019000,398378442,8
