file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1285040.exe,308621771,649109,207781294,1326243,208019546,1328696,353818,6118112,1534626707,55194,308182191,35944,15736,1845853215,4040,3.79,0.22,437525271,432990000,4009000,489128956
2045625.exe,309838992,879623,209467479,1316185,209427304,1308159,699769,6185188,1544199759,56577,308403042,29577,15068,2050638283,4042,4.09,0.22,417668043,412377000,4992000,431644263
2048339.exe,307519720,697223,207229432,1303414,206914662,1296545,536080,6039528,1576790463,49930,307535611,12196,12004,1844260202,2086,4.18,0.22,425188824,419921000,4999000,439274390
2468926.exe,305884987,574915,207339787,1278755,207438540,1279791,349234,5575527,1438902443,49398,306020946,4892,9807,2646830940,1109,3.74,0.2,388102332,384814000,2998000,402301322
2590789.exe,307052315,372077,205250085,1137318,204670886,1139284,270310,2831569,653893739,21400,307477135,2497,4513,2159732046,1111,2.14,0.09,175926076,171522000,3988000,190304388
3094511.exe,1216831838,786966,611536398,1467052,608834814,1467256,759364,6226679,1420401302,53246,1204160616,26108,12608,4073841409,2955,4.86,0.2,384384695,378138000,6002000,398358768
3521391.exe,208916011,1096643,208706273,1441144,209522698,1443666,636192,9147785,2430266776,86739,210265606,13917,18311,3859364063,2082,6.47,0.34,657136227,650705000,5997000,671355242
3636799.exe,307169083,687004,206761028,1295421,206681619,1293099,543468,6176885,1532432615,51402,307027572,11529,11755,2043223143,2089,4.22,0.21,413278307,410005000,3000000,427574126
420703.exe,305562034,507312,205757653,1272963,205545326,1275206,325508,5472149,1412337530,42552,305310870,5775,9741,1836862140,1108,3.56,0.2,381160853,380803000,0,395393061
4225221.exe,311641911,908052,210162941,1405280,210154101,1395467,766884,6436047,1533995671,51222,308019574,15648,19960,1858915701,2225,3.85,0.22,413139940,410689000,2003000,427587687
4262237.exe,307552555,666734,206521860,1294654,207002451,1289043,624167,6130725,1527722728,60825,308123629,13660,11246,2043045100,2087,3.85,0.21,413294302,407913000,4998000,427332208
4445213.exe,306410481,528463,207913531,1280418,207777168,1281409,428825,5660619,1418559603,48877,306174768,7562,9844,1840478215,1105,3.46,0.2,383585606,380091000,3000000,397666522
4515279.exe,305617961,574927,206246020,1281614,206463097,1285615,260145,5321283,1413185665,42207,305803537,19978,11800,2033380767,2086,3.43,0.2,382471407,376156000,6002000,396639072
4650689.exe,307403190,684814,207048450,1295600,206779048,1290064,552904,6050960,1529493948,47613,306644569,12118,11776,2043702217,2087,3.8,0.21,413130578,407853000,4998000,427376863
469482.exe,307863945,746981,207734604,1303116,207784668,1301840,301674,5787927,1542395699,51305,308086819,35649,15071,1841419561,4039,3.71,0.21,416571955,412312000,4003000,430739522
4860949.exe,306626136,727584,206980543,1306364,206812783,1305603,304749,5585526,1528217426,44301,306815609,11959,12388,1837395705,2088,3.71,0.21,413927690,410640000,2997000,427997801
5363537.exe,408438943,557077,206268746,1285664,206057261,1281036,425616,5653749,1421975636,42400,407649598,5165,10159,2038947798,1112,3.9,0.2,383976058,380614000,2996000,398138063
5842014.exe,213532075,909081,209152281,1345497,207634861,1285830,465286,4906217,1142410026,37526,212587727,20600,15641,1867697750,1757,2.87,0.16,305307150,303039000,2000000,319555980
7491568.exe,317153583,685525,512925272,1444060,509110865,1439181,922767,5698052,1262717341,41997,315425936,16240,10380,2680195679,2664,3.59,0.18,341289587,334936000,5998000,355383179
7743700.exe,408600536,547821,206607420,1278286,207333223,1270777,343924,5436553,1423006894,40131,407510187,6703,10562,2039534332,1104,3.54,0.2,386654890,383444000,3003000,400908197
