file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1570142.exe,631562,78905,2803858,63339,3284938,69633,91043,965222,53240907,5300,1381896,1622,1156,68759943,133,0.09,0.02,40467730,38910000,1023000,98719240
1647016.exe,2142520,300744,65791147,177849,65742014,175094,140677,3027343,783936253,19574,1602852,3200,5533,949086975,134,2.04,0.11,211073588,209798000,999000,225216119
2087440.exe,90556536,244951,143513379,135865,143516912,136635,109068,2294065,598185678,15937,91164972,2143,4679,744840065,133,1.68,0.08,161863142,160594000,997000,175850734
2148414.exe,1364609,166362,3530852,71454,3312504,68019,83087,978197,181638814,5691,780916,1007,1791,143737331,128,0.46,0.03,49976203,49708000,0,64237375
2492423.exe,1009616,164995,6466027,111125,6279869,116093,93197,992651,183517492,5827,642230,1171,1688,122479694,133,0.48,0.03,49656781,47418000,1975000,63725784
5111284.exe,1168293,149596,3339422,69119,3246446,66191,94397,1041960,178073044,5661,707213,1048,1734,109955148,128,0.47,0.03,48563652,47248000,1005000,62553632
511502.exe,789074,144095,4830602,133661,4842552,138951,105630,1322802,257259232,6818,469219,806,1744,47836343,127,0.72,0.04,69811533,67621000,1988000,83813747
5127391.exe,2526006,149665,5707726,112900,5488827,87608,81326,647552,88874818,2647,1343587,731,1127,95270724,132,0.25,0.01,24135672,22865000,994000,38268083
5426291.exe,1019374,180840,55661051,112099,55737217,116567,118034,1918107,432083174,11816,1178637,1853,3423,633796650,136,1.11,0.06,117154567,116866000,0,131303034
5466468.exe,1355865,148438,3334618,67492,3240521,64542,97222,1033329,178724705,5554,704376,1042,1694,141550860,135,0.47,0.02,48377273,47085000,1001000,62188725
6273484.exe,1128168,137550,7407569,142126,7480129,125032,96395,828849,94576896,2753,332758,351,715,124185898,130,0.22,0.01,27719636,26451000,1017000,41859078
634796.exe,1649837,152727,3302197,69583,3255554,67020,92168,1046335,180546314,5491,788990,1088,1685,143311901,133,0.52,0.03,48883158,47588000,1012000,62701037
6594659.exe,3570013,451590,210634029,272354,210787599,271933,168754,4876079,1434255533,35603,3232627,4722,10213,1976008121,133,3.71,0.2,386831806,385410000,998000,400815088
7708071.exe,9136688,74354,2045952,54327,2044817,54530,96880,663155,47939037,2347,9199019,196,335,53470056,134,0.15,0.01,13210031,11968000,997000,27256020
7823228.exe,514266,112636,3302708,64742,3165344,67480,90082,1029374,174328151,6006,752290,1355,1936,134003493,133,0.5,0.02,47092723,46756000,0,61109230
7829045.exe,1906864,280597,4367553,172887,4562181,176113,185855,3049047,736866713,19403,1694100,3134,5417,99927073,134,1.98,0.1,199661283,199312000,0,213722959
8001049.exe,1225896,163540,3557346,76354,3329616,69104,90367,973145,188459806,5660,651270,1190,1775,128250237,130,0.51,0.03,50715233,48438000,1977000,64749381
8005036.exe,922663,143186,3267188,66572,3230264,63687,93148,1001744,178840783,5296,713987,936,1714,110705335,128,0.44,0.02,48289585,45980000,1999000,62150430
8349555.exe,3180622,445957,210830679,299202,210908001,299810,194306,5521295,1537229542,39428,3352587,5874,10810,2222777847,326,3.76,0.21,414969913,414614000,0,428895415
908305.exe,303034,98374,3520451,61168,3482366,61593,98325,822717,106783506,3515,291937,377,732,76598864,134,0.29,0.02,29068665,27863000,995000,42980532
