file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
2372143.exe,305717562,6541592,203049510,119865,201662337,134111,130126,14046433,421133616,17629,300687586,5823,5242,1221745874,233,1.33,0.08,148145790,143647000,3990000,217531926
2595156.exe,812199937,20667908,654242521,585812,653252971,585765,18206911,41361637,1691190727,620045,807342963,298176,301338,3574910973,97891,5.68,0.4,456897502,274717000,181813000,471034187
2630421.exe,646445252,28935335,302221017,461568,302371231,455580,18624273,53268389,1336145651,297291,645931306,538200,322329,2202366691,99219,4.48,0.34,360261921,183775000,175784000,374296686
3153091.exe,302921383,6499094,201520413,138040,201542746,134183,127447,14128020,524958591,15148,304728366,1938,3524,1221848167,229,1.74,0.07,141726453,139460000,1992000,155628311
3914075.exe,521654082,28224056,363284348,587793,363748851,594409,25572931,49382554,1629136974,689891,524177645,427149,339385,2613201335,107657,5.42,0.42,439236840,230914000,207922000,453356665
4186402.exe,441109120,16716554,298387558,416297,298321036,417650,7988817,27051167,960347949,127033,440474357,208182,297997,1777304761,98383,3.13,0.2,259763223,134216000,125201000,274142535
4322500.exe,439741018,16707765,298866454,388008,298883181,386692,7989294,28683953,1148554108,131602,440135880,325344,301832,2481533387,97889,3.68,0.22,309314941,168974000,139978000,323629953
4357556.exe,537518140,28898257,298327424,435287,298765269,436403,18300856,53595557,1205659095,276515,551861223,410931,321517,2280687769,98338,3.9,0.32,325569565,166970000,157971000,339843005
4435506.exe,636434299,28722748,299341847,449817,300301843,444879,18547509,52934315,1201693772,272583,653811726,482364,321166,2184084796,98338,3.96,0.32,324952821,153711000,170680000,339164758
4502274.exe,404795147,31479542,200885470,129483,200841172,121087,128295,49129321,450724018,12852,406983000,2194,3582,1631038256,424,1.59,0.06,122242853,120971000,999000,136465872
4839073.exe,205447517,6421500,100416587,81953,99745519,81580,113011,10711561,217212754,8072,205533299,685,1360,933196385,332,0.75,0.03,58614277,57316000,1005000,72680066
5234810.exe,440929691,17036720,298241552,382157,297974778,378414,8218726,28267444,1092178726,130388,440574262,447857,303091,2281546751,97896,3.54,0.22,295439335,137005000,158006000,309788854
5481495.exe,308303356,12774644,200904834,99354,199192801,99803,130920,28983522,319773584,10829,305908156,860,1979,1444547680,431,1.15,0.04,86688885,85298000,1003000,100934427
573154.exe,645692767,28470972,302139736,455501,301955452,453669,18572445,52379721,1339647370,301838,644106458,400772,322718,2195201587,98334,4.43,0.35,359360613,185379000,173419000,373593862
5818310.exe,403129493,31499857,201640047,161528,202073886,162373,152649,50282604,705034850,20503,405118455,3214,5075,1622768886,431,2.35,0.1,190055216,187770000,1997000,204349986
5980820.exe,440564945,20836684,301192272,414985,301295381,417681,18350512,41549157,1398914853,236769,435186687,420740,308046,2070236847,97886,4.51,0.36,379053712,211812000,166852000,393355366
6919345.exe,629704954,28386164,300785727,430462,303534031,428123,18708585,54561295,1196677240,286477,642228407,404212,323972,2052273753,98333,3.94,0.32,321895094,145700000,175639000,336294444
7649680.exe,638961221,28183992,298026637,436270,298623686,439279,18474304,53480352,1207834171,280080,657921040,434159,318415,2285550551,98339,3.97,0.32,326484431,172939000,152946000,340615712
8032489.exe,378680725,6364266,197031257,109684,198484396,114817,113612,12663112,332612101,10419,370361787,1437,2711,1438293645,228,1.17,0.05,90209899,88905000,998000,104536112
8578083.exe,305583767,6371963,295404565,259034,296080679,250639,100003,11542728,241445295,7213,306730349,1226,2149,1071354904,234,0.85,0.03,65610623,65415000,0,79709986
