file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1033658.exe,443105078,6088253,228395086,4300414,228354856,4302933,3970630,17020145,757357908,80133,440407842,45268,36759,1525355560,6387,2.36,0.16,233179525,205678000,26957000,294782683
1200749.exe,376407793,5896317,186253990,3416873,186439084,3440991,3252528,15758467,709358200,81957,376843837,22484,21633,1335887053,4232,2.33,0.13,191008022,178728000,11981000,205311001
193506.exe,330333707,17501609,193207832,3578837,197232769,3575307,7459562,29932646,1074978455,378060,339744010,148902,222201,1212383655,4815,3.35,0.22,290204225,226944000,62984000,304255139
202900.exe,173396620,6892264,94240868,2935692,94399367,3066274,5181688,19004585,428111118,94619,180612890,71104,51188,681744494,5758,1.25,0.09,93123888,80836000,11975000,107189248
2124644.exe,722762657,7270955,422647688,1568864,425726860,1567819,4038909,19523800,1426306968,267003,725106050,57618,234544,2186074782,6379,4.68,0.24,384392248,317091000,67019000,398378442
2764157.exe,551508925,5872780,214110509,3333708,214275914,3353383,3207791,16115442,811842923,49519,552018365,27254,17069,1561823537,4233,2.67,0.14,218737157,210461000,7979000,232921016
3647296.exe,236431781,16852897,131401573,488078,131359148,471570,6448636,27161076,448245636,236508,223960579,40273,19494,780129885,4236,1.52,0.13,121101040,111809000,8984000,135028091
3851193.exe,236556689,5896941,135611405,2504216,139855499,2520230,3052486,13554605,467522566,58450,247429474,22909,21236,843949287,4622,1.52,0.09,127119200,119815000,6989000,141163269
4154710.exe,274825475,12072405,153756610,2547322,148940824,2558560,10235433,28252928,585025628,3343747,270167109,31970,36417,911284545,9903,1.93,0.16,157204298,140788000,16090000,171510442
436565.exe,251120515,8396595,148430866,2735776,150590394,2719527,3888827,17715150,533462838,82071,258232249,18417,17727,884281294,4620,1.7,0.11,144933386,134574000,9968000,159155694
4649566.exe,357056651,7466361,177464124,2749632,177206117,2763572,4053932,18487661,610937396,69554,345950691,41492,21148,1107372403,4623,2.0,0.12,164709083,156370000,8019000,179030351
481529.exe,283467280,5733301,192759175,5102262,196080119,5089763,3979465,15289766,598290054,37475,292671456,28635,20021,1005691502,4624,1.96,0.12,161624479,149339000,11947000,175704808
510955.exe,269067572,16164361,150049704,2787454,153554037,2841918,7525630,27128799,547751536,245218,276856118,19237,21253,933055827,4626,1.78,0.15,148886990,138474000,10034000,162997696
6231092.exe,1019201538,37037267,447430448,2138186,451089182,2151837,4122857,58573010,1577524831,82460,1020654174,22428,18709,4565764926,1704,5.41,0.27,424767603,420351000,3993000,439003547
6532744.exe,338819024,6116182,166952008,2751194,170549478,2764383,3188766,15196620,580563683,63740,346804497,14870,24956,1074405963,4622,1.87,0.11,156672624,146431000,9961000,170812605
6623355.exe,365892788,10087306,226817681,3534470,228493837,3548243,6803535,25444776,814177089,2601482,368833374,41088,29666,1311964773,5377,2.56,0.17,220949646,208681000,11981000,234975711
6645661.exe,241138427,6179456,148082407,2790666,147108361,2777027,4174718,15316409,470704039,63193,229935878,21870,19087,860545173,4426,1.52,0.1,127037311,118752000,7983000,141098310
7370979.exe,705931680,6526532,423860793,3958794,427449275,3976811,3086014,16861971,1431481249,267572,719425691,33466,224193,2218596463,4616,4.63,0.23,386523490,326206000,60037000,400504692
7525849.exe,286228647,8000504,158068667,3272413,158093200,3247172,3917381,16668219,566661683,56563,281396827,17250,20928,1099469453,4232,1.84,0.12,153174651,144785000,8043000,167320934
7629905.exe,242670131,6326430,134945850,2572979,139078581,2586867,3890791,14346101,464581579,60214,253353167,13820,20278,822220663,5141,1.48,0.1,125393654,114082000,11007000,139312310
