file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
3147371.exe,33541131,177170,23855944,57371,21672620,58161,122121,833402,33987520,4849,21478654,3903,1136,103016733,589,0.13,0.01,16903179,12517000,3851000,64917042
3654061.exe,523682,66360,996868,28803,996246,28741,59269,313069,7021532,2132,<not counted>,<not counted>,<not counted>,<not counted>,133,0.02,0.0,1699420,735000,735000,15501309
4717944.exe,92790529,491635,66318406,113845,66408552,112538,162551,1197001,111575641,5526,102015654,5148,815,286430205,521,0.38,0.02,30013100,28783000,992000,43952749
480440.exe,33624352,300448,23687895,78897,23506739,78138,167264,891003,52484888,6418,41035398,667,600,128128978,524,0.18,0.01,13989310,10834000,2954000,27998021
4983117.exe,82066503,344991,52970300,91287,52539669,91299,146299,969732,97582586,3878,88786155,6021,1113,259049248,520,0.33,0.01,26734896,24447000,2037000,40733180
5124430.exe,525855,74273,980678,27827,980056,27764,53400,311252,7156598,2768,<not counted>,<not counted>,<not counted>,<not counted>,140,0.02,0.0,1779044,751000,751000,15833229
5308953.exe,34371731,134785,26335940,50554,26829644,50474,106252,667991,55617753,3387,38126115,1804,704,143101904,319,0.16,0.01,16231616,14031000,2004000,30001244
532489.exe,93454864,569449,63736668,102970,63467721,99002,141256,973317,100024376,3587,92132938,8353,1147,274816481,519,0.36,0.02,27166109,24907000,1992000,41292769
5455896.exe,45576042,445171,39651236,98099,38293428,98157,145395,993312,61577447,4440,46659692,531,455,153915245,526,0.21,0.01,16599241,15336000,1022000,30834224
5643157.exe,70316127,7404026,64392900,373837,64026238,377922,553261,2281665,168771607,11416,70041483,19216,4672,260916847,2674,0.55,0.03,45603676,35386000,9829000,59764266
5672584.exe,95951384,503740,69216675,112169,67578612,113128,162112,1307310,115800262,6882,97588690,10311,1887,292086829,1036,0.41,0.02,31213577,28882000,1991000,45344535
5674331.exe,73502067,5025864,45752314,263672,46881500,266050,749866,2531026,217974504,15826,74980460,31130,6631,247581454,4139,0.64,0.04,59366061,54117000,5010000,73630951
5675116.exe,620493,75009,981608,29086,980986,29023,55425,320633,6714764,3472,<not counted>,<not counted>,<not counted>,<not counted>,130,0.02,0.0,1712408,1496000,0,15557924
6505953.exe,520647,70824,982508,28719,981886,28656,54607,311032,6210713,1629,<not counted>,<not counted>,<not counted>,<not counted>,138,0.02,0.0,1731162,1460000,0,15838298
6776171.exe,345249,70068,986312,28231,985690,28168,56566,309651,6405506,1379,<not counted>,<not counted>,<not counted>,<not counted>,129,0.02,0.0,1683475,1422000,0,15654398
6962942.exe,43514811,340496,42365584,88808,43230610,92468,150389,1079862,66599545,4193,45658839,3193,1170,173931481,522,0.23,0.01,17773809,16491000,1030000,31663139
7204213.exe,84132401,133985,46989179,64113,45734808,65265,172411,843256,91030606,7181,83837386,2661,1134,243594376,521,0.31,0.01,25103778,22909000,1992000,39139492
7457995.exe,96058026,476489,68608086,114009,67282536,118767,158281,1352580,118414683,6986,96648051,12588,1941,293195250,1036,0.39,0.02,31597432,25461000,5875000,45623091
7590448.exe,41316679,182653,28129698,54406,26559685,55272,186780,871556,58883917,6974,38606236,3252,1334,158236393,978,0.2,0.01,16272104,13046000,3010000,30518152
7957547.exe,94040090,513687,69202925,114700,67627557,114953,162510,1295162,115797441,7303,98245714,10949,1860,290510086,1036,0.39,0.02,31371616,28087000,3009000,45493497
