file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1315752.exe ,  0.75,  0.73,  0.03,  0.00,  1.88,   65969593,   64703000,     995000,   78580699
1571671.exe ,  1.43,  1.38,  0.07,  0.00,  3.67,  125691427,  117619000,    7974000,  138038931
1992683.exe ,  9.92,  9.64,  0.39,  0.00, 22.45,  756385483,  755244000,    1000000,  768550934
2696383.exe , 28.97, 28.19,  1.14,  0.00, 66.07, 2219948566, 2218768000,     999000, 2232178513
2706187.exe ,  0.79,  0.76,  0.04,  0.00,  2.00,   70118836,   68133000,    1974000,   82330851
344718.exe  , 44.30, 43.07,  1.77,  0.00, 102.86, 3481435319, 3480115000,     999000, 3493780093
3594696.exe ,  0.82,  0.79,  0.04,  0.00,  2.08,   73577813,   72471000,     992000,   85796177
4301671.exe , 10.48, 10.16,  0.45,  0.00, 25.05,  878536610,  877441000,    1000000,  890839979
4303820.exe ,  1.44,  1.39,  0.07,  0.00,  3.68,  126998472,  118963000,    7997000,  139250717
4663650.exe , 14.64, 14.23,  0.59,  0.00, 34.01, 1150663851, 1149522000,     999000, 1162853201
5032811.exe ,  1.14,  1.10,  0.06,  0.00,  3.02,  100814007,   94754000,    6048000,  113087882
5108067.exe , 14.10, 13.68,  0.58,  0.00, 33.14, 1132206608, 1130986000,     999000, 1144528247
5372423.exe ,  0.76,  0.74,  0.04,  0.00,  1.97,   69161358,   68131000,     987000,   81358032
5624865.exe ,  1.25,  1.21,  0.06,  0.00,  3.20,  111869645,  111781000,          0,  123953275
5804862.exe ,  0.98,  0.95,  0.04,  0.00,  2.47,   87637247,   86619000,     995000,  100890915
6470436.exe ,  0.80,  0.77,  0.04,  0.00,  2.05,   70635718,   70642000,          0,   82844867
6627581.exe ,  0.90,  0.87,  0.04,  0.00,  2.32,   80513905,   79395000,    1005000,   92788695
713282.exe  , 31.06, 30.09,  1.39,  0.00, 76.98, 2729951816, 2727743000,    1999000, 2743304175
835034.exe  , 27.53, 26.77,  1.10,  0.00, 63.90, 2161193751, 2161082000,          0, 2173469910
907195.exe  ,  2.60,  2.52,  0.12,  0.00,  6.50,  226580142,  218457000,    7980000,  238866872
