file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1402105.exe ,  1.27,  1.21,  0.10,  0.00,  3.76,  139750620,     959000,    5300000,  152243185
171227.exe  ,  0.99,  0.94,  0.12,  0.00,  2.54,   83302370,   79305000,    3965000,   95516719
2146464.exe ,  1.56,  1.50,  0.15,  0.00,  3.95,  134786593,  127676000,    6982000,  147019887
283471.exe  ,  2.79,  2.71,  0.13,  0.00,  6.95,  251602960,  248505000,    2994000,  263689733
3208130.exe ,  5.70,  5.49,  0.36,  0.00, 15.04,  502106118,  384055000,  118017000,  514471559
3208532.exe ,  4.39,  4.19,  0.40,  0.00, 10.75,  363195756,  217084000,  146056000,  375377332
385049.exe  ,  0.73,  0.71,  0.04,  0.00,  2.00,   75021587,   71998000,    2999000,   89617186
511442.exe  ,  1.79,  1.70,  0.17,  0.00,  4.62,  148152051,  144115000,    4003000,  160397311
5441244.exe ,  2.69,  2.58,  0.23,  0.00,  7.06,  247926739,  243889000,    4014000,  260716060
5448241.exe ,  1.33,  1.28,  0.07,  0.00,  3.33,  114147264,  113124000,    1001000,  126421273
5524738.exe ,  1.60,  1.52,  0.15,  0.00,  4.07,  136454790,  131413000,    5015000,  148683237
5602065.exe ,  1.62,  1.55,  0.16,  0.00,  4.08,  136156731,  129984000,    5999000,  148306809
5690648.exe ,  1.02,  0.99,  0.05,  0.00,  2.60,   92843141,   88833000,    3992000,  107001589
5748937.exe ,  1.53,  1.48,  0.07,  0.00,  3.81,  134225122,  132078000,    2001000,  146527844
5770138.exe ,  1.33,  1.28,  0.06,  0.00,  3.27,  113758727,  108741000,    4988000,  126001299
5979726.exe ,  1.55,  1.48,  0.16,  0.00,  4.13,  144110764,  141102000,    3002000,  157531927
6551688.exe ,  1.16,  1.13,  0.06,  0.00,  2.87,  100292947,   95306000,    4963000,  112545462
6835408.exe ,  1.68,  1.60,  0.16,  0.00,  4.26,  143613434,  136605000,    6979000,  155899534
691289.exe  ,  4.14,  3.94,  0.41,  0.00, 10.65,  367561678,  232342000,  135199000,  380941998
8238023.exe ,  1.58,  1.51,  0.16,  0.00,  4.06,  136950256,  130839000,    5992000,  149266330
