file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1044060.exe ,  1.65,  1.59,  0.08,  0.00,  3.92,  128750365,  117045000,   11004000,  141398713
1196025.exe ,  0.60,  0.59,  0.03,  0.00,  1.56,   52262739,   48235000,    4019000,   65590275
1514231.exe ,  0.72,  0.69,  0.05,  0.00,  1.75,   58117554,   51981000,    5997000,   70465556
1557029.exe ,  1.32,  1.28,  0.06,  0.00,  3.29,  105692036,   97687000,    7974000,  118518954
1878308.exe ,  0.61,  0.60,  0.03,  0.00,  1.52,   49856607,   43797000,    5972000,   62036219
2455153.exe ,  0.63,  0.61,  0.04,  0.00,  1.64,   52820642,   47818000,    4879000,   65149234
2507278.exe ,  0.64,  0.62,  0.04,  0.00,  1.67,   53318055,   48265000,    5027000,   65569367
3705374.exe ,  0.70,  0.68,  0.05,  0.00,  1.91,   63959396,   58939000,    4994000,   77734991
4162488.exe ,  0.70,  0.68,  0.05,  0.00,  1.84,   58364568,   50296000,    8047000,   70604976
4289964.exe ,  0.92,  0.90,  0.08,  0.00,  2.52,   82288158,   73239000,    9029000,   94566459
4387633.exe ,  0.63,  0.61,  0.04,  0.00,  1.64,   51888192,   46877000,    4986000,   64308674
5331185.exe ,  0.71,  0.69,  0.05,  0.00,  1.78,   59310710,   54266000,    5024000,   71724279
5425747.exe ,  0.67,  0.65,  0.04,  0.00,  1.74,   55081830,   49040000,    6004000,   67322180
5895782.exe ,  1.41,  1.36,  0.08,  0.00,  3.56,  113705684,  107695000,    5983000,  126023116
5940700.exe ,  0.66,  0.65,  0.04,  0.00,  1.70,   54536613,   50557000,    3965000,   66875510
685296.exe  ,  0.61,  0.59,  0.04,  0.00,  1.59,   50724214,   45727000,    4970000,   62966165
7247866.exe ,  0.61,  0.60,  0.04,  0.00,  1.50,   50698166,   46700000,    3974000,   63870114
7249876.exe ,  0.71,  0.70,  0.05,  0.00,  1.88,   62491466,   53540000,    8923000,   74678068
7515958.exe ,  0.68,  0.67,  0.04,  0.00,  1.80,   57417021,   48330000,    9062000,   69637135
965589.exe  ,  0.79,  0.77,  0.07,  0.00,  2.14,   70237534,   63200000,    7022000,   84467926
