file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1374738.exe ,  0.92,  0.89,  0.04,  0.00,  2.26,   75882891,   71545000,    3974000,   88334509
2951063.exe ,  1.50,  1.46,  0.07,  0.00,  3.62,  127337406,  126317000,    1002000,  139535822
2961600.exe ,  1.11,  1.08,  0.05,  0.00,  2.72,   93586046,   91577000,    1990000,  105655644
3122929.exe ,  2.01,  1.96,  0.08,  0.00,  4.81,  163022558,  162000000,    1000000,  175241441
3698143.exe ,  1.47,  1.42,  0.07,  0.00,  3.64,  130057480,  127977000,    1999000,  144929078
4488347.exe ,  1.54,  1.49,  0.07,  0.00,  3.73,  130940436,  127917000,    2998000,  143241587
4622641.exe ,  1.99,  1.93,  0.08,  0.00,  4.79,  163896538,  162862000,     999000,  177000933
533881.exe  ,  1.31,  1.27,  0.06,  0.00,  3.17,  106002744,  104982000,     999000,  118196792
552105.exe  ,  0.91,  0.87,  0.04,  0.00,  2.27,   77134860,   76123000,    1001000,   91522441
5722253.exe ,  2.82,  2.74,  0.12,  0.00,  6.81,  236808909,  235707000,     998000,  250214946
5840366.exe ,  1.31,  1.28,  0.06,  0.00,  3.18,  107175475,  105107000,    2002000,  119416817
5842855.exe ,  2.01,  1.94,  0.09,  0.00,  4.88,  164239923,  160211000,    4005000,  176485947
6024175.exe ,  0.84,  0.81,  0.04,  0.00,  2.19,   78666068,   78665000,          0,   93283146
6028032.exe ,  1.95,  1.89,  0.08,  0.00,  4.73,  161941379,  158850000,    2997000,  174328717
6073943.exe ,  1.93,  1.88,  0.08,  0.00,  4.66,  159152446,  156130000,    3002000,  171342071
6487463.exe ,  1.30,  1.26,  0.06,  0.00,  3.16,  107042318,  104027000,    3000000,  119192543
6818440.exe ,  1.31,  1.27,  0.06,  0.00,  3.18,  106537617,  104529000,    1991000,  118720100
6890460.exe ,  1.65,  1.60,  0.08,  0.00,  4.08,  145331527,  141146000,    4004000,  157989581
772253.exe  ,  2.77,  2.67,  0.13,  0.00,  6.76,  240168731,  232134000,    8004000,  252492846
8036296.exe ,  1.32,  1.28,  0.05,  0.00,  3.23,  105738512,  103725000,    1994000,  117903581
