file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1251351.exe , 88.29, 72.48,  0.00,  1.33,  0.00, 3931999370, 3790299000,  141011000, 3948175312
1678927.exe , 17.47, 14.24,  0.00,  0.27,  0.00,  809845310,  808767000,     999000,  829364634
1712113.exe , 27.56, 22.53,  0.00,  0.42,  0.00, 1249414054, 1099391000,  149917000, 1269374228
1727347.exe , 86.80, 71.31,  0.00,  1.30,  0.00, 3829922072, 3672641000,  156984000, 3849576520
1822881.exe ,  2.91,  2.25,  0.00,  0.05,  0.00,  160411193,    2049000,    6845000,  178447438
1850469.exe , 14.18, 11.62,  0.00,  0.22,  0.00,  638511808,  637413000,     999000,  657836550
2233911.exe ,  2.58,  2.08,  0.00,  0.04,  0.00,  122689359,    9710000,          0,  139253604
2372143.exe , 15.36, 12.60,  0.00,  0.23,  0.00,  688384153,  686242000,    1997000,  706009983
2379673.exe ,  2.62,  2.12,  0.00,  0.04,  0.00,  122682466,    1059000,    8474000,  141336688
2467040.exe ,  2.54,  2.03,  0.00,  0.04,  0.00,  123344232,    1993000,    6839000,  140781910
2526872.exe , 29.58, 24.38,  0.00,  0.44,  0.00, 1295313468, 1293077000,    2000000, 1312483375
2559658.exe , 84.58, 69.70,  0.00,  1.26,  0.00, 3711248059, 3709023000,    2000000, 3732144615
2595156.exe ,  2.63,  2.13,  0.00,  0.04,  0.00,  121324199,    4465000,    3349000,  137786332
2630421.exe , 66.37, 54.52,  0.00,  0.99,  0.00, 2917180979, 2775698000,  140984000, 2935495029
2795168.exe , 15.01, 12.37,  0.00,  0.22,  0.00,  657473401,  657477000,          0,  674742929
2863666.exe , 86.94, 71.55,  0.00,  1.29,  0.00, 3806432282, 3668000000,  138000000, 3826418714
2863908.exe ,  2.57,  2.05,  0.00,  0.04,  0.00,  126272562,    2032000,    7003000,  146667248
2881871.exe , 25.99, 21.36,  0.00,  0.39,  0.00, 1148086850, 1022882000,  124985000, 1165615875
3046101.exe , 37.71, 31.09,  0.00,  0.56,  0.00, 1646392693, 1646249000,          0, 1665762012
3095538.exe , 32.12, 26.07,  0.00,  0.50,  0.00, 1473157530, 1319995000,  152883000, 1493770732
3147217.exe ,  2.57,  2.06,  0.00,  0.04,  0.00,  123487172,    2070000,    7247000,  143410119
3153091.exe , 29.71, 24.38,  0.00,  0.45,  0.00, 1324250844, 1322120000,    2000000, 1342832803
3305401.exe , 36.31, 29.96,  0.00,  0.54,  0.00, 1580632534, 1579386000,    1000000, 1597992659
3372874.exe , 55.33, 45.33,  0.00,  0.83,  0.00, 2449485225, 2313185000,  136010000, 2470262276
3442617.exe ,  2.63,  2.12,  0.00,  0.04,  0.00,  122729907,    1095000,    6571000,  140084511
3777482.exe ,  8.90,  7.30,  0.00,  0.13,  0.00,  398316653,  396206000,    1996000,  417904368
3840368.exe , 87.53, 72.03,  0.00,  1.30,  0.00, 3827508956, 3672142000,  155006000, 3847909716
3841280.exe , 20.57, 16.88,  0.00,  0.31,  0.00,  912821864,  910804000,    1999000,  929763501
3914075.exe ,  3.46,  2.76,  0.00,  0.06,  0.00,  168354929,   36989000,   14995000,  185015629
3975405.exe , 15.06, 12.38,  0.00,  0.23,  0.00,  663236458,  662236000,    1000000,  682340256
412303.exe  , 23.41, 19.10,  0.00,  0.35,  0.00, 1038261278,  891166000,  147027000, 1055490677
4174244.exe ,  2.56,  2.05,  0.00,  0.04,  0.00,  122784653,     984000,    6705000,  140855083
4181599.exe , 69.28, 57.07,  0.00,  1.02,  0.00, 2995856235, 2851534000,  143976000, 3013365902
4284661.exe , 15.52, 12.77,  0.00,  0.23,  0.00,  682726245,  681630000,     999000,  700126427
4322500.exe , 34.50, 28.28,  0.00,  0.52,  0.00, 1535367053, 1385365000,  149931000, 1555696856
4357556.exe , 92.05, 75.81,  0.00,  1.36,  0.00, 3994765971, 3846432000,  148016000, 4011862784
4406522.exe , 46.84, 38.17,  0.00,  0.72,  0.00, 2120761237, 1968430000,  152033000, 2140841528
4435506.exe , 62.50, 51.28,  0.00,  0.93,  0.00, 2747407889, 2593988000,  152999000, 2767452113
4520509.exe ,  2.60,  2.09,  0.00,  0.04,  0.00,  122146497,    1052000,    7259000,  139052181
4573700.exe ,  2.60,  2.07,  0.00,  0.04,  0.00,  126913388,    1910000,    7418000,  147523007
4839073.exe , 15.35, 12.64,  0.00,  0.23,  0.00,  669033372,  667875000,     999000,  686380273
5103818.exe , 24.74, 20.23,  0.00,  0.37,  0.00, 1086882497,  951748000,  135106000, 1103876810
5234810.exe , 27.27, 22.42,  0.00,  0.41,  0.00, 1196413483, 1056251000,  140033000, 1215590393
5490734.exe , 14.79, 12.20,  0.00,  0.22,  0.00,  641779582,  640762000,     999000,  660946441
5547869.exe , 92.17, 75.91,  0.00,  1.36,  0.00, 3996426513, 3848014000,  147962000, 4016663401
5603005.exe , 60.55, 50.00,  0.00,  0.89,  0.00, 2613019028, 2612696000,          0, 2632371749
