file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1103772.exe ,  6.38,  5.03,  0.00,  0.11,  0.00,  335345249,  163913000,   15040000,  357155126
1155269.exe ,  8.08,  6.52,  0.00,  0.13,  0.00,  387630502,  258186000,   11007000,  406805505
1172017.exe ,  6.74,  5.41,  0.00,  0.11,  0.00,  328068402,  188541000,   20874000,  347414128
1265468.exe ,  8.28,  6.70,  0.00,  0.13,  0.00,  384837448,  245928000,   15246000,  401973084
1346726.exe ,  8.12,  6.55,  0.00,  0.13,  0.00,  386556890,  256478000,   12022000,  406342114
1482288.exe ,  6.53,  5.24,  0.00,  0.11,  0.00,  315137839,  186950000,    9045000,  335213417
1558669.exe ,  6.16,  4.94,  0.00,  0.10,  0.00,  298024000,  170000000,    9053000,  318044179
1881529.exe ,  8.12,  6.56,  0.00,  0.13,  0.00,  383046956,  251190000,   12958000,  402883964
1892033.exe ,  6.18,  4.94,  0.00,  0.10,  0.00,  304820748,  176204000,   10068000,  324059891
1992578.exe ,  5.99,  4.80,  0.00,  0.10,  0.00,  293749343,  166073000,    9003000,  313116897
1997898.exe ,  6.12,  4.91,  0.00,  0.10,  0.00,  297362264,  169472000,    9025000,  315114936
2040953.exe ,  8.19,  6.61,  0.00,  0.13,  0.00,  389569896,  257834000,   13042000,  408381281
2079377.exe ,  6.07,  4.86,  0.00,  0.10,  0.00,  295269962,  166005000,   10000000,  314812137
2396518.exe ,  8.12,  6.56,  0.00,  0.13,  0.00,  382106857,  247939000,   15794000,  401051943
2417063.exe ,  6.04,  4.83,  0.00,  0.10,  0.00,  293892313,  167440000,    8319000,  311440768
2475670.exe ,  6.08,  4.87,  0.00,  0.10,  0.00,  294356471,  161386000,   12950000,  314651988
2553709.exe ,  6.34,  5.09,  0.00,  0.10,  0.00,  303875177,  165042000,   19418000,  321261657
2677632.exe ,  6.92,  5.59,  0.00,  0.11,  0.00,  325889620,  195871000,   12584000,  342982054
2683511.exe ,  9.76,  7.87,  0.00,  0.16,  0.00,  459481094,  450389000,    8987000,  475185864
