file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1091584.exe , 33.88, 27.72,  0.00,  0.53,  0.00, 1550716017, 1547279000,    3000000, 1570243451
1680187.exe , 21.82, 17.99,  0.00,  0.33,  0.00,  962987011,  958977000,    3999000,  982969248
1723554.exe , 10.20,  8.23,  0.00,  0.17,  0.00,  490056054,  322757000,    9511000,  507120424
1727828.exe ,  2.53,  2.04,  0.00,  0.04,  0.00,  120630370,    1851000,    6302000,  138301506
176146.exe  , 51.64, 42.67,  0.00,  0.76,  0.00, 2238903590, 2236739000,    1999000, 2255726210
1910626.exe , 16.78, 13.77,  0.00,  0.26,  0.00,  754405431,  747395000,    6994000,  774409611
1953417.exe , 37.56, 30.95,  0.00,  0.56,  0.00, 1651992857, 1646976000,    5002000, 1672219336
2004438.exe , 15.27, 12.49,  0.00,  0.24,  0.00,  695789094,  690779000,    4998000,  713330392
202443.exe  , 14.74, 12.05,  0.00,  0.23,  0.00,  670927403,  667933000,    2999000,  689913168
2046266.exe , 39.80, 32.74,  0.00,  0.60,  0.00, 1763516114, 1756336000,    6997000, 1782982689
2084242.exe , 16.27, 13.27,  0.00,  0.25,  0.00,  749299408,  744298000,    5002000,  769002524
2337463.exe , 34.57, 28.32,  0.00,  0.53,  0.00, 1558020712, 1547982000,    9999000, 1574572975
2534515.exe , 19.86, 16.24,  0.00,  0.31,  0.00,  902681917,  895657000,    6997000,  922173238
2970400.exe , 34.40, 28.16,  0.00,  0.53,  0.00, 1554899141, 1546693000,    7998000, 1574797310
2992391.exe , 16.66, 13.60,  0.00,  0.26,  0.00,  761971134,  757967000,    3999000,  780637649
3079464.exe , 38.05, 31.20,  0.00,  0.58,  0.00, 1707848107, 1705655000,    1999000, 1724184521
3229339.exe , 30.79, 25.27,  0.00,  0.46,  0.00, 1369164547, 1362997000,    5999000, 1386953099
3370629.exe , 22.48, 18.40,  0.00,  0.34,  0.00, 1013216407, 1005211000,    8001000, 1034213295
3372074.exe , 50.90, 41.75,  0.00,  0.77,  0.00, 2268106392, 2263044000,    5000000, 2287122685
3375350.exe , 42.90, 35.21,  0.00,  0.65,  0.00, 1905456027, 1894279000,   10995000, 1922817252
3385679.exe , 78.28, 64.10,  0.00,  1.14,  0.00, 3361844402, 3350776000,   11002000, 3379999742
3422843.exe , 57.15, 47.10,  0.00,  0.85,  0.00, 2501854656, 2495625000,    6001000, 2519054793
3424191.exe , 15.94, 13.03,  0.00,  0.25,  0.00,  724148139,  721133000,    3000000,  741637676
3428138.exe , 16.21, 13.31,  0.00,  0.24,  0.00,  721668086,  720678000,     999000,  739155917
3523688.exe , 18.19, 14.95,  0.00,  0.27,  0.00,  805340270,  803212000,    2000000,  822596833
3529361.exe , 44.09, 36.20,  0.00,  0.66,  0.00, 1954079555, 1947840000,    5999000, 1971807085
3661212.exe , 50.31, 41.26,  0.00,  0.76,  0.00, 2244448882, 2239039000,    5000000, 2262974372
3663182.exe , 39.55, 32.43,  0.00,  0.60,  0.00, 1763467417, 1754381000,    9001000, 1783049474
3883785.exe , 37.64, 30.93,  0.00,  0.56,  0.00, 1663611521, 1658443000,    5001000, 1683370693
3994586.exe , 25.27, 20.64,  0.00,  0.38,  0.00, 1113660953, 1105589000,    7997000, 1133733196
4184640.exe , 64.83, 53.25,  0.00,  0.97,  0.00, 2872196849, 2865503000,    5998000, 2889042816
4212368.exe , 50.02, 41.23,  0.00,  0.74,  0.00, 2177066574, 2173790000,    2999000, 2194063714
424396.exe  , 18.01, 14.81,  0.00,  0.27,  0.00,  793397922,  786279000,    6993000,  811405135
4448337.exe , 16.65, 13.67,  0.00,  0.25,  0.00,  739244692,  736200000,    3000000,  756938498
4492853.exe , 50.63, 41.50,  0.00,  0.77,  0.00, 2262123262, 2260109000,    2000000, 2280501833
4504170.exe , 16.37, 13.47,  0.00,  0.24,  0.00,  717106526,  706918000,    9998000,  736437880
4549023.exe , 65.74, 54.01,  0.00,  0.97,  0.00, 2853365117, 2703223000,  149956000, 2874007723
4742667.exe , 14.94, 12.23,  0.00,  0.23,  0.00,  672401073,  666379000,    6003000,  690843698
4828917.exe ,  2.58,  2.08,  0.00,  0.04,  0.00,  122613523,    1947000,    5621000,  139469216
483031.exe  , 40.19, 33.02,  0.00,  0.59,  0.00, 1740627656, 1732207000,    7996000, 1758185835
5192715.exe , 38.06, 31.34,  0.00,  0.57,  0.00, 1662148209, 1657941000,    3999000, 1682494518
526197.exe  , 20.83, 17.08,  0.00,  0.31,  0.00,  927608578,  920626000,    6997000,  946536562
5388267.exe , 44.47, 36.63,  0.00,  0.66,  0.00, 1943472587, 1941204000,    2000000, 1960668798
5391029.exe , 105.89, 86.78,  0.00,  1.60,  0.00, 4723980653, 4721070000,    1999000, 4744056257
5402227.exe , 65.16, 53.56,  0.00,  0.97,  0.00, 2864117970, 2858805000,    4997000, 2881327426
5610753.exe , 38.61, 31.80,  0.00,  0.57,  0.00, 1682932894, 1677859000,    4996000, 1699762781
5748910.exe , 15.44, 12.68,  0.00,  0.23,  0.00,  684943201,  680810000,    3998000,  704735441
5947083.exe , 15.79, 12.94,  0.00,  0.24,  0.00,  704376821,  700359000,    4002000,  724169089
5949274.exe , 38.27, 31.50,  0.00,  0.57,  0.00, 1673452050, 1669214000,    4000000, 1693280554
5953163.exe , 38.23, 31.38,  0.00,  0.57,  0.00, 1672315764, 1531214000,  140927000, 1692464993
5955123.exe , 52.03, 42.93,  0.00,  0.77,  0.00, 2256041490, 2250704000,    4999000, 2273027324
6043669.exe , 41.09, 33.60,  0.00,  0.63,  0.00, 1849446569, 1846265000,    2998000, 1869563160
6062852.exe , 37.66, 30.95,  0.00,  0.56,  0.00, 1656004148, 1653685000,    1999000, 1676689314
6083074.exe , 16.12, 13.20,  0.00,  0.24,  0.00,  719906601,  714857000,    4992000,  739867813
6085360.exe , 17.85, 14.61,  0.00,  0.27,  0.00,  802085672,  798948000,    2999000,  821028451
6099013.exe , 12.99, 10.62,  0.00,  0.20,  0.00,  586148425,  580964000,    4999000,  603517194
