file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1086590.exe , 21.08, 17.31,  0.00,  0.33,  0.00,  958652038,  955472000,    2998000,  978135707
1573990.exe , 66.17, 54.26,  0.00,  1.01,  0.00, 2988301121, 2835911000,  151995000, 3005354093
2703189.exe , 83.65, 68.53,  0.00,  1.29,  0.00, 3803017644, 3652635000,  149985000, 3824332923
3384818.exe , 37.13, 30.55,  0.00,  0.56,  0.00, 1660289249, 1466051000,  194006000, 1677885674
4186402.exe , 23.23, 19.10,  0.00,  0.35,  0.00, 1039502005,  904481000,  134922000, 1059444702
4374179.exe , 54.55, 44.65,  0.00,  0.84,  0.00, 2465925384, 2318726000,  147046000, 2486175318
4502274.exe , 56.68, 46.79,  0.00,  0.85,  0.00, 2503895439, 2500491000,    2999000, 2523473996
4955200.exe , 65.53, 53.79,  0.00,  0.99,  0.00, 2926967668, 2770690000,  155982000, 2946951328
5156250.exe , 67.43, 55.26,  0.00,  1.03,  0.00, 3038775797, 2882391000,  155912000, 3056321242
5481495.exe , 23.46, 19.16,  0.00,  0.37,  0.00, 1078772320, 1077687000,    1000000, 1099036059
5599936.exe , 87.93, 72.07,  0.00,  1.34,  0.00, 3949623461, 3805388000,  143976000, 3966969483
5696434.exe , 27.16, 22.36,  0.00,  0.41,  0.00, 1203547391, 1066534000,  136940000, 1223448233
5818310.exe , 21.04, 17.30,  0.00,  0.32,  0.00,  941658508,  938556000,    2998000,  958776003
5824854.exe ,  3.04,  2.42,  0.00,  0.05,  0.00,  152456339,    1123000,    7863000,  172253825
5867753.exe , 41.47, 34.12,  0.00,  0.63,  0.00, 1849001144, 1846809000,    1999000, 1868885865
5926702.exe ,  8.85,  7.23,  0.00,  0.14,  0.00,  401309494,  271200000,  130096000,  420332785
5980254.exe , 90.72, 74.83,  0.00,  1.34,  0.00, 3961374754, 3811027000,  150001000, 3981827350
7309424.exe , 61.52, 50.55,  0.00,  0.93,  0.00, 2748658474, 2746363000,    2000000, 2769036990
8032489.exe , 47.02, 38.81,  0.00,  0.70,  0.00, 2055558044, 2053447000,    2000000, 2074939055
8576029.exe , 27.59, 22.60,  0.00,  0.42,  0.00, 1237325473, 1116369000,  120931000, 1254718675
