file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1141757.exe,211359009,393498828,389810,78879,88387561,1409350,537,87492295,1620880,117587276,966521,45147258,409902,67361,5908,17391,18897,120620945,890,50457985,209,6367,717,66038000,7004000
1194834.exe,493336984,541869218,2240899,589449,127799696,2988184,3275,129456442,3125391,123866747,4774160,66007704,1494011,1526603,338301,67138,16552,123348530,450681,64286464,23181,27188,6082,167894000,9993000
1334614.exe,332424933,486579371,1859289,484294,101846571,2682661,1891,92592793,2386822,113444718,1261809,52526157,2858419,213648,89793,63480,11624,152706152,36449,57739909,8981,74076,31128,80282000,6021000
1369810.exe,231713477,424953881,916135,158166,84959066,2281003,1943,81837830,2139187,106847248,1452704,46998614,637644,64505,41562,22463,5759,157407615,3775,55541819,4877,9097,2620,79158000,10020000
1376527.exe,215163625,385338947,301999,114997,85805209,1382422,1041,89313942,1368613,126817565,839553,46154469,491714,59074,38680,17099,1149,122462966,1341,49058807,6916,9100,1545,71699000,2019000
1394267.exe,105431758,174692599,428821,111627,29008379,1318942,531,24967379,1537067,23051407,804296,10687869,567763,42904,24740,4105,1439,17332385,2014,19883751,544,2213,557,38536000,7904000
1702636.exe,229374783,412264917,866057,151409,80366171,2320081,1945,76846315,2148338,101913782,1360817,44642752,695172,73124,44130,22220,12601,147667795,3830,56984016,6708,12985,2640,77050000,10006000
1828655.exe,517673175,1276496570,373979,102138,273985231,2112825,531,270986657,1920293,424113392,817127,215644131,602499,61349,37058,11180,1340,437353991,2747,228367332,501,19900,1951,182368000,5010000
1993016.exe,242820546,459096685,1305293,173554,103860861,2200000,1713,101905460,2019691,117300411,1916232,46453887,971716,73849,44301,7515,2653,161982841,16193,59442525,7691,12336,2104,81614000,11943000
200463.exe,526117689,1317436855,442234,106517,272703194,2751630,532,267230074,2625344,417821467,938835,222005581,552265,59487,39270,5416,1249,469841587,1911,249687074,770,19481,1797,177255000,3004000
215691.exe,231684513,519914888,284963,124133,119559328,1631963,534,115174000,1742458,109259046,720509,54976003,470921,45497,32377,12685,4946,110658070,4262,60321361,2664,9793,5779,78253000,1003000
2182933.exe,218465776,386149827,365325,131200,91152815,1481752,1042,91551219,1573529,124713937,866311,45373872,449541,50643,32751,4210,1607,122549466,1220,49253199,7279,8806,1794,68480000,7939000
2283561.exe,241233160,445811824,516685,109829,93420519,2070914,2215,84887230,2216582,106484075,1251457,44683080,784359,60294,38946,10378,5146,134986316,3965,61080432,4319,9623,1803,81184000,11025000
2317321.exe,219161701,378076038,561662,89676,80930183,2411592,537,79504982,2305691,103057286,616210,47750982,495400,60804,41108,3888,1546,148620693,2745,46362906,520,4986,1838,79103000,4005000
2473888.exe,544405307,1275116115,878701,169062,276343995,2394282,922,277334619,2202140,446250206,914087,237240544,895600,60334,39831,17075,9439,438399212,3665,217148273,4272,18098,2780,193446000,4009000
2557813.exe,231127540,434508436,633660,120563,86331642,2231157,1055,85428553,2040381,117788868,884870,53187796,631959,58113,41973,13212,3436,149300765,2810,60777534,2419,7871,1547,83176000,7014000
2870679.exe,211427965,412898337,481020,133914,91024567,1537054,933,89038859,1741028,104798041,1307398,41263511,305344,67139,40061,2443,784,124908475,703,53833218,449,4947,725,69722000,2988000
2876767.exe,221722108,398720724,647171,134157,78596436,2503496,1040,78170838,2303856,105424140,789174,48289712,628895,57210,40598,14590,3364,147846530,2868,51153946,2360,6672,2255,83661000,3023000
2956436.exe,215917108,373808429,934875,120070,80862307,2379907,928,79247716,2277135,104271572,1039515,48406504,460142,57230,37963,6152,1675,133541592,2473,43916843,651,5636,2098,79277000,5017000
2961485.exe,730466623,1377613039,2341238,373545,297621429,1673795,2487,298346206,1649196,468575976,5142790,237431872,1506270,1790818,217120,47024,12121,458074142,290242,229569040,18290,42725,5166,254234000,5981000
315901.exe,212934991,364994401,605083,104240,76406125,2049429,537,76105547,1991630,101778439,619937,45715273,479157,58754,39271,6845,2699,136603226,2648,46602148,498,5439,2133,76391000,7936000
3310511.exe,219721502,397902736,622275,119963,75100643,2321317,1042,75431277,2147504,106719062,762703,47514846,624019,63933,45397,17718,7735,143199814,3090,53371081,3211,8207,2720,78361000,6027000
3448452.exe,215113156,364683727,857181,129117,79815154,2070029,928,78729836,1993615,104114631,1022433,49219746,442817,56327,38429,5336,1736,130586058,3870,42380044,756,6260,2863,75812000,9097000
3533053.exe,535815341,1232975583,968414,152142,262463469,2711249,1951,263390940,2560024,410779212,1342168,221450902,962994,73468,45416,21766,5800,457075621,6384,224801558,4477,21280,5980,185733000,8987000
3576195.exe,216673383,377928917,664627,117329,71137684,2372161,1042,71301896,2285855,100713680,769518,45659088,616992,70355,44167,12743,6788,151621004,4026,48195699,3732,8646,3723,76350000,7032000
3581799.exe,534800562,1321661939,538622,112149,282431438,2123099,921,280449295,2073956,444499451,821526,230493921,942291,70707,41177,112594,7856,423020466,3546,213530347,3428,24903,2863,187494000,6981000
3642321.exe,217649280,384911848,341961,122268,90563446,1488697,1040,91577630,1594569,124939201,865859,46055127,456361,50642,31717,5049,1642,122324611,1250,49364789,7067,9711,1513,72206000,4011000
3707962.exe,211922375,401173814,487670,129283,89036068,1362209,927,84412107,1459885,113907466,1383455,42197990,616772,89975,39818,4393,901,121972772,964,49395939,183,5923,789,69821000,3989000
3753320.exe,217765990,449512729,450763,149432,89880768,1623920,928,85949510,1729008,124707650,1373260,44597247,299911,52808,38563,2780,1792,149089851,2038,56290222,622,5569,1171,69886000,4051000
385823.exe,356628913,551098481,1310593,126465,120641690,5607408,1710,118664151,5204934,151279376,1542505,68176790,570334,71615,44851,40116,70150,178266243,8107,80640601,18082,23943,3417,124324000,7018000
4010334.exe,235340354,396665725,886949,158912,80894523,2463607,1945,82872423,2196406,123138117,1381027,53482033,725224,62906,42356,21743,5301,155889179,5066,57595749,4501,10680,2591,83264000,7022000
402806.exe,211878601,356873856,852169,124448,75806250,2206573,930,74682852,2041628,106783264,917416,47445599,418183,53395,36958,4707,1907,126039862,4965,42436857,1339,6228,3904,74110000,8011000
4110986.exe,553141452,1335047106,800831,107071,277671238,2392918,923,276225525,2198924,450883767,1114984,248545115,726689,71174,45574,6855,1926,471836223,2650,257712754,980,16858,1871,192298000,7010000
4292167.exe,528909857,1315150500,406392,98165,280325578,2064611,532,276536479,1956367,437602129,610700,232137305,722516,70193,43174,7181,1136,434396378,5752,219318427,770,21080,4414,188414000,3006000
4327744.exe,1173219908,3195143038,3420147,1005839,700095829,2269806,4369,698808665,2115920,955188950,5733663,563619330,1676161,1673682,213483,58069,16930,991568101,97893,569979812,18209,46883,6895,395384000,10009000
4340748.exe,222948440,408937705,611341,118041,78341309,2289056,1042,70752226,2291229,102358747,808656,44216104,648766,59267,39123,17618,8774,142723575,3547,52782030,3404,7396,2551,80819000,5986000
4455594.exe,217370053,448886689,445058,125568,93023931,1643598,926,89781072,1701110,124785385,1453073,44660471,474646,54657,39220,19061,13956,152964302,819,57672830,227,4950,858,71336000,4953000
4555067.exe,224754374,430215205,300232,122282,94418741,1649989,928,88551223,1790546,117475292,1264157,51453611,513080,44298,37050,9559,1331,141184958,808,57153372,182,5497,694,74436000,3017000
4625115.exe,525071636,1249572463,811177,119440,268591915,2802269,924,266014429,2590878,416286155,921969,224691613,620200,61459,43370,8734,2949,410760056,7335,214998195,1044,20847,2817,186935000,5025000
4646902.exe,232260014,452975538,306208,125623,97264522,1485670,1040,98157367,1609231,129628452,713720,56938774,424170,44234,31241,7064,2011,132501745,5619,53537309,7591,11959,2912,75511000,3974000
466493.exe,347646414,557606941,536137,132310,123930162,4068501,1709,122629455,4343622,153393756,2193902,72038907,372045,70621,38861,5427,879,172884353,1234,70902720,271,5379,712,112125000,9010000
4699989.exe,246076317,401329906,450544,94933,90338953,2849425,538,87680537,2779852,107802204,793835,47646213,485415,61095,41164,7730,2264,151036523,3067,52810088,629,5262,1957,89340000,6022000
4888119.exe,208638377,360795085,815896,120899,79841830,2375891,931,77897816,2185272,102372196,974117,48116305,409402,50630,37034,4197,1236,125133031,3045,43029400,649,5345,1857,75095000,7904000
4909871.exe,310479138,555881806,2944501,791190,114972583,1823939,2881,112259501,1786956,144170103,5756403,69945974,746906,1387407,177072,33999,30117,167326825,93292,66595914,17365,26926,4185,105344000,11925000
4958343.exe,529663592,1296689006,503718,118358,274192967,2109454,1036,273479684,1983178,439160029,661660,236143246,867110,70626,44985,9224,3026,437843457,4564,219134994,5204,21061,3866,186828000,5994000
5160992.exe,234422063,407047563,528709,81635,94878372,2190721,539,93595031,2032970,118897817,695973,51372968,588733,59433,44733,10334,6191,140787586,2282,53862032,2336,6803,1251,85687000,3024000
5253674.exe,516703028,1263866730,385467,114435,268887952,2342696,1035,268947702,2026996,431539551,846861,221013609,969946,78955,45503,11213,2704,442378502,3030,230364446,5306,22137,2806,182028000,4000000
5470489.exe,211199000,353784237,555330,114077,72904728,2369413,537,75002470,2212589,110447621,630085,49383152,592630,56544,38085,10856,5935,132528546,2506,43742855,2306,8058,2242,81227000,2005000
5473977.exe,224854753,381625901,555678,98900,80625729,2197614,538,78425402,2004556,102908406,620770,46562301,414080,52306,38131,6479,1705,146068523,2332,47692821,463,4396,1166,83521000,4025000
5494547.exe,219149427,391734695,556214,89336,80623277,2509101,538,76919587,2307194,100371718,635462,46179911,460511,59281,39184,5347,2383,146703422,2658,48127719,380,5585,2005,76152000,9018000
5550352.exe,215391214,363857361,582794,102283,74964973,2367225,535,76105316,2258151,105802706,630515,48354512,554760,54660,37147,10424,7754,138595594,4884,44387331,2426,8338,3049,79221000,4011000
576026.exe,229558677,381479161,964048,164718,78578427,2249377,1947,78941176,2087249,104488647,1332304,48672010,659900,76819,41988,23091,7497,159687231,6736,53569215,4772,11797,3254,80409000,7941000
5961211.exe,236318604,490486925,583485,118484,102018535,2128561,1040,103668174,1946053,100631597,871883,58849710,633029,60780,42491,14369,7227,128428745,4070,71517322,3204,9746,2155,84090000,6006000
5975913.exe,217651470,437638485,388805,141376,96067239,1725311,731,96713920,1750570,120421327,1092310,43304286,425409,53694,35991,14388,9426,130260465,1544,51536942,3564,8647,1291,71148000,5010000
5976816.exe,519874625,1306942977,503099,134381,275579394,2035543,1036,275930084,1863813,439461922,850257,230290861,801775,65517,42523,12664,4120,448684189,8146,234126465,10267,23786,3964,182512000,6981000
5978424.exe,527090737,1312978596,499604,129077,275695823,2112606,1034,275345476,1949505,441911778,743419,234980452,808168,59967,38478,9033,3446,431854356,8966,226394327,5163,24644,4546,188257000,2988000
5979286.exe,232127172,446598992,257834,98118,94109841,1554345,538,91637672,1631622,121012432,759231,50405491,345952,46468,35192,5785,706,131775755,3896,53906026,393,5589,1437,76775000,1994000
5979571.exe,231410770,438294118,297541,108542,93979211,1548531,537,91905199,1622929,121079809,756155,50171919,348062,46698,35520,6153,626,131567822,3807,53946384,405,5479,1855,76242000,3009000
5980827.exe,533152436,1240704023,842527,136662,268092550,2728089,923,266749572,2515071,419454551,944596,227955495,682179,67902,43524,9544,2346,419525174,3154,209496333,1366,19239,2950,188466000,6980000
5981368.exe,231855143,442042242,363958,119569,99982470,1368468,535,98734184,1498657,133179178,720848,52229723,238477,44732,36832,1479,791,131230413,4968,51956446,511,5936,1834,77320000,3012000
5987243.exe,219582478,392934152,323829,124124,88617005,1500483,538,88999904,1614494,113340759,850304,42795233,317742,53687,35368,3583,269,126153810,825,50470847,166,4376,653,73856000,1996000
5990492.exe,513348645,1252801767,494256,115118,260765971,2718812,533,258502988,2543052,407449980,825894,222507556,507859,55966,41492,4716,1123,459406955,1663,238883869,718,19454,1363,172965000,3999000
6040995.exe,549839346,1270371456,955474,188160,277741849,2561139,1939,273409953,2428419,428756471,1217203,229337241,1005243,115102,41980,13941,2710,448208803,5181,221270021,12053,21566,6490,190143000,7964000
6236007.exe,220528289,415498846,350782,127664,92937312,1456920,1041,94080725,1560719,130307159,884452,49033400,444215,78038,35382,5506,2031,133857992,1480,52576100,10108,9791,2519,71780000,5054000
6322230.exe,522823182,1261335352,388042,90441,271951183,2249585,532,267829075,2132291,422569159,636344,226236227,617915,64380,39369,8458,2191,414773830,7057,217808804,1141,19365,2738,186441000,4009000
6463124.exe,323760049,563940689,2882852,566567,120916717,1852126,2881,117823304,1876401,150193463,5439349,63593160,971229,1631852,235582,30442,22627,158813757,84029,73634986,9997,19749,3096,107937000,12992000
703894.exe,520032880,1316812630,465933,103699,269744073,2704619,533,266885388,2579897,416800707,929631,224899206,630042,64450,46762,5103,1527,469535961,2411,252345374,792,19090,1163,174812000,3995000
7091608.exe,516855200,1274675035,384335,101375,272482047,2251050,531,269847627,2059599,424276059,701744,221346430,652702,62547,40183,13653,2549,426470833,5377,223811290,777,20237,3271,180389000,7973000
7103208.exe,222467306,377376635,316402,117143,85672917,1614674,1042,88646247,1505184,123748510,792659,47764602,460540,56399,38978,45877,1285,123205731,2175,50338333,2439,10081,1585,74487000,1986000
7162730.exe,228813163,389372511,661139,126943,84279623,2194527,1040,81900256,2012895,103594437,778960,46938274,611370,60156,44440,24166,2922,151899434,3638,51379177,2289,6642,2372,83243000,4011000
7663493.exe,512612864,1234571388,563140,134226,263355853,2665376,1034,263913767,2473919,418875054,830411,230122881,673633,54805,39939,6722,6095,457401027,4739,233003704,3493,21502,4451,174188000,3003000
766743.exe,533158335,1342960845,564462,124088,284313553,2208858,925,282990388,2016864,440845027,975636,226521617,1026514,68121,38272,105572,1807,424412462,2867,216721733,789,21595,2182,188422000,5011000
7856160.exe,1061981242,1220145370,7088653,2435444,253324064,12884712,11164,248164388,12956210,330067149,16278115,170742610,1936447,3199818,711351,67060,68157,357114526,578687,179874682,71690,79657,15423,347355000,26026000
7891135.exe,516825656,1279124418,395644,105774,274412173,2075587,533,272808192,1927868,423942088,843127,214302821,564636,65604,41617,9303,1586,438630130,2604,228984404,480,20383,1441,183198000,4004000
793821.exe,240825050,461447366,807886,105245,101063837,2286635,927,97256500,2084191,110424549,1489227,45095198,889025,78505,46586,6875,2229,149120306,5530,61291258,4068,7261,2585,84098000,8904000
798360.exe,816837821,1424141624,2396071,633577,311631454,3396148,3266,310278783,3511572,446592097,5041143,232880869,1894422,1442674,313960,69012,16396,458112410,441920,237337850,23488,47948,6917,282987000,8999000
8028891.exe,226583126,381443198,877130,191763,79960948,2438349,1707,77637417,2270595,106236086,1046192,47705649,617998,60134,38844,130809,23366,144323743,5949,47793893,6906,8195,2603,81420000,5957000
849073.exe,225209318,384003826,561441,102491,81317273,2157455,538,78905129,2002658,104490667,618124,47505784,408206,53135,39367,8551,3032,143428360,2173,47413399,407,4557,1376,83640000,3982000
856959.exe,246295804,449674558,687673,147051,93529669,2340905,1040,92644227,2112475,122538245,1023334,51237291,723012,68637,40002,15301,8080,157333883,2948,69161710,3507,8630,1820,85982000,5998000
908301.exe,547721926,1265976990,576660,149200,272520870,2779193,531,269903578,2598566,428537854,714876,234803000,695352,63108,43431,14219,1877,435392867,3534,223771415,659,29688,2532,193274000,4981000
