file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1168229.exe,933880091,2293547497,1213573,435946,449009908,3454675,3255,445516268,3314700,744304753,2475797,415790445,1176958,101206,11797,45728,23170,752696975,9566,440592473,1867,34739,6927,308887000,12995000
1239379.exe,743765450,1850722543,739405,143067,394541943,3460759,1559,392294453,3091981,619636819,1003442,337042291,794959,90584,66538,50350,23771,637974392,20342,326694895,11888,39755,5972,259760000,6017000
1253440.exe,303005479,606158861,1009580,163451,134844139,1410688,1696,133271634,1220591,187364639,2325467,88556092,1179633,84683,59601,8948,2434,201711498,3138,110610833,660,6038,2158,102595000,11952000
1363825.exe,1309579568,967496957,7537848,3177072,215112668,9477154,10091,214902259,9590267,287197899,13796987,115340205,2302607,5041786,2247366,233753,121281,278012931,1685689,115084556,99276,103270,18749,434336000,27020000
1373378.exe,1339947169,1051097341,7027949,3130128,242357383,10597835,10070,244306602,10547952,330356293,14886836,122779030,2056194,5234197,1952491,79344,49211,315187312,1484865,114462808,68884,106828,23785,443524000,29034000
1380046.exe,959552247,2128943380,656926,180714,462189043,2748903,3839,463172956,2701268,678803279,9111580,348717274,1602970,199577,129442,66896,46183,682828322,10688,342763461,23422,71417,9105,325923000,12996000
1405031.exe,841579013,1932665907,894131,196152,412558546,6250422,4281,411261847,5655044,627274795,3294008,345049788,1661824,135362,62924,34186,13861,681297704,13117,358900743,7946,46077,8274,286892000,13994000
1484788.exe,773152412,1115457959,8326191,1332241,234131697,5148300,11066,234521667,5017688,328203629,13065069,158123272,12418421,2448066,425448,286072,107029,311845743,175899,144911214,80613,225274,61497,148998000,20497000
1651759.exe,983597936,1377871349,3375739,1848600,248486275,8049372,41432,247719377,8087116,379473275,5939766,194980786,2813120,1023859,714967,739606,426930,390678093,82550,200344456,404648,315673,46056,254288000,93105000
1757160.exe,516732275,836024029,851296,192505,187440410,2287808,3845,186342512,2188087,213256087,8815066,84839343,945819,248185,175747,55560,45446,234213239,9789,84240102,20613,46212,7343,180420000,8018000
1794636.exe,959817916,2121703078,751486,180879,461144830,2778098,3841,458796208,2721226,672497522,9229817,344055903,1528611,219912,148286,50831,47284,698625041,11872,347616273,24196,75134,6362,324242000,16011000
1841293.exe,618609496,736474730,5591461,1115725,152035282,7739563,7760,154279866,7622906,190215052,9589215,86569154,1589993,2913130,678987,42143,16864,226398567,235452,91411265,58896,47433,9659,196483000,26064000
