@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
530823033,771675948,311143,40368,154003339,602562,129,152767254,602914,244334086,362954,130870258,676247,42332,4102,9305,5159,257434223,107173,135681748,711,250352,153449,140142000,51051000,0
525846396,812189579,464904,112313,162687359,698044,741,157339351,675019,245038950,402262,127694905,723120,41596,20461,14979,8323,253908301,104650,138770446,4055,242770,102007,143903000,45969000,0
525493137,768184537,317916,72873,153603581,585843,128,152275010,583731,243931115,299117,131821277,543940,36202,18503,5935,2246,253004449,105280,133842352,767,510773,309048,133768000,58897000,0
529897364,767230101,336875,61140,152359646,591688,128,151512159,588473,242776974,304419,131921056,566850,41480,22351,6574,1199,253461045,105930,135271664,678,405584,332260,142972000,49990000,0
527587373,765715295,347294,57561,152083505,601144,130,151036008,600589,240288835,299338,131674508,577683,43286,22914,6982,1324,250858664,107525,134829578,718,310340,311208,149209000,43060000,0
531830895,770481136,361980,67713,153339011,608671,130,152616229,603163,241973699,426780,131147326,567300,38276,17891,5631,663,252738329,106777,135232658,729,458701,311170,138034000,54013000,0
104167582,252792698,230941,49229,46926311,193784,136,42961514,189339,59858315,262781,27203091,450091,40437,21534,4343,1560,70514479,3192,32088525,209,4232,1118,44123000,2005000,0
372025224,326418347,284662,64896,62105203,420634,136,61556555,422681,91075435,314575,43494733,532823,44379,19456,4214,722,94997657,105832,45022020,296,336079,209618,95993000,40997000,0
532148424,775177328,283795,47810,153765681,590665,130,152589936,590700,240934360,296327,130544169,634337,43206,22111,7535,695,253107754,105967,134988080,648,424842,309605,160066000,32013000,0
519783711,766194745,292287,68244,153609117,600948,129,152062005,595071,240907111,292984,131274618,519002,36425,19967,9124,1071,246041313,105418,132611698,703,339280,308685,159969000,29994000,0
532148356,766315104,339558,66621,152447171,608952,129,151539271,605941,240790168,306116,131320891,589480,41395,20747,7031,1397,249622840,106056,134684957,681,322467,311357,148643000,43894000,0
30506229,45621814,387096,92812,5318829,129383,592,5009358,138507,6675474,213064,3617621,275288,25735,19277,10160,7498,8977824,2450,4490885,3430,5028,2375,15347000,4092000,0
103646299,276132703,320078,50947,42921196,179199,331,39652993,184757,52801088,292531,23552669,366585,34839,24755,3449,1017,73253382,1928,36107147,232,5572,2650,40352000,4035000,0
99087667,236236356,205655,76117,42463145,175727,135,42625968,172242,62140473,209110,30333468,154267,27717,18011,4440,238,75661355,1447,33862746,84,4960,1467,31440000,2028000,0
106656881,262289619,282177,90809,45781803,199980,134,42545335,195883,59493728,307931,26608587,370787,42218,21624,3722,1194,70262288,2765,33367019,208,5265,1431,40503000,4939000,0
524119748,768268912,261160,64032,154566233,591715,130,153604436,589536,244902017,295832,130777102,529386,32604,17915,7831,1118,250027597,105529,133333780,645,397954,307419,139019000,51007000,0
103592716,271963017,284653,77648,53133708,162058,132,53422488,158904,52224438,196018,35256671,202065,27484,18878,1315,0,58580518,3772,36778434,369,5771,4188,35586000,2033000,0
522704975,765463537,277530,63765,153756086,599698,130,152863597,598654,241671815,301341,130873661,616824,38836,20930,6112,1463,248141791,105565,133663086,671,414426,308436,146563000,43869000,0
366319715,329556532,259832,61591,61820626,354548,133,61104198,355350,90396014,308836,43122774,500294,38037,19563,4211,868,94564709,105815,45049430,300,342965,315860,86441000,48246000,0
