file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1017040.exe,184912716,413047180,251347,36193,80497887,786095,419,76840409,976745,121637410,296813,53970425,601870,43652,5195,11914,3697,173067952,2328,77084509,1875,7153,1392,73068000,1000000
1140402.exe,181706761,388594314,313884,65304,78244327,1242079,861,77126736,1025026,125111699,334701,59417429,585982,40551,16171,7183,4323,172552657,1996,74026409,2434,8850,1339,69894000,1996000
1187270.exe,78550894,198614923,213657,58072,35789217,488329,611,35652962,530449,53146627,243771,31504107,377257,33495,15164,15943,8300,96316510,1549,44344928,4125,8820,1803,25949000,1996000
1228057.exe,189148661,406323295,273253,45027,80201001,898194,867,76778647,1007577,123388595,337528,55293760,568023,42536,12595,6906,4261,176547559,1957,77672948,1873,6910,1175,68968000,4997000
1367032.exe,186664106,413080222,291269,59101,78248523,626576,2329,71528201,772767,117621854,610972,56522987,714992,56483,16366,8802,4843,164067205,2548,73844350,1808,5089,1120,66824000,7979000
1370800.exe,91136663,202486852,398702,65480,36268074,334793,623,30978088,374449,51916671,343524,23231453,448312,29878,8154,3542,853,79214328,1400,33930389,240,2697,1428,35037000,6006000
1671790.exe,36710320,49110988,255324,26933,10478297,290174,407,9472650,179555,11028155,372569,2912844,374621,34036,19720,2400,667,16098974,1139,3489937,121,560,271,17585000,3907000
1845510.exe,210783568,443332834,459627,93880,89587497,115962,1649,87999990,322534,155463055,586957,66572664,732137,63305,31805,31340,16069,158104251,11407,68109483,8914,15349,3273,77799000,4987000
1992685.exe,205717538,464072004,317040,51013,91202687,527361,864,87957191,657956,146124689,315285,69495791,531291,36515,13049,11335,7262,168769841,5047,76177686,2761,11173,2392,77409000,4962000
2169893.exe,181872473,405604966,321657,58570,81062038,758800,624,79087257,929587,123125049,324313,55956827,590350,46609,14254,9229,4949,162655747,2821,73509537,1806,5826,2323,72273000,1003000
