file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1536382.exe,540907659,1432280722,498778,164046,226232326,431184,6776,222432457,421535,370054546,6389672,231360890,1187532,71407,16053,41201,32224,409491905,9848,257244613,33703,57900,9239,167820000,27132000
1605758.exe,511367327,1423889907,518998,126099,237281132,418035,6776,232324595,414051,393373391,6254267,221887706,1013299,74401,48936,42293,33543,395700573,8884,234795111,39170,46126,7175,164822000,21976000
1627487.exe,1221704838,3339754385,706335,397758,448268170,2343012,6779,444351045,2324700,946566934,13700819,744433930,1452333,69585,47736,33965,23868,973789350,14711,762306342,28820,56469,402482,408727000,22984000
1734547.exe,1584689939,2707939055,581457,219150,468032305,1278690,4036,469443234,1297685,901095931,26336083,538377109,1090659,97417,38801,13284,3097,941268679,216763,542848139,25222,526861,250220,449705000,96936000
2002873.exe,1596343323,2782469734,642749,134853,490160487,1340703,4037,489268387,1343074,915942800,24800001,531049511,1615512,129465,50581,42874,32213,918954319,225483,542152441,33031,585534,204296,463510000,96105000
2049538.exe,614600302,1505415082,464133,195904,241741616,731003,5212,239524649,716934,453438461,6695684,294118477,855564,60995,40693,29700,21857,482530574,7557,302752055,31193,54966,8213,203727000,17060000
2134592.exe,397347011,998396927,634985,349393,175147956,182986,2578,173650495,185571,268213198,9620248,153960547,576248,58901,41648,7805,1611,298190937,6430,153918054,7509,24102,6478,144513000,4014000
2365914.exe,404372188,1245275544,285478,126002,232880701,188494,2375,227041431,190543,250311663,5250106,183990231,708308,63470,48017,9074,1961,280712114,2355,203161415,1155,11323,2146,129209000,11017000
2505532.exe,1374293751,2434335636,552334,184523,452858261,1577368,2573,450687435,1569972,732003352,6708662,423210171,1306217,67705,41594,19596,3256,744382361,210212,433101511,1088,648445,201433,392746000,90941000
2527896.exe,771955463,2502866498,540582,161349,388966043,227697,4044,385723048,235782,561169437,16152832,388060345,906476,105996,38605,37293,23543,577521486,9180,408051499,17631,26325,3092,251159000,13953000
2640086.exe,464836030,1299554979,668080,253288,192425215,408888,4776,193862070,423489,323102399,5258513,202379086,802149,87646,52216,119346,101607,316083480,16620,203971446,53009,58733,12164,146724000,12059000
3014683.exe,482279190,1372711428,575267,227993,251166223,723861,2376,246931715,686289,284787944,5476354,209073546,753086,56945,36696,24396,18397,290903216,9166,216388624,15359,25010,5612,162169000,12012000
3018918.exe,554470102,1380169257,432468,166812,234997307,247707,6776,228621819,237143,467598920,1165042,259436098,1236527,79112,42689,36103,24635,500380155,8913,268866552,26923,53797,11376,185584000,16050000
3047601.exe,458320914,1362579284,432428,243980,227095410,680069,3652,219152783,683952,327579508,5411010,204545144,743595,61997,39366,3952,561,369204981,1763,232008498,552,15004,2825,148334000,10950000
3113504.exe,701271935,1522088808,405145,135303,222552396,396599,4049,214408407,384125,458744910,24064245,287503000,1051868,96220,65162,8102,1446,504631786,8336,300776835,4968,18088,371944,239275000,13014000
3149650.exe,420267195,1093036107,674332,218574,185738283,189436,2573,186461410,197787,275595937,5374928,184356383,553099,53573,39086,11129,6984,307976423,4261,188710536,12607,25165,5424,142446000,11034000
3242376.exe,444904100,1221433657,513218,153489,208413283,886537,4610,208513078,855886,312254050,6084171,198718757,943254,70582,42031,37531,33377,315503712,15865,197049028,14861,72179,11815,152447000,12035000
3324029.exe,402215308,1134065584,546480,159079,180388495,217387,2186,179575997,206989,285083212,7282778,185335595,732982,53591,35804,33691,25990,298648773,7615,182908259,12922,23939,5649,139554000,8971000
3583821.exe,961387915,1303394311,709269,188251,225015968,609122,2572,225886430,618529,341724893,6650162,213183158,1003898,77861,52407,11550,3233,361827088,211153,220754178,27383,674135,206755,245353000,94135000
3645873.exe,629032614,1767851060,362467,150824,308730706,626956,2492,308504603,633043,428619897,13532068,326584725,890614,57271,39093,11349,8366,451292258,2249,350706974,4034,17011,2929,210488000,5985000
3660770.exe,387826995,1045656038,292580,134110,182473297,224562,2380,181127167,247777,254944084,4939902,143451689,735005,60491,38328,56660,5154,278743439,2190,161134450,1649,10316,1910,127357000,5969000
3722205.exe,1464796844,2580222105,632739,325862,505151339,1662986,7160,508439968,1667303,814687092,1727823,457324606,1501039,73222,45304,41954,34138,836300983,216482,452773053,54073,689622,482050,408260000,96824000
3806326.exe,457541833,1254432535,454836,148557,240670097,433981,3404,237437534,437434,276783287,15396582,179686032,1087611,65686,41975,57319,43865,291530773,7041,187331786,19910,23196,5719,142932000,15098000
3843447.exe,612371091,1746309528,232870,107337,256727742,612355,2965,256636807,626941,399391843,7917990,273823551,852975,81736,58042,126440,75037,392671275,8571,280456250,13663,23587,4744,200586000,10029000
3950897.exe,628543803,1709442343,512277,239275,269249028,1215884,4624,266184897,1199233,437953680,9386162,293454649,907215,80161,51755,23161,18763,458659225,7877,304904160,25988,41917,8388,204407000,21936000
4006798.exe,358153196,948055495,701114,215891,170300196,194713,2578,172904532,211229,249452453,5428504,142205827,561684,54801,38769,12977,8270,272580029,8757,145622026,26184,34712,9753,127167000,4005000
4176362.exe,1012987969,1336124316,470096,189325,241026058,644277,11862,239220954,639656,361423627,7661164,223345121,1341870,98444,60737,54170,44559,359927113,232846,219040034,92535,686334,219313,240753000,117879000
4239983.exe,1432795994,2612073546,868504,407264,494542049,1522859,6618,494446672,1514512,805523324,9806496,476561145,1443522,78225,38330,112588,90408,807460055,223302,478614520,43754,694195,209705,405283000,98068000
4267993.exe,518207617,1363764820,454506,245641,235727304,897020,4042,236151216,864973,366495604,5553839,247197001,683204,61210,43965,32458,20074,368617546,10639,245768736,29870,49865,8423,174480000,14955000
4558965.exe,1077332295,1681169663,480351,141240,267406066,594036,3847,263367192,597708,411468066,12816918,270225702,1037693,83262,57205,10539,2619,443398896,207892,275729707,9658,652323,208920,289314000,92100000
4561699.exe,749589650,1583450499,490369,140429,215469044,212450,5607,207116256,207678,479040779,48039219,254185733,1342132,88795,47740,25018,1377,539574478,3446,283050960,884,17071,7423,250479000,17032000
4577882.exe,1125330269,1640520211,637874,227210,263858038,1139591,4620,264146310,1143587,493619171,7021226,317063940,1187909,75864,48360,26209,10376,520743721,209691,324502135,13511,653310,216156,301491000,96156000
4619221.exe,305107744,770127292,980511,501636,137799533,202727,2966,133591915,218583,198254997,1415684,90227370,676870,81015,49232,24298,20525,208663450,7624,98468163,28969,22247,5745,95936000,17988000
4649754.exe,428621530,1140334148,411050,146906,195851093,596711,2184,190237627,621388,265785922,2843379,153995110,739241,76701,45072,23610,17722,269891778,6844,160705484,13288,23443,4996,148499000,9966000
4698440.exe,1184816247,1926109834,646543,215865,380476411,1549779,1694,373532561,1532603,586352368,1029368,313282288,1710570,70697,50312,37102,15271,635204940,200436,333452753,1129,374200,200077,318063000,91018000
4776943.exe,921920279,1161790850,603078,211724,208446181,602266,4042,204982772,601072,302041644,9267084,165388937,962631,69517,43478,9011,1679,326305960,208765,167380815,15003,556801,207789,234008000,94003000
4811930.exe,392633960,1018312247,344893,116577,168047128,179096,3652,169483805,183003,259799066,5337420,160982504,587134,71971,53579,11273,2787,295681038,3641,162216502,18037,33825,7630,130642000,13064000
5053992.exe,485946618,1251847520,674155,259850,211773135,392619,3601,212058853,405150,323347454,5447858,211285960,703265,60727,39540,14081,7353,360652436,4685,220930756,13130,19755,210829,168210000,9011000
5071471.exe,401837530,1037383031,284705,118818,182516340,207313,2382,181430569,212882,261592043,2802528,144013475,589296,58204,41286,5557,387,287102912,1878,159574997,390,10232,616707,130495000,9034000
5180754.exe,363493313,950788212,679810,268101,168040456,182661,2966,168844551,196683,237179838,4940475,131336490,706537,63779,45992,17932,12498,264390304,4592,136386607,15391,33341,6643,125041000,10003000
5235255.exe,632894533,1731430732,516485,202002,349655083,1810699,7167,345114186,1764717,471626805,1439701,247543777,1381034,98774,56650,36116,26853,502265567,8980,256588491,34037,77551,15713,210972000,16074000
5259871.exe,812144208,2103515332,461486,262795,371237116,750878,3653,371232705,762733,528521523,6353330,325419503,907781,70963,45267,9720,1565,566296002,3783,329173234,23335,39670,6209,276763000,11989000
5341331.exe,407686309,1128383866,435970,186640,196050831,256601,3652,192592500,249865,292520176,5155540,186814677,690933,72655,46893,22285,16421,307095614,6417,191224679,24757,23141,7919,127886000,21980000
5395059.exe,1303790101,2250415257,714882,279719,417093273,1460815,6780,413254390,1432840,629523168,1354231,321560814,1832915,82191,41563,68153,48684,650411397,211855,327651890,33424,654459,206263,361637000,99174000
5414988.exe,417554362,1238902034,465560,201872,234226282,270650,2376,228625659,255020,258185870,5507189,192713782,726160,57084,35696,23865,18724,265168356,7039,197501381,12851,22663,4914,135888000,16986000
6184270.exe,1322307265,2080302931,573016,321023,336675842,1059197,4043,335400930,1057984,586362415,27970298,373432276,1260085,77396,41713,29427,21453,587176762,212991,372449868,33628,688363,837168,366588000,98157000
6496522.exe,822994801,2457819012,595657,303069,378728763,859699,5609,372941569,829997,730306868,1306611,415889427,1231591,79264,51359,25664,22618,772551873,10272,438197551,32552,41133,16023,273612000,19042000
6584489.exe,573092612,1552659981,404749,165774,241498283,1011092,4044,239230873,1008811,404956157,11091788,262943105,761224,82483,53374,22935,17946,414572855,7110,267229702,29251,35579,6643,190799000,16067000
6763356.exe,639914781,1723683912,570347,174204,273087761,1486139,2967,272235498,1450675,434242712,11246036,309903633,956888,72984,43900,39204,34554,448568494,14460,322084602,9086,27652,9182,218820000,9991000
6786405.exe,351573738,912408137,834457,231147,153258138,193949,2964,152571306,200360,227658366,5381070,134897223,567211,61535,42267,3809,806,269553654,2474,142324964,8678,20957,5177,115415000,14924000
6901034.exe,693720386,2013419845,417127,174450,341734607,992721,5771,334490777,980380,338881009,16456892,168513970,1089244,211551,141121,70713,1859,395031805,4010,179876607,26521,37226,6297,231038000,16002000
6977008.exe,827245003,888140149,981758,288594,154290440,622628,2090,151621268,621444,232813350,1146314,112014390,907090,87101,58555,7501,935,257720924,203153,118499420,6506,660895,205025,220090000,73695000
7014682.exe,1158825555,1768276725,539861,189690,253602004,648148,3847,257540795,690569,531324006,25724377,333560400,1705861,104461,65747,19645,1243,556525492,208851,333839547,28704,522928,213198,321008000,87002000
7100074.exe,1679691973,2762025537,696263,337767,489535419,1375748,4038,488996073,1372781,919197315,29144702,531693807,1560297,125989,49795,45188,35216,904957018,223330,535119311,43532,652384,203052,498291000,90052000
7104787.exe,1287434591,2263572589,377514,120201,439844365,1305088,2569,436323886,1289178,677423182,8285533,383750297,1300134,74266,40328,19289,8347,684194221,209276,387856287,3145,627403,206411,371544000,82898000
7146604.exe,1621507590,2762222829,741514,348974,489176300,1354108,4036,487331905,1351948,919987013,25861892,533715458,1462353,120355,49541,48184,36416,899089442,218214,535885481,39183,678758,201258,469411000,100087000
7147923.exe,482451234,1227626720,506546,177047,207192703,198931,3847,206270376,215555,302577869,11273924,186179972,613477,57924,41846,5175,928,345579284,3389,191405999,21102,36851,6316,161978000,13998000
7191139.exe,1212348722,1535987982,553522,154495,238140927,606935,4043,239487617,620338,496172678,25849689,298190040,1124178,88094,55562,9370,2257,519427089,214109,296858095,38770,684792,211200,337229000,89060000
7309283.exe,622694133,1762271777,622393,219471,255385119,975982,3993,249878939,980602,426072259,7013918,319699186,921312,89667,49417,19385,13703,474247544,3692,338771508,11556,29422,5200,210808000,14053000
7458115.exe,2365738790,1987786241,634185,173145,266675291,256078,5540,262446204,257047,561661124,14431873,283094138,1999529,115647,61468,34819,2711,592948936,5767,293126449,7439,44137,6248,806313000,18006000
7570226.exe,424453925,1094071331,673755,222789,188775424,197772,2575,192032309,215400,282273400,5160920,183752417,690254,61492,43131,11429,7509,307639385,7165,187113599,21917,31998,8229,148046000,7002000
7650173.exe,536557137,1455644896,571486,257076,265835913,827064,3651,266429795,865260,387027010,11004083,231304130,665753,56397,40007,28070,21104,394733140,13824,233650108,37621,44680,12580,175766000,19083000
7666283.exe,1330520375,2410573888,373486,125179,459168590,1238776,2568,456269608,1231385,714755258,6481044,417109430,1474549,103483,53124,15151,6141,725219332,209815,423779003,2955,652071,208091,372561000,95887000
7863059.exe,91081765,232639230,858391,277565,32655690,482320,1822,28809416,399910,26110406,850992,13532662,409537,42872,24362,18570,9262,35423251,3086,25270663,5503,5961,1392,33731000,8177000
7919595.exe,1535097200,2984137826,378717,122942,513467199,1569270,2970,512009174,1558785,835746684,14968857,517095644,1522774,94819,54842,109823,56147,845341024,212440,525701813,9506,556745,210135,442809000,95958000
8029926.exe,1335841945,2312302553,757217,286185,437427531,1341538,3646,439133655,1348122,726334311,7298735,422942591,1265410,93331,60605,27918,17662,745948585,205603,432196079,28419,537492,193628,378617000,91907000
8073980.exe,808566586,904744694,871629,287121,173686087,623489,1698,168354348,609332,232002214,673513,108788487,922480,62075,39653,18889,4215,256358809,203684,116714105,1599,601033,201740,207956000,80982000
8074507.exe,411765391,1133756404,750964,506217,208402019,211426,5996,207001245,196464,311925993,6975949,174776534,721804,65947,52065,39270,36837,302482671,20816,174125367,65573,58697,7745,125292000,16037000
8165818.exe,905748843,1162921433,416344,200968,205267193,596170,4042,206506154,603538,318508481,7003503,184710843,907370,67846,49296,20852,4175,348315993,205751,187992744,22427,484944,260687,224089000,97038000
8207584.exe,389894186,954856733,447630,125363,181652719,1708036,2280,181581270,1619877,224390030,685213,101310100,807822,66360,40209,22032,17409,234130206,9101,103014095,6745,35150,3438,129134000,14014000
8261100.exe,459619744,1212251623,457399,149542,195294918,203129,7822,192787819,208033,304937307,9314569,158299013,893785,109152,105641,36315,22318,343916232,16559,173953436,66868,52556,10506,140672000,25939000
