file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1016334.exe,460218283,5392474,259363501,2872143,261215248,2862131,774672,4633713,1082486173,1003430,461028244,4770,57209,1428090680,3385,7.51,6.23,325006981,315397000,9011000,377666613
1135440.exe,500959846,5249061,281554067,3153713,280086151,3159728,740644,4750595,1166959104,1062406,497551454,1016,45303,1568877505,2478,8.13,6.76,346971067,338619000,7991000,368474792
1147117.exe,544072224,6129353,301267907,2999100,301598706,3003186,848773,5411238,1222823913,996375,545054903,1563,56742,1640741751,2869,8.52,7.09,358956317,347691000,11021000,379478780
1199099.exe,423463282,5163163,240965665,2860511,241297888,2889643,735925,4500826,1030392134,1010530,422863406,202,48808,1302029962,2481,7.17,5.96,306238887,298852000,6996000,326934424
1379278.exe,559439456,6103220,327515592,3469223,327550269,3492155,855678,5851309,1561230890,3370958,559698938,1884,481987,1744469376,2476,10.83,9.0,462319636,402760000,58964000,484032765
1400532.exe,651104295,5474262,373691535,3127395,372734991,3126328,786676,4904650,1312209045,1010616,651945192,345,55766,1964669563,2666,9.19,7.66,385388522,374016000,11000000,406169375
1604299.exe,675045047,5470317,390826145,4020690,390386606,4004282,832283,5339087,1680861044,4032286,676669117,652,866107,2055615891,2472,11.67,9.7,497639188,438937000,57991000,518808249
1749177.exe,576139168,6384008,334423992,3979292,333348392,4065202,1229156,6307359,1678061648,3489159,580418041,10959,739433,1801349593,3499,11.4,9.48,483181126,428044000,54877000,503722648
1779544.exe,700230285,6167323,409101034,4138267,408909043,4122480,851120,5528596,1804317700,3300314,701641236,651,860310,2136611106,2474,12.5,10.39,532063930,491843000,39906000,552503594
1817867.exe,713296011,5524315,412825753,3656871,412997240,3657687,879695,5476919,1696585447,3519400,711423227,1134,128931,2154872192,2668,11.77,9.78,501423540,462132000,39011000,523319099
1963979.exe,657469862,5313228,377539601,3125200,377100842,3121398,812936,4982972,1323980788,1030827,654953046,270,56769,1978511382,2669,9.3,7.74,391937155,381540000,10014000,412904890
2024525.exe,448805479,5141968,257564274,2872109,256903241,2907583,748999,4658103,1138669907,1011177,444727026,850,50754,1391246943,2479,7.93,6.59,336286784,330887000,4998000,356435317
212795.exe,438727036,5161968,245595465,2964343,247770690,2916103,774971,4333758,1044905338,932767,443475505,3051,51715,1356780971,2868,7.27,6.05,306186069,299003000,6976000,326440427
2265396.exe,695410800,5485051,403905786,4020622,404308084,4024598,846336,5493636,1719730311,3583040,697391991,543,911540,2131095452,2472,12.05,10.03,507665600,451375000,56046000,528602401
2286318.exe,524817381,6117904,290646043,3039528,289436255,3050430,1136367,5406303,1227307324,1142489,527840192,5166,58409,1602277702,3650,8.56,7.11,363665091,349326000,14013000,385384471
2349449.exe,511164499,5501423,294328204,3477537,291700495,3491549,861916,5173083,1478211516,3534293,505445443,1664,410784,1598561640,2867,10.27,8.55,429526788,368919000,59986000,450369100
2375147.exe,710396164,5471226,411407402,3662373,411615483,3658284,870906,5488467,1770379488,3410649,712040966,844,239383,2158462788,2472,12.38,10.31,521175014,469506000,51055000,541720156
2381481.exe,503210153,5537076,290007573,3377317,292458266,3354679,912386,5150656,1497566514,4312017,502764267,1503,433588,1577123646,3257,10.37,8.61,442708781,371359000,71068000,463390039
2490986.exe,538972399,5235233,304661858,3480098,303595175,3479337,846198,4958305,1526138244,3370297,545067104,2325,628104,1680734409,2870,10.73,8.92,450884078,386430000,64071000,471193175
2614346.exe,508768674,5454942,291885340,3429467,291624958,3409672,825020,4991059,1497025800,3895750,511109350,1415,616484,1577509015,2672,10.46,8.7,442724793,389333000,53045000,463818681
2766234.exe,504091741,5450165,285943282,3294972,286881620,3283729,1044055,4976481,1472621489,1226029,503563693,1501,62307,1558540902,4167,10.19,8.47,430309064,416085000,13969000,450427299
2807545.exe,425452735,5293190,242974225,2907737,245769896,2927137,791821,4809506,1252463759,1013363,426580862,415,57766,1305149393,2871,8.68,7.19,369778572,361418000,7987000,388815610
3007872.exe,444859991,5180847,253497300,2866953,253985298,2874830,751304,4535935,1054370974,963620,444301824,1007,49242,1377441788,2482,7.52,6.25,313895764,303540000,10017000,334030016
3050670.exe,443953617,5244870,253259285,2919691,252852471,2926858,759707,4680614,1206052624,971455,445960833,803,54140,1380563218,2480,8.51,7.07,356066843,345721000,9991000,376745649
3121765.exe,444272934,5160259,255109392,2867792,254759659,2887775,735930,4531753,1045176449,992200,442520591,1368,48491,1372682253,2478,7.37,6.13,310120632,300800000,8994000,330797244
3401505.exe,500203683,5324011,285478611,3462909,282636158,3479608,838247,5147797,1586158849,3537218,495140486,1220,264912,1550719512,2674,11.09,9.21,464879348,414593000,49950000,484942050
340754.exe,690195346,5422341,398663127,4003978,398918794,4008772,845899,5391339,1678544297,3118928,693111378,1254,668991,2103277200,2472,11.81,9.84,494593280,435243000,59033000,515052047
3509617.exe,635182633,5379956,364564382,3171059,365683699,3149579,833298,5044323,1348665051,987729,640934782,745,57394,1894736491,2669,9.67,8.05,398999094,391695000,7012000,419981098
3585983.exe,700070530,5497924,408709599,4066205,409801083,4068162,882424,5494130,1783420160,3019568,703992582,1989,845081,2134751212,2473,12.83,10.72,520636934,477232000,43020000,540817144
3588461.exe,767916960,9676203,432705760,6296953,435108858,6290355,2262762,9307302,2376701909,4041325,767150726,2490,501493,2394094632,5016,16.59,13.8,695444843,636057000,59005000,715577718
369842.exe,881801711,9527787,503147141,6792731,502199411,6789944,2114815,9214024,2423422209,4060036,879544986,1991,594227,2692381488,4817,17.01,14.17,709312011,648926000,59993000,729830585
3753295.exe,430812400,5170411,244957892,2863867,245187775,2864030,741900,4493054,1032435525,1009887,428235809,903,47271,1318760253,2479,7.45,6.19,308596831,300138000,8003000,328536022
3836836.exe,511641450,5391523,300196515,2895561,301362084,2862485,793988,4699143,1058964699,1012683,517007028,1192,53250,1546787587,2861,7.63,6.35,314485097,306980000,7022000,335046017
3871862.exe,707703369,5508139,409867915,3673437,409848021,3649494,850881,5544764,1776544485,3222626,708858659,1961,456702,2144760923,2474,12.79,10.67,524041686,462688000,60958000,543965803
3930881.exe,707248763,5499576,409601261,3694384,409181892,3689609,852750,5512282,1745486801,3301981,704751108,202595,353482,2138744736,2471,12.54,10.43,515350204,449940000,64991000,535808552
4159594.exe,629468121,5357678,359405760,3118820,359585686,3125788,852277,4938765,1282401844,1035082,627772802,489,53350,1879170000,2668,9.14,7.63,378638384,370312000,7985000,398674251
4327769.exe,441999576,5292754,251941473,2876786,254400794,2902623,807494,4682933,1155157165,1015870,438110791,1077,53675,1349589139,2868,8.18,6.79,340356629,332015000,8000000,360438156
4462753.exe,458380149,5336688,260916617,2912536,259398739,2873520,873367,4695661,1124163635,1051434,456996629,1738,56571,1422541838,3259,7.98,6.66,332233941,320878000,10995000,352433225
4547977.exe,733203130,6269344,418318339,3252817,417727743,3241756,939534,5924149,1491178916,1017193,732485649,1585,52887,2175186540,2865,10.79,9.02,435268402,425815000,8996000,456042685
4650304.exe,437077779,5121567,249416355,2839698,249041895,2875073,733917,4537565,1044351460,1004499,435528585,1653,48041,1343786783,2477,7.52,6.27,308802007,303351000,4989000,327961834
4713330.exe,762384176,5559532,439193704,3907234,438433973,3906456,892834,5724179,1834744506,3316911,759012616,2546,458982,2321348781,2667,13.32,11.12,542033693,492511000,49050000,562961280
4760452.exe,451176231,5207911,256898098,2851538,254875829,2876585,784960,4585421,1106693818,985928,448265666,167,50606,1400221966,2869,8.0,6.67,325876484,317444000,8011000,346645891
4981872.exe,722248519,5998994,419024835,3649309,417449500,3643414,900413,5513988,1793813990,3203757,720328207,395,464617,2183047020,2863,12.63,10.52,530583642,481301000,49030000,551366331
5118033.exe,496678241,5215272,285654503,3358596,285607726,3389644,800031,4948074,1408565077,3204532,494989914,1976,385848,1547456606,2477,9.9,8.23,416338363,364986000,50998000,436741882
5445231.exe,799757781,5560536,446765092,3499151,447763970,3528790,953322,5643895,1867100377,1024978,795637701,6836,60661,2432590548,3261,13.16,10.95,550796358,541391000,9006000,571849882
556438.exe,715518388,6196890,413602079,4139825,413243623,4150039,959191,5965760,1966773122,3295515,717018506,2127,609970,2167877617,2863,13.79,11.48,577421781,524129000,52912000,597891420
5686669.exe,444918626,5141350,254422716,2857974,254298964,2888335,743781,4484651,1056520751,1004039,444174494,1218,48353,1378042413,2478,7.6,6.34,309379674,305085000,4001000,330030131
5734497.exe,1052591278,6464001,596910397,4747809,596413449,4733853,1004569,6636787,2736460756,3265269,1053754369,1976,1023640,3195527650,2475,19.91,16.72,803301566,742541000,60043000,823997905
584976.exe,769764073,6283869,450307765,3797834,450058551,3812862,941433,6337024,1871386186,3213627,770026560,1255,531575,2331444229,2472,13.63,11.37,552373365,492221000,59905000,573004344
5890862.exe,733579686,5616639,407027598,3543900,409821405,3548979,1044778,5873508,2134853103,1087753,730167658,616,65176,2237646488,3267,14.87,12.37,629423706,618127000,11002000,649919250
5919264.exe,678832910,5955936,394638327,4061880,395102270,4063217,872719,5469878,1697177559,3061955,679281991,351,1034304,2056769043,2473,12.33,10.27,504565624,441027000,63003000,525054912
5945162.exe,443082132,5153567,254221838,2842684,255344506,2867927,722223,4486958,1040359206,991099,442427538,839,48084,1368243827,2479,7.4,6.15,310380712,304115000,6002000,330324627
6049277.exe,442383991,5163353,253483010,2824633,254015393,2855911,734653,4502403,1053652420,986263,444678689,788,48227,1373307884,2479,7.64,6.37,312252248,304861000,6996000,332311411
6070349.exe,711159300,5437315,408722239,3613350,407281493,3614874,864038,5444850,1686738683,3120049,709159469,404,58449,2158754085,2864,12.2,10.19,495624669,450203000,45020000,516257869
6096802.exe,703313188,5476011,408798326,3692807,410249391,3689008,835732,5594096,1847332336,3515449,704341679,277,643140,2124895049,2472,13.34,11.11,545792057,476326000,69047000,566962932
610376.exe,511382176,5970268,286309800,2989197,285706328,3022663,826470,5418230,1180479208,1006308,509502606,1535,46934,1549061088,2479,8.56,7.13,349769561,340312000,8981000,369460413
6116225.exe,424276119,5211163,241313333,2884565,241008948,2887028,749971,4624086,1157887353,985710,425424691,633,49514,1305581719,2479,8.24,6.84,344232509,335773000,8018000,364567854
6387452.exe,446330535,5195033,254803889,2918753,255278033,2922269,774448,4676523,1251608943,985394,448966106,860,50343,1389976004,2480,8.82,7.35,368152425,362765000,5010000,389523347
6388784.exe,1273711581,11087046,716468119,7594063,717075318,7590984,2579850,10858328,3625734908,3872256,1276658950,32121,1104675,3886216177,5987,26.15,21.78,1065822962,1010277000,55015000,1086880948
6489020.exe,421196261,5131834,239488972,2838240,240228183,2855944,720111,4527775,1094223264,975924,426729987,255,47599,1298591078,2479,7.82,6.5,325507568,318179000,7003000,345644021
6522713.exe,698375692,5476564,404801542,3629324,404954426,3619414,833731,5387533,1702703464,2802560,701311258,1704,566658,2110560999,2473,12.34,10.29,502003052,444824000,56977000,521280906
662138.exe,495523272,5282737,285149211,3371858,285500938,3391651,811485,5046259,1479407366,3502903,495713975,420,506838,1545124080,2477,10.5,8.72,438860352,377553000,60927000,460127948
6856892.exe,447788790,5148134,253864202,2897390,253934693,2917061,752218,4618657,1125408246,1001429,445134568,19689,50291,1384107676,2478,7.98,6.63,334419912,326073000,8001000,355068912
689377.exe,492111017,5269924,281951358,3377127,281989967,3393371,800711,4957773,1411150094,3026928,491032971,472,275274,1546269857,2476,9.95,8.28,416661034,363245000,53035000,436807346
700618.exe,1317894868,8926696,632698484,4208515,632858741,4196933,1494217,8358936,2532996913,1878266,1321755170,5752,74896,3824328884,4037,18.09,15.11,744070231,736709000,6997000,764867810
7137813.exe,627998539,5775051,345116743,3260497,344153455,3221267,1018901,5399447,1605068704,1050318,646235502,713,65791,1923554566,4433,11.29,9.39,472633558,464282000,7987000,493830869
714426.exe,431541528,5247977,241812945,2869824,242449726,2850382,727699,4387550,1022601844,944792,436394288,1970,48888,1345756304,2479,7.46,6.23,299732033,289391000,10013000,319747531
7156796.exe,442192833,5199360,253579055,2848537,254352109,2867762,736535,4477990,1049303567,972354,443974636,5463,49319,1372473143,2479,7.49,6.24,312485375,304157000,8004000,333131382
7169393.exe,717372540,5516588,414170898,3667836,414055303,3659237,858130,5466463,1781996882,3245872,717813543,1283,60077,2177340566,2668,12.69,10.58,527432024,487196000,40016000,547766085
7406977.exe,413116098,5249337,244738362,3422571,244994101,3420686,992691,4856022,1323109767,3571876,414810057,3583,625868,1324094740,3260,9.35,7.77,393682056,327444000,65888000,414712962
7414994.exe,707482459,5530839,408940245,3638876,408618553,3634350,872123,5513155,1722203818,3323937,708210720,705,468439,2140940792,2863,12.27,10.23,510352544,449174000,60888000,530619430
7457204.exe,505577782,5315491,282042075,4815208,282731754,4846682,878749,5169804,1563971632,3891543,506166618,1811,2853716,1573725607,2476,10.92,9.07,460225663,408835000,51104000,479888945
7718795.exe,450794692,5115103,257090864,2888952,256595579,2915057,754769,4636172,1131033281,988750,449223000,4600,52426,1396590798,2478,8.2,6.84,333463152,326130000,7002000,354305201
784074.exe,421404969,5110927,236910134,2849951,236553024,2860036,765810,4511415,1016630640,978779,421415176,1180,50393,1304817556,2479,7.34,6.11,300712304,294378000,5987000,321405039
7875893.exe,429516522,5273679,243131012,2877234,244395261,2872496,806723,4659682,1139351040,1009378,430585550,101,62611,1318768225,2676,8.19,6.81,337020641,334537000,1997000,357965224
7954751.exe,446132171,5117815,247139461,2915136,245232045,2895114,835318,4366901,1045038878,992582,450323532,775,46446,1378335843,3260,7.42,6.17,309881187,302505000,6988000,330700316
7972688.exe,498185448,5398376,285674125,3413802,288698888,3380083,905428,5242600,1627531206,3804342,500174079,904,385757,1550985648,2868,11.39,9.46,480269082,417836000,61975000,501497778
7974210.exe,692492734,5439624,402423625,4063536,402814563,4057215,828448,5425241,1706776960,3225856,694885022,1929,1051304,2102249709,2473,12.42,10.36,504397770,448058000,56007000,525236188
7977254.exe,447272656,5094105,255681030,2870204,255002511,2902503,748404,4508492,1077790068,1002515,444080241,2736,49818,1387489904,2478,7.82,6.51,320096066,315762000,4009000,340631032
8177882.exe,964081206,5539252,528944160,4101519,529264352,4106054,1190999,6256576,2565486658,1267086,964065378,3015,76641,2950239201,3261,18.17,15.14,755709770,750468000,5003000,775640502
8190404.exe,444326591,5197003,253942937,2859824,254587295,2861583,758458,4508661,1054807455,991448,443486996,927,49911,1377320765,2478,7.52,6.26,313162531,305803000,6995000,332379112
8224401.exe,496255512,5311488,285741574,3380241,285626988,3403813,843854,5140607,1563379492,2979563,496485212,1185,512375,1548121911,2477,11.21,9.32,461466251,398969000,61995000,481262840
8269776.exe,705989124,6106249,408604167,3674477,408735016,3657431,838735,5520100,1822939016,3115051,708681009,723,639029,2140118215,2473,13.26,11.05,538487340,486115000,52012000,558828188
8300854.exe,701516551,5644919,408862373,4540836,408692302,4539832,882856,5821445,2024640548,3035884,702850998,200622,1254976,2139039345,2473,14.54,12.11,595367987,546011000,49001000,617662300
8324953.exe,442521735,5177048,254411253,2848767,254433822,2872409,739471,4537311,1048060965,974036,443031177,836,51845,1371525438,2478,7.55,6.29,311906596,307509000,4006000,333102740
8344240.exe,704973073,5492546,408174683,3649443,408373887,3652807,854526,5498607,1777136660,3536923,708911013,1664,275823,2136446668,2474,12.69,10.6,522324470,467825000,53979000,542614688
