@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
206290937,949109,98457299,1771411,100164408,1801240,239960,1327446,382656919,123308,209657050,4613,36451,583036266,1646,2.54,2.16,97072844,95586000,1006000,114897992,2
320108632,750075,167419693,1443453,166625410,1510233,167170,877712,491151854,80960,322824841,83,8735,883589311,909,3.57,2.98,144525949,139215000,5007000,165289136,2
207002840,502728,111231314,1477936,110756868,1534528,103138,629560,361336070,30505,207631918,27,8800,641403514,521,2.58,2.14,109504670,106241000,3006000,130007768,2
450187777,562668,233462212,1590716,232686614,1532593,172237,1101483,718634459,54430,452424533,120,12675,1303836306,518,5.17,4.32,213649802,211400000,2003000,233491691,2
472309653,1112073,242724773,1678192,239324158,1726865,223936,1344613,742695287,72468,473735548,113,18654,1377074840,1905,5.3,4.42,221341916,219140000,2001000,241951338,2
473115655,682735,242310002,1586847,240861330,1631677,175518,1237042,741557337,60954,468320781,138,15865,1362829290,1001,5.39,4.5,221820844,219484000,2004000,242765726,2
338742644,869181,168350000,1501811,164826969,1531041,186229,1037389,561263653,66418,329779878,48,10220,989070130,915,4.05,3.38,167711956,164391000,3007000,188018699,2
280095041,997115,135116978,1573076,137215082,1441596,143069,955343,482795016,57416,278997741,2158,14303,805208761,1430,3.5,2.93,141169689,136852000,3995000,160752884,2
575348846,1473195,264603512,2476002,264750226,2550992,279354,1610636,916532571,97560,569991618,5559,26064,1634660110,2333,6.54,5.48,266760848,260573000,5990000,286796022,2
499940630,607117,254903763,1509005,252832337,1605058,164914,1233812,786326936,60941,496089666,924,15683,1452298645,520,5.74,4.82,229353009,225888000,2998000,249628641,2
323193642,906507,165883613,1601000,165747734,1499159,174396,892876,496026786,69483,322157018,308,11084,896269667,956,3.53,2.95,148266812,143946000,3998000,169164329,2
317802048,484936,166645845,1470136,164982569,1542847,129566,822452,489903439,50034,320890180,231,9712,882111837,518,3.61,3.02,144828786,143432000,1003000,165696472,2
339932529,897108,168316681,1466972,164403053,1520319,186079,1011535,566889160,56030,329425555,155,9951,995032012,915,4.14,3.46,169021632,165696000,2994000,188968777,2
333483081,912009,166473852,1506110,163752932,1543403,197605,1058698,565718230,64193,327331205,5,11132,981087898,915,4.13,3.45,168999413,168674000,0,189983089,2
603588919,807972,269057932,1711699,274055031,1693963,191789,1549768,1067663155,78832,606264801,19703,20134,1705555586,783,7.72,6.45,316332311,313978000,1999000,336758658,2
456135529,592468,232294828,1673155,232504167,1585083,159868,1131790,725958820,55424,460195842,338,14066,1323236754,522,5.31,4.44,217182317,214783000,1988000,237109039,2
201035590,788247,94467395,1556490,91833298,1470055,151739,720873,335980755,69189,197300371,3,5504,565882875,914,2.46,2.06,98888243,98572000,0,121160342,2
465620832,5285006,261652081,2891465,261105406,2926259,860515,4860336,1096881251,1032132,461421500,4637,52815,1443026277,3385,7.65,6.37,321828746,309304000,11934000,374611329,3
499616180,5267583,281293142,3141580,280111819,3157201,762206,4801304,1171078983,1028363,497888347,598,44191,1564158020,2479,8.22,6.82,346672614,342357000,4004000,367083458,3
544311675,6193763,301732634,3017074,300663379,3002206,860175,5456983,1222400342,998328,544662803,1192,50636,1641903561,2870,8.58,7.13,362629552,352391000,9982000,382510548,3
424404277,5150851,239847666,2865286,239590920,2869245,715782,4405183,1022306530,974606,425870187,214,48150,1306926757,2477,7.14,5.95,299236285,289019000,9966000,319616918,3
559288571,6064009,326967069,3497277,327193001,3501359,844444,5761963,1573147063,3192634,559788140,2065,542489,1744164396,2477,11.11,9.24,460354896,403954000,55993000,481722646,3
650659166,5331172,374193253,3157154,373907028,3141930,798908,4962787,1315683447,1017784,650557684,182,51341,1961498058,2669,9.22,7.67,387455214,379079000,8001000,407616907,3
767470703,12705024,460895197,5233612,459650621,5242402,3480435,10087052,2132718624,5383758,768431376,36566,1639440,2400502890,19541,13.6,11.48,511845157,439363000,72059000,532675524,3
571581425,6244401,333078408,3968842,334123494,4073106,1219581,6289321,1682464480,3438678,574356617,8817,1040783,1778954591,3409,11.56,9.61,487191311,432984000,53998000,507680687,3
701646960,5497049,408912124,4095341,408518471,4079303,834437,5537786,1823410570,3415230,702667382,767,1050062,2140342578,2473,12.75,10.61,536800148,481457000,55052000,558029736,3
712243052,5456775,412510020,3651744,412862092,3655675,869514,5490954,1714978929,3982080,712034921,1091,281498,2153585375,2667,11.95,9.94,505933242,449676000,55959000,526157419,3
656518559,5349685,377155944,3143113,377191806,3140401,815259,5040466,1331216325,1022888,655849272,815,73238,1974518923,2668,9.4,7.83,394369074,389081000,5001000,415148906,3
447638569,5164052,256079566,2920730,255762248,2946365,761924,4626780,1131556098,985249,448042470,781,49138,1396710465,2481,7.95,6.62,332776201,325494000,6989000,354166641,3
436149543,5152041,243815035,2958952,247043869,2906743,796522,4295937,1036123835,945246,446330042,2508,47167,1351820350,2869,7.27,6.06,304111260,298858000,4997000,323660796,3
695903425,5478785,404233976,4070904,404323101,4059217,834984,5430180,1718709446,3392523,697411496,690,968210,2133206584,2472,12.14,10.11,508481115,454198000,54023000,528704068,3
520331810,6158199,290283206,3031379,290169990,3026275,1094177,5313074,1226334212,1145680,526482408,3380,60249,1581709399,3649,8.66,7.22,360148608,348873000,10996000,380855725,3
505724349,5325723,290029325,3438903,290022087,3438573,864595,5113966,1475919014,4016281,506042505,1207,617943,1582400652,2868,10.31,8.59,432673490,368382000,64066000,453238105,3
711856090,5453909,411457783,3718656,410616432,3698871,866312,5508188,1779679609,3829632,712827412,960,399774,2163656359,2471,12.56,10.46,525440708,460133000,65018000,546358049,3
501688437,5466184,290390004,3379463,293518389,3375266,944615,5254659,1488701393,3632203,501691519,1499,444308,1569555897,3259,10.38,8.63,438397964,381087000,57013000,458129290,3
540824794,5208467,305499366,3458824,303244221,3464507,842193,4859314,1501374192,4060614,543431719,3760,422171,1686964560,2871,10.72,8.91,445402353,379117000,66020000,466100323,3
510255058,5465234,291864508,3432294,292004309,3417996,802828,4968054,1448029838,3705502,510980368,1672,451421,1580129306,2670,10.17,8.47,427937737,355689000,71937000,448640959,3
362815049,7871394,196376097,2116198,196172519,2157356,2996608,6205564,1042695571,1840915,355623449,98,594869,1137741352,18457,7.21,5.95,306374643,264960000,40839000,360986547,4
371743818,7390441,194209931,1534694,194879168,1537791,2516494,5932245,1026451931,2354300,373678633,1910,71492,1143978381,8727,7.14,5.89,304601038,283227000,21016000,325647295,4
550576272,4978705,305372563,1342501,304194287,1424309,1777232,4735890,1126170726,1494797,551755557,95,58038,1637994803,6565,7.89,6.54,334383402,318867000,14993000,355908325,4
659420769,5966879,293742717,1604608,293148253,1575591,1710641,5908102,1447836783,1891136,653597320,314,47289,1932882060,3464,10.11,8.39,429653773,419287000,10006000,450998118,4
665115997,7653646,362722657,1770959,362012424,1819217,2939922,6945835,1550271600,2010517,672537659,769,85446,1986668099,8581,10.79,8.93,458819513,436471000,22023000,478453237,4
702598471,8721365,357008778,1424150,356813738,1428209,3403622,7659503,1801514151,2535475,701357830,1320,128108,2171151076,13170,12.65,10.5,531575416,502335000,29019000,552012361,4
693141932,10465647,368535140,2225143,369093273,2286570,4016181,8554320,1681638477,2486348,679535595,13023,353072,2056035308,18260,10.94,9.14,438625825,413357000,25021000,461594794,4
387109349,5927526,209187498,1180915,208551502,1177164,2030988,5055266,982960027,1468941,377111831,2148,84085,1199699417,8874,6.9,5.71,292792250,268466000,24041000,312501979,4
481286534,4672964,226423508,1117196,226288342,1124931,1493357,4594778,1097671837,1438659,479553005,2082,49108,1428301344,2875,7.78,6.46,324418552,317085000,7001000,344679837,4
289405546,5399537,159256313,1418884,159158677,1409377,1775312,4676096,769085646,1435413,280900514,186791,100977,901369183,6343,5.4,4.46,228716357,209435000,18948000,248979228,4
507415233,8651989,284725386,1742644,282795322,1723146,3050773,7505136,1190700460,2238166,509447869,278,49329,1519926656,6231,8.27,6.85,347788709,332439000,15019000,367892893,4
351232951,6096504,185301179,941316,184763787,943655,1803840,5595588,939803321,1723134,347464320,1546,40447,1075227264,3452,6.51,5.38,279072717,267238000,10968000,300702149,4
528651217,7592150,295740213,1620232,294435136,1687257,2603646,6571138,1212892614,2213566,529679749,30,61972,1570794620,7060,8.47,7.03,354505411,337093000,17004000,375429899,4
561861173,5402089,308089736,1387630,306962342,1411130,1891079,5031893,1159211976,1450157,556625930,880,74919,1659384878,7806,8.26,6.84,345778592,321433000,23957000,367136534,4
625693330,5437875,346029977,1399355,343560280,1403557,2002073,5258133,1289224601,1382222,630284966,3023,85149,1874822328,7573,9.29,7.73,378087476,359689000,18034000,397809170,4
284845012,4849129,157889874,1060730,157373281,1074778,1664978,4210596,753353590,1478000,286917042,478,50608,894479051,6342,5.26,4.36,220427888,203142000,17011000,240506249,4
306018522,5976090,165722581,1435038,165738881,1333321,2194029,4924663,882755012,2056785,306498779,320,59426,951085187,6772,6.17,5.09,258812085,242434000,16028000,280056304,4
655931385,7570994,364617173,1907087,366480067,1902176,2734408,6550371,1512127099,2139592,646524485,3263,85973,1946979280,8807,10.62,8.8,444775612,426414000,18017000,465255020,4
494952481,5151142,229975666,1257693,230100263,1243643,1551035,4893667,1130115271,1432980,489809713,503,44316,1479461096,2881,8.1,6.74,332446303,325111000,7002000,353098082,4
307844619,5804399,167224407,1126680,166787276,1073739,2172845,5038436,845495395,1686204,300170702,137,65187,954969296,7350,5.91,4.89,246129981,229678000,16047000,266691886,4
575648215,8486781,306893848,1780460,307131113,1806263,3083197,7285402,1477008793,2072993,581617952,7795,132361,1812533826,12767,10.5,8.74,437434563,413759000,22986000,490637148,5
596380101,8436091,334072424,1784595,337199471,1787730,3112505,7741827,1373074774,2234503,612624798,714,69067,1803338994,8282,9.66,7.99,405229448,383930000,20996000,426658426,5
451296717,10304488,250499913,2064455,244950045,2016331,3824317,8165401,1357547559,3189026,442216235,2519,89382,1431876826,13419,9.24,7.59,401520923,374245000,27017000,422112101,5
806355265,8876195,447867314,2096999,445032372,2130059,3208848,7879407,1799922338,2147593,801325300,8266,135024,2456330284,12759,12.76,10.6,526975514,504626000,22027000,547797897,5
597058162,8862147,336680692,1738848,336546342,1751744,3700035,7779811,1395024046,2787792,593529373,232,77205,1797069126,9108,9.67,7.98,414899782,391615000,22977000,435475935,5
381776822,8900290,210850560,2085951,209596726,2092304,3245574,6975646,1161025070,2740414,375739651,90,77592,1203259707,9704,7.95,6.53,345045679,313675000,31066000,366005074,5
428212135,8878201,228873285,2023916,229023044,1949785,3352529,7237739,1217174898,2716367,418375484,212,60706,1336080627,8145,8.35,6.87,358536726,337196000,21012000,380751017,5
374759363,8792409,204390470,1846348,201626832,1869139,3250568,7053234,1153859115,2947709,370812073,5219,76808,1182850951,7700,7.9,6.5,334169503,317762000,15937000,355108728,5
606040349,7821453,337767536,1797684,337086834,1958642,2881079,6994011,1388278142,2315001,607685276,519,1149273,1841155376,8325,9.78,8.07,409178085,386776000,21987000,429838819,5
604352911,9174842,326573400,1825411,326050449,1888504,3230825,7682816,1571665675,2106690,606172786,7087,135726,1908878283,14530,11.14,9.22,464244014,431856000,31989000,485246070,5
343782841,7129018,190767111,1364388,191982219,1424138,2652737,6323226,957601646,2442023,345260011,693,57686,1092123912,6819,6.68,5.51,282997942,268454000,14023000,304517980,5
336931234,8479503,181773668,1657687,183059993,1590863,3071622,7026489,984832293,2312363,338261006,463,49676,1087242616,6427,6.88,5.65,292171910,280897000,10995000,313289968,5
591385157,8292105,331722851,1941230,332019934,1869754,3310098,7341325,1392925302,2604054,598244646,1286,85900,1800890960,8473,9.87,8.17,410247469,389722000,20037000,430749549,5
364543253,8288561,202033398,2113684,198988703,2067021,3004047,6572293,1098380201,2691786,366874524,662,65580,1158706363,7166,7.66,6.31,323477321,309077000,14003000,344339816,5
476716929,10123790,266666218,1633768,267189569,1632734,3932761,8474480,1425952077,3092177,474967312,1188,120252,1527026915,12587,10.06,8.31,420574319,390150000,30011000,441856272,5
634465744,13011880,332012324,1969480,328708687,1945466,5441499,10649746,1796328353,3120177,637140489,4413,141808,2013375493,14508,12.67,10.47,526606379,496257000,29955000,547264246,5
659809298,8973540,370611648,2039461,370731197,2052217,3327796,7668013,1740126169,2387017,658242895,5383,281680,2134174772,14818,12.27,10.19,509851500,475464000,34033000,530992269,5
488505833,10016902,264977583,1645870,264938989,1693634,4134554,8746211,1391193210,2699084,485806737,956,97504,1567064242,10575,9.87,8.17,406892427,384426000,22024000,427933115,5
478890864,8671056,260075988,1608423,258435255,1706610,3451848,7310157,1310583407,2308672,480368347,1033,121845,1528635726,11892,9.26,7.67,382756736,356415000,26030000,402796931,5
484512478,5984822,244703865,1177675,245708247,1196703,1863968,5622770,1197392763,2020157,488221337,4760,57953,1477959973,3652,8.34,6.92,349842490,339542000,10016000,369889326,5
1386872020,3072315,661699603,5348827,663660067,5322207,651588,3317323,1993218685,445416,1392369270,244,154369,3867855683,3254,14.43,12.07,587409202,573799000,12995000,640120799,6
987984667,1330534,529720513,3404518,527084477,3405494,366542,2225251,1479516621,110077,982327804,460,30759,2830961511,1558,10.6,8.84,437405578,435157000,2000000,458114630,6
339421282,2048845,159957268,1756791,156184145,1735811,269910,1145319,513553422,105359,334933166,202,12596,963695489,1696,3.71,3.11,150263618,142979000,6950000,170851586,6
1124210626,15724913,622621925,10069455,623111843,10090494,4585828,14667202,3297354258,3882167,1122240937,7206,136320,3483244180,9845,22.68,18.78,969031426,947649000,21014000,990301785,6
1403307891,15204274,769546546,12207706,773157500,12167151,4483563,14426499,3990435329,3850605,1410264645,2507,148699,4327110636,9818,27.81,23.06,1167990732,1152589000,15007000,1188843379,6
3243774215,11332192,1741898572,4486050,1742229401,4466673,1201775,8191764,6218491471,2275883,3246804468,816,138556,9802771322,3841,43.69,36.43,1827538078,1814202000,13001000,1848623443,6
1357706601,4467804,735999917,5815505,739988996,5842456,672234,4230851,2275804596,255917,1370048444,14768,63918,3923144924,4430,16.42,13.75,659469051,651118000,7989000,679622446,6
1079110937,8459407,509237573,3792179,509167268,3749311,2168576,7113098,2281788845,1676241,1075935454,103009,112914,3198993416,10409,16.1,13.38,674781823,656379000,18010000,696015178,6
1811456990,8910772,800477009,12027998,798934622,12089870,3130323,8487635,3528486255,2055535,1808107931,28869,1015907,5709784343,41426,25.01,20.85,1038601806,988321000,50016000,1059626472,6
2858820618,11087221,1502582647,3914602,1504147397,3919393,1170086,7833130,5733229087,2276415,2864562487,1370,120800,8758266399,3844,40.3,33.61,1682527147,1676068000,6000000,1704061590,6
3244849467,11463334,1738937135,4635173,1740936477,4635320,1220921,8598630,6256829664,2324253,3250911710,5837,167135,9806431644,3839,44.37,37.08,1834773909,1823157000,11000000,1855192347,6
1002237015,6774371,484656563,7415562,482518874,7363690,1945356,6754421,2187271841,1140325,994532665,2478,82808,2963893316,7648,15.42,12.86,638842042,617546000,21018000,659282830,6
1014740605,17473428,539035739,2836699,540319709,2844156,680598,3276853,1900514503,2275541,1008738373,4192,71533,2976752594,4431,13.82,11.56,555704531,543434000,11987000,574709082,6
636629823,2069253,371075796,3391476,370989416,3362422,446955,2566665,1200261481,132380,638234009,4055,33080,2069668769,1888,8.78,7.33,358587217,353200000,5002000,379448558,6
746677270,3026235,363451684,4489709,364921722,4522709,674010,2675182,1354450153,268244,739420007,600,53347,2144479843,7289,9.91,8.29,396764398,378445000,18021000,418394956,6
1504315431,1815034,857358781,6411738,860005739,6383235,526895,3985530,3008708163,1623125,1507806168,664,57072,4525269252,1106,21.06,17.54,884654247,883349000,1000000,904807934,6
1673828603,27991584,899356666,4463066,898528807,4494264,837197,4777063,3042209383,4159480,1678003961,5200,84213,4933799361,4579,21.81,18.24,897055307,889780000,6990000,917818808,6
690234376,2948771,372764873,3012737,364166686,3091295,903186,3077906,1310049149,414535,677235603,2746,52051,2105747310,9481,9.28,7.73,387602044,367230000,20012000,408581504,6
1976195680,26901634,1075020438,9492470,1075446636,9482993,2527925,11527948,4430815104,5718858,1975042721,16274,144843,5953498426,8553,31.85,26.67,1297124387,1282783000,13997000,1318823279,6
1103926934,7772972,625723841,4206739,627642048,4201551,1522036,7435238,2132585056,1598993,1108017807,22677,73797,3245646003,4426,15.25,12.74,627482636,616152000,11002000,648341564,6
3306388420,7399659,947599452,1193483,945766365,1184608,488111,5034069,3346663631,123426,3302036784,185,42636,8269538974,230,24.65,20.68,991566940,988949000,1999000,1045507460,7
9097004016,34062980,3083482939,5232107,3083367926,5056652,8178641,31389014,14028818301,3482638,9107298771,35943,827122,28020399581,100048,101.68,85.38,4078000805,3911423000,165975000,4098738157,7
7187380987,32183812,2566906609,3430932,2565419573,3409380,7310532,25520838,10574523419,2296892,7181305935,709,580125,22262710730,98333,77.13,64.71,3097370143,2934788000,161988000,3118152615,7
2017183560,7262021,1341146692,877253,1339896276,927332,428753,4344805,2831036417,105822,2008827308,404,36247,5921576018,322,20.23,16.93,830854904,829397000,999000,852121707,7
3152706967,17056690,646421417,1717708,649965087,1708255,5950923,13046105,4447983363,2152227,3148867632,1203,358128,10149771680,97894,32.18,26.96,1308806820,1150471000,157927000,1330552500,7
9080445685,32415780,3067178801,4511961,3067915508,4486293,7995585,29535416,13534570057,2479172,9079996716,3876,629968,27937546457,98332,98.92,83.02,3963950623,3795391000,167973000,3984326454,7
5331961258,27998485,1232781836,3281228,1235513158,3334341,7227329,20632713,6376022865,2899261,5326690817,1978,404541,14665473221,97889,47.78,40.03,1863860751,1656509000,206938000,1881233462,7
2002327133,7062908,447697880,844423,447857098,841459,340201,3486894,2224874615,85357,2001691798,570,30112,5557455138,324,16.45,13.84,654922508,653588000,1000000,675313035,7
4713331225,29750850,1715297583,2449783,1715855612,2456322,7071997,21312432,6783240071,2660044,4721834838,2298,475089,14343292168,97885,50.58,42.29,1989534386,1770226000,218904000,2011867958,7
2702202329,7135405,549602935,875301,549360888,871321,356029,3694590,2400659578,90032,2699916347,535,32092,5560766430,232,17.8,14.96,707674965,705408000,1998000,728598675,7
4523585568,22589140,1401183236,2188738,1401661296,2211336,6572779,15341702,6001684847,2463048,4522035002,1755,740107,13138286600,97889,45.05,37.79,1755215894,1540796000,213971000,1776245371,7
4622001133,28196870,802498344,1974928,805171079,1965351,6812207,14720845,5220124711,2178205,4608319921,1638,494843,11726508839,97888,38.79,32.48,1532839503,1320348000,212056000,1554439518,7
4059970931,51212915,1166967008,1527859,1164537488,1519365,679235,28471704,4556519734,202920,4055266510,807,60582,9428509193,527,34.01,28.67,1336798927,1335378000,1000000,1357059657,7
9507840490,30091879,3155757800,3958659,3156017096,3934051,1852627,18924935,13069241278,527889,9508758290,2233,172133,27880663498,725,96.44,81.17,3831278557,3827159000,2998000,3852249037,7
5225732939,23282557,1805498691,2329161,1804074928,2327666,6930031,16296545,6768255139,2495043,5215132109,2204,430062,14147617150,97890,49.96,41.93,1984016540,1768692000,214962000,2004093310,7
7191049388,31925989,2575189859,3479979,2573154004,3477420,7510186,25639190,10368427201,2253365,7190324346,3169,734348,21992317095,99217,77.34,65.09,3037755285,2867142000,169949000,3058577269,7
9085994872,32368693,3067651292,4393888,3067100443,4375410,8159085,29720726,13499394215,2428259,9084856197,4088,811323,27948804394,98350,99.71,83.79,3953098899,3784431000,167974000,3973646446,7
2000882141,7084263,457438633,900418,457803802,910951,345593,3549711,2299353401,93294,2000921543,537,31477,5559926191,328,17.15,14.42,678502580,676179000,2000000,698735007,7
9084365415,33653924,3068130011,4482160,3066441295,4486002,8047611,29450311,13491634139,2426823,9084543133,4433,667017,27948544495,98331,99.75,83.82,3950033243,3800373000,149014000,3970721557,7
5227940365,22483275,1806467661,2414517,1806080269,2411572,6838132,16433514,6766878882,2802465,5215839592,2045,473349,14152749078,97889,50.15,42.09,1982951220,1765797000,216852000,2004076310,7
