file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1175601.exe,144392024,180364,68141595,141786,68187353,132865,62709,486849,291050396,15682,144580383,83,5200,432045141,135,1.95,1.59,93408487,91925000,999000,144939644
1315752.exe,149239683,203087,71790377,138898,71833000,136671,61414,502634,311852240,15226,151065400,2211,4909,459254671,132,2.13,1.77,91299185,89074000,2001000,112290828
1322787.exe,452076689,3809424,212412761,541285,210612741,540632,348177,1563322,741134358,185363,451786866,1837,21206,1212894843,3061,5.16,4.27,219896853,209692000,9985000,240205995
1323960.exe,302194312,670867,146655831,242820,146226041,248077,253886,1186254,600733644,91658,301945440,9961,21150,918723269,3112,4.24,3.52,180545838,174265000,5974000,200629557
1326566.exe,59813655,667356,58744352,111603,62106558,102225,278581,829091,179018104,119518,54921673,66,19006,230482339,4324,1.24,1.02,52002600,47662000,4056000,71720858
1471884.exe,10816023626,3821230,3834841072,3876151,3834418357,3859719,1655877,14214596,11819088547,371174,10813253640,898,146147,28646097340,140,87.58,73.79,3471861873,3471326000,0,3492495505
1551067.exe,150223556,210162,71345139,147387,71204303,143097,69849,496733,313595973,11683,151379220,21,5112,456438480,134,2.16,1.78,94871875,93577000,1006000,114758635
1554849.exe,1704062057,48360670,887632415,3815829,887874221,3807487,1065447,5594655,3829736576,4627753,1705437810,1055,123734,5110050922,5989,26.88,22.41,1119678237,1107418000,12004000,1139486678
1560344.exe,893927484,3042450,385918534,669714,386162990,675742,484307,2704306,1712554527,167591,893631272,623,41114,2478721315,3055,12.09,10.07,504059869,500691000,2998000,524984306
1571671.exe,277115166,665657,134412837,226290,134240558,230816,245394,1189764,576631320,132759,274620349,10067,31399,840854778,4141,4.06,3.37,173217653,167847000,5025000,194171828
1577659.exe,550597217,2311952,241682112,373787,241514297,377752,306370,1644336,849994142,133517,546438344,1971,36555,1513635174,4143,6.15,5.13,253771202,246461000,6984000,273611640
165572.exe,2445037836,70280044,1195542423,5186581,1195682250,5184922,1343308,8016816,4812465531,8249728,2444490936,28258,164236,6893816631,7926,35.02,29.25,1417318725,1402858000,13998000,1437337319
1810441.exe,10148578556,57156324,3335153421,4159246,3335949705,4162725,1767301,15647603,12766328026,440874,10150077072,1907,163112,28794274458,149,95.9,80.62,3743090097,3740249000,1999000,3764137491
1822655.exe,164831965,139243,73835303,139032,73815470,138112,66405,493648,291034782,22223,165336066,13501,3888,487605176,137,2.13,1.78,85485721,84211000,1002000,106068472
1824751.exe,624298,80260,1293893,35449,1319498,35385,17133,94555,7289682,8670,2513170,<not counted>,<not counted>,<not counted>,139,0.06,0.05,2526153,1120000,1120000,22631679
190239.exe,160318851,174098,76631361,143095,76463712,136099,66855,490714,317556550,13859,160704040,121,5047,487705421,123,2.26,1.88,93802525,92600000,1006000,113862890
1946318.exe,1177475489,710281,1331003842,1160707,1329601502,1160806,328390,2751696,2092644226,78868,1175157508,319,26183,4190259258,139,14.37,11.91,616858537,614501000,2001000,638047738
1992683.exe,3506590591,1407921,1170806627,1667771,1170610021,1656174,585066,4783264,3945953899,131992,3508068398,664,51400,8035118234,141,28.8,24.16,1162487098,1160258000,1998000,1182302991
203751.exe,327178983,2447689,296881245,504917,296552345,495020,350429,1401845,671912583,103811,331577211,314,24064,1170447558,4144,4.73,3.94,196853378,193415000,3006000,218032826
2073892.exe,6822085935,2342787,2002589198,2649442,2002213481,2631850,1082097,9094789,7745918782,252718,6820463124,1325,104356,17486110265,132,57.23,48.16,2273860859,2270975000,1999000,2293425233
2154951.exe,306705047,2191385,140700124,268180,141031442,266049,732248,1924700,634951676,271397,306552295,19104,69161,952016771,12064,4.52,3.76,189050078,170749000,17973000,210501693
2428707.exe,165567608,243665,79486612,151837,79318183,160088,105304,607820,342016575,16538,163728132,626,5585,501557172,135,2.39,1.98,102969275,100686000,1993000,123064861
2692878.exe,4250280001,1664680,1584827885,1924880,1585149099,1916063,692022,5985403,4812707563,161575,4251646313,723,62186,11093678355,140,35.61,29.99,1410087186,1407558000,1999000,1429973248
2696383.exe,9480006036,3109209,3330429876,3481248,3329729858,3471211,1451498,12638325,10293343833,342410,9476385145,1389,132291,24961353719,137,77.97,65.86,3026576324,3024759000,999000,3046605159
2703478.exe,670728593,4063877,318479613,655350,319197420,661785,481477,2113862,1034904945,180221,669409944,4940,51666,1887750405,6142,7.53,6.28,308184350,291889000,15993000,329181393
2706187.exe,169634360,188342,77426259,138689,77349579,133304,64573,513263,306884492,18686,170887305,190,5456,501814370,135,2.19,1.83,89985253,86792000,2958000,110953805
2710549.exe,163627784,181483,77134700,154049,77055596,149565,70326,506102,315300954,16182,165160510,187,5491,495843721,137,2.23,1.84,95778158,94545000,995000,115664149
2959157.exe,167022545,193714,84279926,190118,84376905,183432,82119,616850,374794931,20447,167484205,1095,5438,514962654,138,2.62,2.16,113912350,112539000,995000,134931752
2998907.exe,165477448,175020,78322938,154895,77860130,156018,73716,575068,321502812,17212,163951621,5792,4451,501588779,137,2.25,1.86,98397606,97096000,1000000,119855028
301378.exe,1132047068,2434458,524447641,1365312,524696046,1355013,422964,2760963,1847596176,152811,1135947821,3926,43709,3270402428,3333,13.65,11.41,544571430,539044000,5000000,564815739
3244021.exe,3168289948,744080,668815392,1131267,668680957,1150359,334894,2757684,2165798079,78020,3165711140,600,29270,5181883466,130,16.15,13.61,634738455,632232000,1997000,654163940
3335438.exe,168590906,161713,73438154,172394,73212284,173743,79064,575923,357802253,23753,168389100,215,6265,496304222,138,2.58,2.13,108904904,106637000,1993000,129547132
3344418.exe,144045638,138054,58211774,128109,58204313,121988,58412,424239,255785224,18701,142844286,1865,5046,416057369,137,1.82,1.51,78447555,77253000,1003000,97969510
3350297.exe,1148890386,2198241,534993473,1364372,535736917,1365919,392354,2901624,1971930039,136871,1148248321,14171,44276,3311154529,3139,14.22,11.89,581228609,574982000,5999000,601368555
3355639.exe,5498761002,2134179,2001030544,2325931,2001537590,2305667,921696,7768700,6326128980,199514,5503232306,384,78087,14510549442,137,47.57,40.09,1858523433,1856820000,999000,1877990980
3408564.exe,1359529527,25033066,704533648,2596211,703824212,2597073,1099966,4929716,2871408474,8456488,1357910459,766,132957,4101707242,7938,20.75,17.35,845108865,828771000,15995000,865940509
344718.exe,15467275958,5227047,5859469082,6983364,5860062008,7012087,2388635,20523138,17097752701,522333,15470060802,894,207262,41834861209,138,127.84,107.65,5012994267,5012028000,0,5034234668
3498250.exe,217409736,790387,100691352,207238,99728557,220121,481367,1517156,478652354,212398,211083019,8545,36177,657854459,6206,3.52,2.93,143455566,128005000,15000000,164659192
3594696.exe,163794801,176438,82935368,168462,82960534,165407,70007,559988,348529879,17519,165242086,3530,5441,509317916,131,2.55,2.12,103719137,102399000,994000,122351018
3756817.exe,186044142,1041597,88796611,190679,88450309,184674,309595,1061703,400087530,143599,185910272,7826,34040,573361579,6093,2.94,2.44,122365494,110988000,10998000,142432853
3961545.exe,225817582,503197,106619528,192256,106450275,191556,144226,824252,453686315,68142,226179427,24931,19053,688291495,2134,3.33,2.77,137367386,132957000,3998000,157867296
3963977.exe,9813040727,3528038,3332403398,3853452,3332865853,3840365,1715827,14280930,12411696755,404540,9813449576,552,154483,27618404194,136,94.36,79.33,3640311579,3638689000,999000,3660383158
397272.exe,181549894,921648,86794496,172721,87035712,181878,386857,1151607,397130450,161218,181027678,10571,31852,552564971,6094,2.91,2.43,116821930,105651000,10861000,137258246
4058774.exe,179131051,211386,89431970,192190,89322575,193687,76197,553039,375514428,16767,180309430,1802,6069,553922719,138,2.68,2.24,109793781,109592000,0,130305608
4083750.exe,10146183694,3592194,3333448463,3832331,3333256188,3822525,1747647,14226141,12298189656,372658,10148061777,787,152403,28781487527,135,93.09,78.51,3609022927,3606512000,999000,3629098884
4130721.exe,161951668,198835,77148575,149174,77121666,148079,67457,512878,316787750,13894,164445152,10752,4926,494946041,131,2.25,1.86,96310839,94951000,999000,117373232
4147326.exe,8150890903,2983633,2501679782,3316368,2501036781,3266028,1383847,11962487,9899584694,315123,8152122578,1284,128408,22635503759,140,74.09,62.38,2900831004,2897862000,1998000,2924128943
4154752.exe,11484538857,5235806,4832340307,5174067,4832450297,5168044,2331950,20134135,16775863104,524429,11481129614,1161,207273,32962233103,134,124.33,104.55,4903087975,4901073000,999000,4923085049
4299616.exe,5506834791,2033336,2004492039,2399609,2004469550,2391901,918833,7983466,6666257783,215110,5508827794,592,83808,15190711339,139,50.82,42.96,1956801418,1955985000,0,1976498878
4301671.exe,3846920194,1395597,1339147197,1682559,1339098627,1674808,607380,5014958,4069882524,147206,3843174574,413,51924,8211247318,138,30.71,25.78,1197964190,1195496000,1999000,1218344215
