file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1097695.exe,1577854582,16254790,301937575,1106131,302200129,1097129,288170,3946985,1433441924,1543588,1590465660,984,210184,3780763547,624,10.14,8.48,419552083,390942000,28067000,468714984
1316078.exe,2686360999,17614937,549429847,1700664,549655134,1684192,648970,8845870,4168255177,232489,2687720399,452,56801,9386262601,640,29.37,24.52,1228079782,1224729000,2996000,1248479769
1359491.exe,6039530454,8684581,2207052155,2970073,2205502078,2965214,1167502,12610622,8013062376,369896,6039280948,1337,101124,17872342252,635,58.42,48.99,2349941604,2348582000,1000000,2370425601
1375143.exe,3328898428,17235902,623245010,2034586,623100949,2016435,614554,8331683,3997215835,2585882,3327924120,168,568491,8895429775,615,29.25,24.55,1171034747,1112688000,58035000,1191441565
1403565.exe,7807822864,26648780,2624606539,4561343,2625664096,4536784,4340949,21838181,10628743526,1718357,7805926018,32932,646274,22765739905,17778,76.82,64.69,2996673320,2992380000,4000000,3019108155
1511347.exe,7810961700,20083650,2612151727,3908746,2612252144,3898503,1600757,18450774,11227173283,1839819,7814548750,1356,450569,23709502782,627,82.63,69.37,3286679148,3255014000,31000000,3307517836
1663963.exe,2692855896,17396143,542203030,1603549,539795431,1597181,651373,8469652,3906364955,222749,2694371405,575,53288,8868408915,1129,28.45,23.82,1147852304,1143440000,4001000,1168811123
1765531.exe,7708052462,19687864,2549260310,3566719,2550907791,3575359,1491173,17216138,10294495445,433740,7711581513,1704,143051,22409057050,630,75.18,63.2,3019791860,3014373000,5000000,3040702924
1820307.exe,2411600903,28009568,480345636,1153188,477175410,1139097,389016,9950354,2237216086,143869,2410374720,503,29753,5731711971,657,16.53,13.91,658668356,656422000,2001000,678924564
1863351.exe,2693308825,17258628,544097574,1504149,543163060,1489616,556511,7862112,3402187393,188771,2692256840,673,45741,8107662085,630,25.13,21.12,996429560,993094000,3000000,1017416365
1908480.exe,1846494671,127938976,520696176,1377314,520803981,1378936,582470,5639479,3058671564,100752604,1840921438,1552,42280,5853051939,1119,22.1,18.48,899184244,896818000,2001000,920150969
2021894.exe,1956775212,16626851,286674867,1071081,286916820,1073267,363088,3946877,1423958495,138708,1939091128,439,20499,4127576819,1123,11.01,9.33,416329475,411150000,4989000,436855129
2377312.exe,6580342881,58043757,2415480318,3324794,2415124324,3323277,1310165,19103384,9042530245,399522,6580636086,1142,117686,19754744856,630,67.35,56.62,2659474718,2653830000,4997000,2680273060
2470367.exe,824558323,8798872,288016733,994310,289348379,1005334,260062,3271835,1115381077,95033,820108692,1343,19124,2620209415,1045,7.97,6.66,326765330,322350000,3991000,347198075
248468.exe,2796659805,10137828,977806221,2070917,977220662,2069103,631066,8024982,4061965063,1523871,2795483449,535,430588,8734391191,625,30.02,25.2,1195604282,1170121000,25002000,1216466372
248562.exe,2567767510,17077113,609014947,1656786,609140194,1657639,595219,7262067,3155779844,1396322,2570575674,767,310039,6473352624,1564,23.18,19.5,927087591,894793000,32028000,947817717
250468.exe,7709378423,19826873,2560298519,3671232,2560524300,3661774,1604241,18283051,11075728730,435283,7708593664,1390,144733,23454252566,637,82.37,69.46,3250175447,3247964000,1999000,3270566096
2552614.exe,7708829003,19948027,2549363013,3588708,2550141313,3576236,1538606,18922322,10789298820,443095,7707820638,1178,141464,23410048242,649,79.39,66.74,3175693930,3173365000,2000000,3196870888
2681777.exe,8219951061,19960579,2551476940,3724277,2553783156,3748519,1665575,18848052,11161559597,485967,8218782639,1932,148325,23431886737,1137,81.93,68.93,3269477542,3264496000,3999000,3290731121
2757092.exe,5442879844,18677579,1861344344,2895945,1860776360,2887311,1127654,13558925,7642333084,1854340,5442536018,1069,102096,16728563703,625,56.29,47.37,2244010442,2225409000,18003000,2265425951
2796766.exe,2695539258,17056687,539049859,1317246,541017855,1306689,473643,6957585,2874105427,178745,2689794393,391,40411,6097230101,630,21.25,17.88,846731902,843232000,2997000,866634749
2799712.exe,1038104815,9474608,285137332,1272996,284711624,1276466,273717,3782904,1418834905,1329485,1031404108,245,507640,3581070615,624,10.38,8.72,420473797,388215000,32017000,441778350
2982528.exe,5563618950,8587831,2182013950,3071463,2178572616,3095708,1150258,11831633,7425238251,1641549,5555627126,920,389481,16444437914,1122,54.6,45.93,2177664861,2148168000,29015000,2198505904
3051090.exe,13994040538,16929969,6748267598,10749296,6752239859,10732548,4893314,45065666,35698262540,2368725,13991533959,2567,468022,43616579783,621,243.9,202.22,10470526064,10445145000,23998000,10491536436
3162850.exe,2120202238,6669087,473156707,1078786,475204986,1094785,355159,4282795,2021632584,147384,2112559497,936,27112,5000096422,622,14.91,12.54,593662112,592328000,1000000,613970413
3371941.exe,2797820113,17955010,606146518,1796633,605221620,1786674,748268,9856162,3814646415,1890466,2800586939,650,59056,8418747272,2119,27.89,23.41,1120894522,1093574000,27014000,1140928863
3536231.exe,10846428509,207021997,3555823815,4914957,3556839438,4923352,2225503,41508653,15896884713,648968,10846595812,1152,202327,33446834246,629,120.64,101.59,4656922082,4656687000,0,4677409973
3564636.exe,7706076967,19391888,2549104143,3330314,2548801119,3324381,1482655,16938296,10204369552,403662,7704290265,714,129863,22397973000,630,77.04,64.77,2994985803,2992588000,2000000,3016694383
3574537.exe,7825076781,20304161,2616020683,3891137,2616249240,3899928,1671065,18908132,11467562730,1832679,7812020404,633,151471,23735450265,1119,84.84,71.38,3368634009,3341310000,26994000,3389530121
3598512.exe,350990291,6719259,332758582,773628,329613659,769498,211467,2783317,598826682,382714,345428219,75,19736,1918107263,2113,4.19,3.47,179520647,175157000,4003000,200840562
3634806.exe,1570142033,17140247,290452999,905427,290757816,907447,297480,4428614,1491037076,278394,1566937830,101,19268,4487702022,808,11.57,9.83,437463443,433158000,4001000,457951083
3648026.exe,2686615887,17081553,550570304,1484885,548243232,1478058,563481,7882629,3481493229,184745,2686544782,316,46705,7885666808,622,25.7,21.6,1025582321,1023122000,2000000,1046484968
3660670.exe,8612951376,20007262,2568200360,3921144,2568940742,3907383,1641545,18692799,11449342792,1720809,8610271882,2819,146381,23249918226,630,85.25,71.78,3354951517,3323927000,29981000,3375771790
367930.exe,7737646933,19550957,2568672163,3631494,2569148268,3632717,1541513,17464500,10555753538,1773574,7738519328,1175,413815,22492035638,633,78.56,66.14,3095906713,3067997000,26999000,3116208957
3770539.exe,1677347501,16795453,349011327,1387905,349313377,1370109,315292,4320542,1849932076,1374861,1664088212,529,329036,5055804169,620,13.93,11.76,541915485,518614000,23027000,562770642
3801417.exe,7807935650,19889417,2609079266,3887904,2607920543,3869033,1630622,18495635,11220436003,1691189,7806184321,636,143241,23945355025,625,83.4,70.24,3287298674,3261091000,26000000,3307461317
3823863.exe,2796742517,17919060,600934750,1733854,602903390,1732929,608929,8507318,3697325026,1644541,2795990596,212,295752,8411209645,830,27.43,23.1,1085742941,1049462000,36015000,1106307878
387622.exe,7749923631,20094006,2575955064,3562670,2577107395,3565369,1663617,17543155,10466087465,1696839,7750692262,1475,247440,22535902950,3375,77.91,65.64,3067654777,3041344000,25994000,3088226551
3886650.exe,5555288639,8530761,2092506232,3053075,2092955229,3060914,1129133,11992043,7716603700,1841619,5550421740,1232,287016,17229689696,640,58.15,48.88,2262362579,2238927000,22999000,2283837800
3963524.exe,3299371475,17092285,601542743,1897550,601699360,1886967,560535,7881831,3515260243,1696310,3293972036,387,540750,7787471686,620,26.82,22.57,1036818876,1008364000,27982000,1058760029
4025112.exe,2046801976,16708957,350187077,1415505,350165579,1407908,384616,4573119,1887216963,1343311,2046901635,101828,320141,5400987662,1108,14.34,12.08,562119526,538846000,22993000,584815882
4031241.exe,7710567764,19542066,2550239235,3406530,2547200651,3393298,1493588,17097148,10328983421,409238,7704998820,1534,131668,22781018090,645,78.19,65.72,3038703029,3034993000,2999000,3060910372
4082343.exe,6795300987,18977765,2506666747,3321677,2506699969,3337816,1327521,15219094,8893538402,1645167,6794965481,878,259115,20369294972,623,67.39,56.67,2609324137,2576668000,31983000,2629808711
