file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
2279764.exe,45061720,237339,6209645,287018,6194700,279570,102740,751702,548121338,21438,44865731,55,8957,125651858,133,3.94,3.28,164431300,163127000,1000000,185179228
2282083.exe,830091475,1348260,486707921,4780034,486718068,4778109,652034,5552935,4635429286,158313,830113460,703,76145,5647192523,128,30.29,24.9,1358426081,1357979000,0,1378951191
2344548.exe,25532162,144627,3485681,121768,3649327,121783,61412,440824,237235181,13218,25115373,0,3067,125172053,133,1.7,1.41,73070680,71855000,997000,92914736
2373932.exe,772888414,2067643,247073652,2068737,247151106,2065088,1009584,8714029,7085197957,237203,772054682,1094,95135,2033506274,129,50.07,41.78,2087813447,2086229000,999000,2108237404
247789.exe,20113302,93681,4232244,267764,4275838,270583,41989,306056,129945252,12997,19854416,150,1779,115250302,133,0.89,0.72,41546447,39317000,2016000,61746273
2492423.exe,1008805,140314,6363581,156413,6283306,175344,50055,384348,210621496,13322,888123,159,3953,122516811,133,1.46,1.21,61826292,60600000,993000,82285083
2513196.exe,106069205,250386,31338504,216325,31372163,220597,101857,839383,573010668,25494,105558501,241,7809,697414343,130,3.98,3.29,171803509,169526000,1994000,191529622
2674105.exe,45201790,250324,6102565,263322,6129190,264579,98653,774904,518119832,20986,44907806,82,6535,117855528,134,3.76,3.14,155141512,152932000,1999000,175323765
2708553.exe,772502321,2115516,246395746,2080461,246423659,2068970,1006807,8722213,7084547910,240647,772350753,1235,98093,2033874486,127,50.12,41.86,2080884807,2078168000,1999000,2100823346
303419.exe,29383185,137377,4846799,162858,4770512,168520,48218,373136,184974170,12753,29022260,154,2755,128931428,132,1.25,1.03,57650649,54534000,2921000,77927496
3104536.exe,35840394,121813,10440113,139990,10776091,131521,48673,331902,145683717,8645,36366206,0,1733,146113701,132,1.04,0.86,42415233,41103000,1002000,62983056
3163004.exe,23625435,151462,3470731,122536,3406808,124751,63999,459255,261084174,16090,23907869,131,4823,178040698,128,1.92,1.62,75751719,74431000,992000,95928808
3231389.exe,388489248,1110751,124245097,1065237,124198294,1057870,513467,4386249,3543081465,124014,388192011,449,46745,1017603537,129,25.45,21.27,1037124465,1035871000,999000,1057466074
3388688.exe,32300304,251682,5773977,224264,5787296,218415,77742,723416,331130804,28211,33645232,680,9140,84272363,132,2.38,2.0,95133284,94932000,0,115561520
3942378.exe,47600888,145152,9349526,194136,9318179,175382,47744,425403,281309193,11686,47985768,197,4751,223465920,63,1.99,1.65,82092395,81861000,0,102384133
396083.exe,8131249,677752,87422204,4826242,86907505,4840366,311137,1884151,1317202811,91524,8091129,121,23062,439979059,1809,9.71,8.15,386774396,381504000,4993000,407464809
3965275.exe,762802124,2083072,246750872,2091521,246866941,2087792,998139,8749700,7060857051,252427,762883878,910,92455,2015305248,132,50.8,42.45,2070695497,2069231000,1000000,2091349351
4162716.exe,36161444,166087,6651496,198649,6601608,183993,65288,456567,266735364,14562,36204435,174,4987,223989594,131,1.86,1.53,81959368,79686000,1967000,102823269
4231587.exe,25508917,133025,3469233,120276,3406565,117341,60242,444149,251138342,17427,25510095,27,4132,161784771,133,1.85,1.54,76567620,76230000,0,97207833
4261319.exe,27246853,161402,3687933,143851,3518020,137439,67092,493359,309662772,16582,27412236,163,4814,184582545,128,2.14,1.76,93182536,91926000,1010000,113803886
4263677.exe,390157710,578636,125475933,555618,125429798,548333,266711,2333721,1831055667,65552,390606763,150,24989,1948545865,132,12.1,9.96,538338103,537168000,1000000,558532111
4454123.exe,25319236,105140,3302899,119459,3614095,122598,56955,438664,236146307,19793,25440418,23,3098,125596452,133,1.71,1.41,73523280,73313000,0,93241882
4543507.exe,27617734,101378,8535211,175153,8572055,178984,48705,331449,163082184,15513,27639826,43,3261,166174265,128,1.12,0.91,51476820,50163000,1003000,72156440
4815772.exe,45016314,164786,3739145,174558,3893524,178836,86911,643081,404975648,24839,44937391,127,6768,214334116,133,2.93,2.43,122627837,120307000,2005000,142846027
5070692.exe,25170212,123692,3424708,117320,3624148,119928,57047,425861,238990034,16366,25512850,50,3358,125814867,132,1.73,1.43,73678365,73367000,0,93178963
5081047.exe,749071601,1252309,346975191,23522458,347046009,23527012,607698,5126906,4234090056,141483,748712439,305,65447,5758372675,132,28.35,23.39,1242463938,1241161000,1000000,1262192577
508772.exe,35167921,97877,13273724,204010,13695692,222430,50349,379988,187929820,19603,35317906,127,3077,153907589,131,1.36,1.12,59201321,57895000,998000,79414716
5111284.exe,32300868,146849,6743981,118626,6930469,124781,58032,448823,253552819,15475,32824664,43,3036,175997155,128,1.75,1.45,74130050,72927000,999000,94670243
511502.exe,31533907,216004,5153166,222625,5109639,226869,67172,492391,315442870,10778,30842396,29,5070,78270047,129,2.28,1.9,95055794,93651000,996000,115195629
