file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1103772.exe,574963386,8393805,307306678,1783301,307048703,1803784,3072862,7287553,1481795694,2129020,580307439,7565,129628,1810750987,12768,10.42,8.66,436708348,405938000,30069000,485840567
1155269.exe,596769980,8302974,334828641,1777046,338387913,1811055,3121723,7742996,1374971676,2222618,610169315,438,72155,1797150529,8281,9.41,7.77,404893878,387626000,17027000,426116534
1172017.exe,450943804,10292412,250268506,2081727,244621513,2012441,3832362,8202064,1368857546,3182948,443024958,2793,108312,1432801728,13420,9.23,7.58,401568717,371409000,29952000,421600241
1265468.exe,804776018,8782397,445982654,2065812,447106018,2084819,3136781,7853265,1797189643,2223270,801849812,7360,137032,2458142771,12760,12.46,10.32,529199909,497070000,31940000,549172378
1346726.exe,597213100,8879756,336437849,1737335,336755637,1750321,3729279,7821136,1402779815,2785841,593008902,569,89824,1796701448,9121,9.65,7.96,414404673,394167000,20008000,435231675
145020.exe,383352073,8744705,208554669,2004213,207110322,1890822,3326776,7034398,1164576299,2776777,383047160,58,80358,1213885506,9702,8.03,6.61,341017731,319784000,20920000,361875094
1482288.exe,420004195,9031970,228074653,2018891,229215094,2010368,3300037,7080616,1224145759,2751358,418572558,637,65968,1312574942,8143,8.47,6.96,360798526,344470000,15975000,380374503
1558669.exe,372041566,8741567,205178950,2021391,204316774,2022790,3314623,7216206,1156435947,2932236,367382623,149,68995,1172725964,7699,7.87,6.48,333265831,318871000,13994000,354030638
1881529.exe,600458735,8179254,339005784,1949483,340590894,1871555,2769942,6901033,1374632689,2230318,601522767,684,79153,1814164159,8325,9.5,7.85,406351508,390091000,16003000,426400723
1892033.exe,601162670,9433652,326011349,1866814,327715113,1817358,3139611,7634219,1565202051,2112009,601057334,6698,138822,1917394819,14526,10.81,8.93,461865911,438613000,22979000,483112059
1992578.exe,345248680,7152876,191660966,1345638,191661031,1415450,2667916,6393711,957067766,2404402,343679117,442,68966,1102350297,6819,6.55,5.38,285666017,267367000,18024000,306017334
1997898.exe,330075209,8526942,184316325,1570723,185932935,1547180,2994071,6998658,983110980,2274844,336684060,374,55369,1058526289,6427,6.7,5.51,290463930,275210000,15011000,309815724
2040953.exe,597246038,8211435,334035478,1895758,332390131,1955799,3299286,7342808,1395976245,2596886,593730259,510,90230,1813787061,8474,9.62,7.94,412236330,392999000,18999000,431884360
2079377.exe,366205094,8261029,202587534,2069326,199770629,2110046,3027220,6600848,1101474102,2700700,370681952,491,75806,1162059461,7166,7.63,6.26,324967848,299571000,24964000,345509669
2209419.exe,470722813,9989226,263339858,1850405,264131419,1827135,3961401,8438195,1431724766,2963833,477702006,131403,262027,1507229827,12588,9.92,8.17,423325984,394906000,27993000,442913437
2396518.exe,628723509,13033531,331460566,1957028,330344663,1928349,5348783,10503932,1785686101,3140254,632383039,6320,198455,1995705935,14508,12.25,10.09,526319045,490080000,36005000,547123110
2417063.exe,658445560,8885154,370868476,2050670,369089729,2050651,3298284,7645407,1734185678,2298909,660659831,6571,167417,2124554799,14817,12.16,10.09,508027465,478801000,28987000,528450967
2475670.exe,490133283,10018252,264960861,2263295,265410012,2344532,4145865,8870148,1418333944,2691036,484345333,1169,294502,1579624997,10576,9.77,8.05,418914814,391512000,27035000,440086315
2536350.exe,479099211,8620697,260884353,1525318,260057476,1577791,3466978,7340934,1307684667,2349752,475728934,1183,124488,1531693989,11892,9.0,7.41,385886995,358508000,27038000,406490731
2547962.exe,490105954,5929067,247537926,1209182,246699399,1199326,1971359,5816458,1198544623,2046678,488665043,4360,59699,1494626538,3654,8.26,6.83,354303181,346084000,8001000,375034932
2553709.exe,527100821,10826485,283028459,1892848,284253683,1927942,4196726,8785576,1537338541,2936971,525724885,1383,125770,1665974624,12673,10.57,8.71,453350951,425933000,27059000,474300917
2677632.exe,1027616814,9297744,521148844,2118136,524773108,2054228,3480972,8812095,2369780667,2523001,1026522695,7009,137577,3139818887,9160,16.86,14.05,696567187,684237000,12004000,716731128
2683511.exe,697072868,9770600,362513259,1602679,363080854,1604927,3408820,9205274,1629453689,2562178,704950749,4212,55810,2100034071,3450,11.28,9.35,476179031,467842000,7997000,496543239
2684432.exe,667104964,6860726,365651002,1377808,367656874,1374307,2100635,6773905,1458535773,2436783,658968520,5467,86626,1977290291,3450,10.15,8.42,428324119,419062000,9001000,449477013
2736927.exe,340602911,8080378,190535125,1414085,189594048,1427136,2850272,7037143,984953808,2400398,343189232,2136,64702,1085316493,6624,6.78,5.59,288205487,272885000,15048000,309220870
2918721.exe,664605192,6897903,360411242,1368845,364310205,1365991,2071749,6682473,1456418317,2418912,666710052,602,83760,1994454079,3451,10.18,8.44,431560976,425329000,6004000,452224882
2969923.exe,583739679,8944629,315451197,1763194,316400967,1739769,3164149,7306894,1511866339,2186973,578894774,3566,155646,1839810791,13403,10.54,8.73,445636698,414313000,31023000,466214357
3005234.exe,448484955,6588708,234566861,1076341,233953459,1067233,2040489,6265627,1158108077,2408870,442616940,2468,65513,1379694751,3459,7.99,6.6,343288151,333067000,10002000,363549968
3046173.exe,358752881,8534833,197709849,2089853,197550882,2144059,3198267,6819330,1087772544,2612205,356839183,163,64359,1126057755,7163,7.43,6.11,320810356,298546000,21966000,341044138
3321447.exe,901728909,11695345,512343624,2179772,514805426,2141026,4978472,10685374,2339842400,3109661,899793728,10133,167502,2795089319,14723,16.29,13.5,684908735,655602000,29026000,705641128
3467583.exe,389365831,8562153,209969316,1811745,209741175,1815044,3170047,6781591,1149776348,2897289,387606569,151,65372,1215755699,7751,7.95,6.56,337112349,321845000,14992000,359663928
3716781.exe,652048685,10365389,333770708,1727617,334789496,1755480,3879065,8891666,1658649149,2683738,654649408,10317,85636,2038867537,8100,11.58,9.58,489595252,473245000,15974000,509638579
3730870.exe,402199231,9824151,219451058,2092211,219555526,2113012,3712220,7602322,1306092258,3119230,402484715,777,70887,1251895743,8733,8.91,7.3,386676049,360327000,26023000,407133866
3856382.exe,810279100,6129096,422060290,1964397,425720071,1971035,1979137,6400271,1752875025,2067812,810998746,10451,54854,2422278699,3255,12.4,10.33,514728271,509373000,5003000,535811647
3872603.exe,1011861779,7152138,480864566,1853546,481362621,1791750,2337784,7387856,2066337076,2278468,994556198,2700,73449,2925918471,3457,14.53,12.09,608352715,598042000,10000000,628342700
3902259.exe,630965203,9895150,347775177,2412228,345368925,2468151,3901986,8444271,1588892058,3190056,621114096,134,911808,1912657399,9114,11.03,9.11,469941434,443520000,26030000,490629938
3969157.exe,803373438,14109567,454231716,2643602,454688682,2642496,6147576,12600201,2379268023,3302181,796426671,5564,155855,2486945545,13554,16.43,13.53,704457327,670270000,34013000,724885755
4039956.exe,547717121,10077623,313059460,1887393,313641239,1887580,3853456,8681516,1337142756,2844631,548009425,392,90454,1679757082,8180,9.3,7.72,390003236,371657000,18031000,411054303
4042441.exe,388886090,10656280,239036243,2245565,236646925,2379736,3717111,8601947,1335953230,3394458,389850281,340,76112,1341882362,7250,9.15,7.52,395283289,385068000,10001000,415307751
4124395.exe,698013501,8165084,359435257,2002518,360855011,1962613,2868788,7230014,1698549442,1978179,696502975,4416,111880,2156401255,9601,12.1,10.06,502370982,477030000,25001000,522880588
4136556.exe,741654918,12653914,387975801,1747269,387064219,1816590,4908132,10632454,2002753758,3478179,747373571,3990,172565,2306561754,14434,14.21,11.74,590753480,555546000,34971000,612529518
4168672.exe,534419340,18013888,277889683,5606393,275977928,5907255,6507693,12597777,1924131506,3814668,532463559,227,3067064,1649215636,21620,13.24,10.82,566190880,521806000,43983000,587528577
4173136.exe,566627240,8256969,295415755,1738651,294685675,1665542,3167664,6812875,1435404599,2142895,573364829,1550,92067,1771367415,10821,10.16,8.43,423724337,398332000,24958000,444552893
4198999.exe,443398160,5927617,228489405,1137830,231188526,1159799,1870252,5608612,1140391226,2003592,444847684,835,66245,1360717519,3457,7.9,6.53,334873619,330561000,3994000,356392573
4232821.exe,813613632,8730173,448881267,2037816,447510571,2083495,3241213,7940421,1816481406,2303285,815088497,9708,150128,2504483700,12760,13.08,10.87,534722072,508484000,25973000,554797405
4245198.exe,370469108,9508626,205135734,1992681,205383813,1951971,3716685,7171606,1167825949,2959272,367111524,158,75424,1171924438,9508,8.14,6.68,345717569,329373000,16018000,366721044
438014.exe,630763899,11154536,349158304,2785847,346361735,2825167,3770394,9309503,1622283954,3460722,630594775,2869,228980,1921880710,7256,11.3,9.34,478642491,461273000,17010000,499245448
4445432.exe,386438944,7192303,209226826,1443420,210593018,1379119,2678523,6037988,1082832653,2380925,391256914,145,66378,1213989319,7260,7.65,6.32,318425677,296110000,22008000,339190118
4514265.exe,467319249,14416833,247462858,4313974,248968849,4487746,5299811,10603609,1637499427,3608966,464523620,3470,2243131,1437286892,19863,11.19,9.16,480466708,439062000,41005000,501133639
4549636.exe,635460054,13004850,343403485,3387308,342044712,3524659,4784792,10187324,1861546463,2826358,629278862,1112,931484,2004774236,23546,13.11,10.84,546402362,495125000,51012000,566582289
4732044.exe,414736464,7926694,223719669,1670231,223038282,1591063,2918443,6333721,1176201812,2532959,418023198,52,81527,1298420719,9989,8.2,6.75,351517667,325278000,26022000,372677345
4757111.exe,335689131,6979584,182862141,1375810,183697197,1340386,2664370,6064561,956818087,2359775,341772334,508,79122,1059639667,7012,6.66,5.5,283520109,272287000,11011000,303591547
4873112.exe,501686528,6970323,256398032,1327575,256927122,1319342,2539066,6735972,1358552500,2347825,497747905,545,64161,1519536255,4826,9.43,7.8,401044078,386813000,13993000,421457726
4981197.exe,673077491,9835337,347546869,1838799,353242148,1845269,3875884,8676209,1726158756,2747214,681497518,5381,115623,2099211665,10432,12.23,10.15,508935052,484547000,23977000,529103987
5022885.exe,638664220,13986244,341731202,2492786,344895505,2454449,5430660,12106229,2195365859,4269584,647709854,1528,122032,1999659150,10435,15.19,12.51,650442304,620103000,30005000,671029754
5026025.exe,673498965,6947254,366221134,1360651,365402408,1375041,2168697,6903436,1481212956,2406090,676989934,115,73616,2027150561,4037,10.46,8.69,437573596,428330000,8985000,458782414
5401467.exe,266373049,7367730,215702824,942064,215235815,942082,2511163,6157991,883627424,2388477,258165919,111,41290,966037411,4434,5.99,4.91,263305329,254062000,9002000,283372229
5445826.exe,431544879,7537771,227663025,1449888,225802574,1518698,2861639,6601161,1140488704,2427259,441482632,538,64607,1355480336,6821,7.97,6.59,338729492,320491000,18027000,359305553
5681711.exe,592968889,11038109,313538258,2114173,312853147,2085764,4133003,8679172,1593701907,2560527,589899379,9312,295160,1863318487,15695,11.22,9.29,470221354,426977000,42997000,491669400
5682441.exe,1296999363,14746503,679780222,2868262,682086423,2787428,4052462,14022555,3417515999,3926696,1299830606,4537,113620,4018119413,6951,24.3,20.24,1005371889,988101000,17001000,1025147221
5733034.exe,402744480,11984298,215840093,2460751,219155013,2484477,4240267,9219418,1346189545,3596647,403435112,3526,75251,1269527788,9019,9.31,7.67,395635785,370378000,25025000,416223099
5804368.exe,412819693,9023406,225305981,2105706,225492171,2068075,3381681,6950318,1219023273,2843750,416273978,234,75005,1291237110,9119,8.5,7.01,361853260,343569000,17977000,382208874
5810439.exe,370999900,8280658,204998352,1853698,204859281,1990056,3016822,6602849,1122771976,2928880,371429896,739,90394,1160541741,7949,7.72,6.35,330749174,312396000,18022000,351179995
