file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1017851.exe,2145956362,14582021,939657047,7056607,940869310,7051613,649470,5965143,4602753045,164994,2149349363,1094,63369,6411288138,174,32.23,26.9,1356204506,1354577000,999000,1404677404
1222596.exe,771800884,12977983,256079957,6167415,258127859,6132744,198145,1704512,1206275680,50875,771902090,54,16709,2082213572,168,8.61,7.2,357104355,356838000,0,376889296
1333078.exe,645566292,12888039,238741238,6301120,240334024,6268127,199722,1824232,1228101091,49316,650690476,224,16963,1862039714,208,8.76,7.32,364547710,363182000,1000000,385508450
1497005.exe,6496859225,26630069,2905540258,16547713,2906142807,16618403,4331550,22135251,14216264856,1849992,6497397533,33080,721932,19486244578,17328,98.01,81.97,4047629497,4046901000,0,4067616934
1682543.exe,1256437509,13162100,501467935,6428929,503937956,6487519,397904,3295703,2285142602,110127,1260420939,1021,33164,3965406449,231,16.18,13.55,664587367,663218000,1000000,685040110
1738528.exe,4656462870,26709140,2289830057,8352507,2290729808,8331018,1245551,13101272,8969646423,324907,4659119716,6727,146039,14583035424,225,65.5,55.1,2627280346,2625774000,999000,2646702218
1753870.exe,515211122,22937913,147388643,10331466,149743251,10248189,200713,2507527,1206849555,229521,521806026,355,17013,1724727030,185,8.67,7.26,353747807,349378000,3992000,374559315
1769129.exe,4645642839,26729114,2285230069,8273537,2286759370,8284707,1244528,12866747,8885834946,337442,4649145517,14879,125895,14486976276,214,64.76,54.44,2604001148,2601921000,999000,2624946728
1818972.exe,523790741,8056564,130917618,5963866,133302729,5900938,161099,1263447,854664508,39933,526715033,119,10874,1361598050,189,6.34,5.35,251266622,249883000,1003000,271642871
1943931.exe,638288323,12847087,236658287,6228952,237322807,6228072,204191,1729634,1198020308,52602,638663451,274,16567,1835408921,212,8.56,7.15,353610799,352284000,1000000,373345474
1968707.exe,1026297640,23757318,444609639,11282096,445021144,11234646,351216,5272072,2168327436,127336,1028432444,1354,33866,3158704135,253,15.5,12.98,635454568,633071000,1997000,654148613
2174475.exe,442088883,6646647,166006368,6007553,168006147,5974290,161376,1355994,980075951,42440,444402551,310,14538,1276097488,182,6.9,5.74,291263922,289882000,999000,311313680
2399424.exe,729674465,12711023,240165748,6147453,240963938,6141324,232048,1882254,1292209706,54237,729271778,429,18467,2244011524,212,9.33,7.82,382393641,380146000,2000000,402287448
2414239.exe,469477001,12798653,137975143,6106282,140407357,6049900,163393,1468979,900966762,43701,473428942,383,13053,1318056425,210,6.44,5.38,266957440,265623000,1002000,286671412
