file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1184356.exe,2559067662,31828212,1090484595,20639922,1088220605,20690235,2812662,12563417,4327978063,2460419,2556160696,947,169310,7805009209,24744,30.83,25.77,1270378803,1229698000,39990000,1322727691
1191212.exe,1804174880,8205833,763146922,4727915,763908384,4747295,2963268,7690559,3157318593,1207257,1797141709,502,196348,5629584795,45675,22.57,18.87,927967221,851696000,75972000,947382149
1247728.exe,1945343042,5679243,810385915,4633880,810150758,4639865,1794254,5518491,3139325941,688907,1940677428,531,122897,5873617491,20540,22.46,18.78,922444826,879096000,43004000,942997624
1315068.exe,865376750,6559302,375130412,5286636,376035434,5259143,1562486,4243246,1359930622,646385,868107084,238,88766,2540369512,20540,9.87,8.23,400511785,352196000,48026000,421016897
1317833.exe,960639650,11840724,370246735,5636872,365938154,5633016,2861532,7296808,1625931729,1253766,954660416,420,181827,2718267569,40944,12.13,10.12,474219393,392821000,80963000,495171287
1322710.exe,2812906372,7927664,1070949744,7918300,1068473615,7923962,2062565,7223621,4410813709,687755,2804385564,1420,243361,8772978517,20590,32.96,27.67,1299039194,1258659000,39957000,1319963284
1398048.exe,3320261375,13760753,1268134225,6317898,1268019851,6289731,3348476,9528555,4964380492,1138373,3311444893,1602,312883,9930860936,40989,36.21,30.38,1453061480,1387626000,64982000,1474395159
1464477.exe,2545877809,7717032,1068237004,5497281,1067694653,5512160,2093458,7168554,4128016191,618019,2540781486,1589,190423,7900643443,20592,29.78,24.95,1208160562,1171846000,36026000,1229390713
1603427.exe,1626155122,4511710,654759634,4636281,655486235,4643920,1782707,5637315,2827159471,644093,1628335931,752,109585,4944347852,23383,20.65,17.27,829686383,790265000,39013000,849901370
1637061.exe,972875418,5084173,331858194,5193578,333089897,5156443,1464865,3497516,1395028993,653264,959761962,436,100676,2844173686,20538,10.2,8.53,412517817,363195000,49026000,433795084
1753961.exe,1014255154,11868660,412137711,7200248,413838727,7148709,3014518,7671377,1880970906,1176534,1005229872,328,202919,2826481286,40939,13.67,11.37,552944873,458751000,93949000,574477342
1758935.exe,1698227688,12571901,537158609,5133217,536483739,5140620,2914791,6681773,2270138856,1337017,1702662074,758,194293,4519422412,40944,17.04,14.23,671168740,588826000,81975000,692344954
1852062.exe,1968090419,10072158,799642854,5224600,799794800,5222954,3045125,7479358,3257622232,1167920,1967974611,1376,177745,5688072458,40973,24.14,20.2,955001914,860743000,93862000,976728034
1911734.exe,1960772609,49525208,794753212,20141895,790418040,20134351,5505312,21388192,3467562435,11040962,1942194354,1212,882696,5759582114,55928,25.03,20.93,1018465055,931132000,87012000,1039155174
192319.exe,899102803,6730569,653273905,1390212,654721765,1392821,1688095,4685111,1652077118,627152,904694629,724,105749,3258304893,20540,11.92,9.94,485750794,439374000,46039000,506477861
1959638.exe,2179456480,99358296,905068802,27907145,904279985,27846244,2790001,42710890,3522712810,27751486,2173465964,1056,173419,5473210901,24740,25.93,21.77,1036890642,995568000,41023000,1057876424
1962386.exe,1698485771,68544771,749630196,27488853,749115870,27413025,2723694,28033560,3195574172,11839097,1693521196,1338,177669,5036338758,24651,23.41,19.64,939524784,900041000,39001000,961075204
198595.exe,2963580450,32710049,1227396336,23142395,1229425202,23048388,2918215,13984633,4742795991,4853234,2963026512,1383,248775,8616471657,24712,34.69,29.11,1392324831,1344067000,48002000,1412147186
201173.exe,1420486735,4644626,497055812,4970623,497574994,4976096,1650111,4612743,2097983582,564285,1425135134,894,112686,4479800539,23365,15.17,12.7,616281415,582085000,34004000,636659514
2070371.exe,1537925039,14903259,715745350,18572685,714447061,18538455,3506370,8606088,2973946344,1579422,1536305610,1156,198663,4965890057,49088,21.63,18.0,881776827,789386000,91928000,904950984
