file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
2695910.exe,412322710,9758106,114529183,5952202,115394414,5948691,131941,1121826,724737014,30831,413640496,24,9592,1106358013,198,5.28,4.44,212576754,210290000,2002000,232744958
2754917.exe,810958391,22378602,266095085,6216944,266704375,6218168,211066,2326926,1312922396,51935,813721410,367,19512,2339966664,224,9.67,8.13,387878358,386598000,1001000,408118404
2820114.exe,674708875,13035840,235601420,6256278,237381233,6252428,209207,1820092,1272205248,49749,676649078,507,17405,1862708793,174,9.16,7.67,375995284,374766000,999000,396469301
2983368.exe,1021542170,24505435,411447566,6727547,411848893,6727087,524111,3435015,2366440416,193947,1019453036,35847,59036,3119980517,2889,16.81,14.03,699762534,693078000,6000000,720982201
3008897.exe,340499206,12547942,234394916,6065112,234503358,6072267,134853,1147831,723105595,39671,340395643,208,11000,945540885,174,5.06,4.2,215300470,213031000,2000000,236100911
3048609.exe,910215515,21982192,367149478,11034157,368375628,10989356,295291,3635586,1851949131,106976,912255090,542,27415,2653932331,181,13.47,11.27,546975190,546597000,0,568086718
3261436.exe,4649023793,26635094,2285406183,8300228,2286217760,8291395,1234518,12564318,8777290597,284753,4649620561,31380,123437,14494260854,222,65.86,55.63,2576463971,2573197000,1999000,2598185351
3341389.exe,675027480,12960001,235804255,6270737,237355096,6259221,202592,1798786,1262489192,49080,676396497,49,16432,1863391448,174,9.24,7.76,373056056,371842000,999000,394996926
3457019.exe,517397286,6297503,128760817,5727781,130683227,5703957,158470,1257576,858791330,38417,518518791,8,10578,1471495093,180,6.26,5.23,254587863,252244000,1994000,274463545
3564194.exe,569135902,12811176,156955785,6081229,158192458,6037054,159057,1366174,921537724,48684,567815145,187,13276,1581491874,243,6.8,5.7,273513882,270274000,3003000,293935799
