file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1149166.exe,140851573,387978,64497815,194088,62970205,201080,77078,459792,203374412,26737,139239760,72,6248,370060047,525,1.49,1.25,61371304,60753000,0,108628654
1659823.exe,864514,68481,983163,34802,981840,34543,15236,90127,8044094,13135,<not counted>,<not counted>,<not counted>,<not counted>,134,0.05,0.04,2045156,887000,887000,21813619
1716934.exe,500124,58653,1013215,37388,1028630,37327,17159,96962,7234251,11343,1747548,<not counted>,<not counted>,<not counted>,135,0.06,0.05,2266160,2036000,0,21548074
1793587.exe,788187,78992,1081575,35996,1044105,35935,17399,98224,7134782,8863,739092,<not counted>,<not counted>,<not counted>,136,0.07,0.05,2379849,1093000,1093000,22036384
1950459.exe,265020477,518385,131889068,268069,129005120,261265,112113,659183,371591886,33488,257166042,141,8985,723010579,520,2.63,2.2,107252769,106046000,1009000,127517070
1995279.exe,178055692,478954,87099740,156340,85107494,160260,134845,597413,278340110,40775,176437452,1,4895,529905343,916,2.0,1.66,85223186,80968000,3998000,105541293
2012602.exe,284941009,585486,139669949,297450,140950736,285366,119405,796758,421334062,36002,292006588,887,11308,800499462,1036,2.99,2.49,126765160,121503000,4979000,146721230
2099466.exe,198877653,4138650,108749628,530441,109163726,560673,1654555,3198538,454033652,825564,211745746,12716,341503,599990670,12107,2.4,2.09,69188631,64833000,1013000,93713432
2230190.exe,446775158,4218617,231560014,812578,231196171,818013,353118,1628805,906318306,425560,447090406,2775,46453,1355919354,2477,6.51,5.44,269562751,263240000,6005000,290669351
232374.exe,235393575,669460,110683081,263445,111205369,265884,107069,703475,347211785,33108,236693176,3222,12669,660901052,1042,2.48,2.06,105595886,102403000,3011000,125343764
2353585.exe,87898740,184638,47644546,108902,46532099,108793,123632,427110,171878665,43978,86907936,965,3671,276284778,914,1.21,0.99,53724124,51469000,2018000,74359545
2430690.exe,482332,66460,1060305,35324,1026090,35252,16532,95518,7001863,9616,1335091,<not counted>,<not counted>,<not counted>,130,0.06,0.05,2366338,1060000,1060000,22353081
2545079.exe,176172741,435034,85647967,180937,84879781,190242,117401,652893,314866327,30174,176642708,783,9376,513108210,785,2.25,1.87,94794062,90462000,3976000,115292072
2745668.exe,280584245,1104770,140509275,286790,141188021,279363,124937,820231,418085075,57527,279195761,14142,20708,780141169,1938,3.06,2.57,122167240,112999000,8921000,142063270
2764661.exe,257366093,543364,129388360,260586,126219023,256227,105200,647614,358693777,28119,250882973,181,9199,703816368,519,2.58,2.14,108675606,104351000,4013000,129271510
279056.exe,137812011,437909,64474359,193046,64172282,198502,73563,452242,205069772,21745,139019836,79,5705,361074501,524,1.46,1.2,62996445,61673000,994000,82760773
2939537.exe,104326104,298784,49141329,114667,48853881,113342,64577,364411,153552652,19431,106332001,5,4897,298017307,523,1.11,0.93,45335486,43108000,2005000,65800890
3043260.exe,1506175,77922,976514,34617,976391,34428,14972,90412,6222961,8299,55178,<not counted>,<not counted>,<not counted>,129,0.05,0.04,2159325,659000,1319000,21036728
3147371.exe,61194743,259018,34717943,83672,35130368,77488,50228,308071,117511535,19888,63344338,103,6735,198050594,588,0.84,0.7,34451746,33214000,1006000,54509651
3162106.exe,233438477,379969,118228063,199968,118136124,185365,103177,700862,357903463,41894,233577729,184,10019,682683425,996,2.56,2.13,107753886,103412000,3977000,128889405
