file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1489349.exe,211737649,288126,59085845,7397348,59074217,7393494,125636,1056331,794660662,33800,212623068,166,10934,511364587,128,5.68,4.76,233703573,232174000,1005000,284202642
1519241.exe,1112379767,752724,571329340,9084680,571168424,9077185,358522,3052811,2453034927,106620,1111531319,72,440494,3247379845,132,17.42,14.55,722028802,720561000,999000,742194989
1520788.exe,211790783,344700,69999220,7217975,69954118,7211833,137528,1139197,809734953,32062,213464215,863,9450,584642435,132,5.88,4.94,237473992,236067000,1000000,257625054
1599310.exe,198282075,178038,67997271,5661945,67884262,5656431,90167,707478,480437488,26502,198757472,25,6983,625547456,132,3.36,2.78,145053040,143705000,1004000,165099570
1606221.exe,286041052,348444,111987701,7079337,111950317,7067684,166082,1331866,1013024049,40046,285387538,16,12814,814337044,134,7.29,6.13,297176255,296896000,0,316257765
1643497.exe,1418981904,1054328,634894558,3415422,635050959,3396338,433461,3687471,2952423303,128242,1420213113,1735,49637,4172488382,216,21.42,18.0,867531914,866172000,1000000,888537547
1648142.exe,281194964,40920320,107295594,6463400,107280457,6425973,126149,1103844,805507595,29384,279337679,217,10961,840924144,85,5.74,4.79,240118282,238737000,998000,260846732
1691152.exe,123051128,920450,46374202,1001750,45531584,997028,303549,1113002,591824628,109498,121392817,113,23943,338238310,3204,4.19,3.49,176702826,169356000,6973000,197778450
1710633.exe,216228880,474467,62689332,7226069,60409926,7184780,90311,857753,462986281,59971,217260804,4632,22509,497534884,281,3.22,2.69,134299362,132944000,999000,154339670
1831963.exe,148082114,310257,48788347,7667753,49188404,7721107,133594,1081279,753145886,29972,149299255,35,9219,382281510,134,5.3,4.42,224475595,223239000,996000,245343668
1939404.exe,3594741732,10715289,1675816200,8874573,1678926995,8884264,3237250,11875064,7013238145,1235444,3598802668,49402,688629,10749355726,35932,50.74,42.55,2057595472,1995172000,62005000,2078521778
2050326.exe,306307822,398330,112803670,6954408,112794199,6953664,160511,1360732,1010348155,37146,306402273,313,14473,825509896,132,7.1,5.91,300121391,296852000,2998000,319848158
2084584.exe,162726059,466552,50533721,7861995,50546502,7907960,142066,1243036,764024316,52529,163062888,178,13378,385879067,129,5.41,4.51,227018730,221688000,4992000,247598729
2167115.exe,215063817,288970,62559550,7287165,62429935,7250918,142771,1109662,802745485,34635,214962988,261,11180,529136691,133,5.74,4.8,239054610,237736000,1003000,259611684
2173464.exe,57988313,247047,111327680,7227625,111180864,7221989,109333,916870,630500878,30933,57976905,139,9211,423156855,131,4.57,3.82,188325492,186057000,2000000,208290372
2266185.exe,295999235,389253,101374804,7045038,101331259,7057590,173125,1431233,1032473805,42620,295724348,111,13381,855190304,132,7.23,5.99,311253147,310012000,996000,333179268
2278847.exe,137108100,850698,58540665,296907,58524368,296659,324678,914162,408653706,102198,137792714,208,25383,509602235,4043,2.82,2.33,123181313,112942000,9907000,143889797
2350693.exe,283014948,377832,75972483,7192110,75949713,7211690,172253,1360644,1034304730,40941,283672768,317,14708,690167980,134,7.19,5.98,306585734,304299000,1995000,327453723
2436721.exe,307813493,382937,102435489,7043078,102427478,7056623,173271,1406566,1020066652,41901,306774230,111,14869,815892250,131,7.18,5.98,302400402,301131000,1000000,322230544
2490708.exe,184204263,307336,71784359,6881066,71590636,6879995,138433,1140872,835102005,35249,183648415,120,11762,571072424,134,5.89,4.91,248121375,247891000,0,268795823
